,issuekey,storypoints,context
0,33999404,2,remove support disk configuration source in introduce domain config source configuration flag allow user choose domain source use disk api in plan remove support old disk configuration source the purpose issue remove domain source code hard remove mr extract follow issue omnibus need update remove flag if user use disk config source gradually rid old code support
1,33344838,1,tech evaluation object storage presigne url this follow tech evaluation thank input slack we need use pre sign url gitlab way need credential pages control rails exclusively link encoded rails control expiry date if serve i think need likely define maximum archive size support likely filter relevant file folder hold memory i assume likely configure file archive archive cache allow configure optimise cache hit ratio likely allow use ton memory need i likely break support content range serve file i think cheaply possible gitlab workhorse openarchive support local remote archive performance optimise http request badly align likely need improve copy pasting great performance start discussion comment oh i think object storage implementation serve zip file disc i simple idea alternative poc we maybe slightly modify page api then return api page specific file proxy user later add cache alternatively artifact zip archive use current zip reading code need cache file i think add object storage specific code page good idea we workhorse use api it slow simpli diagram proposal sequencediagram participant u user participant p gitlab page participant g gitlab workhorse rail participant os object storage get internal source type zip path presignedurl loop zipartifact get presignedurl file func reader end proposal in poc hardcode return value internal page reduce scope i use minio support gdk i shamelessly steal slightly modify zipartifact package workhorse to address source type zip page serve regardless path pre sign url disk path outcomes we parent track future effort rail allow deploy pages archive on deploy size store disk object storage depend feature enable track update internal page return path json source type zip path disk path path page domain project page go extract resolvepath logic disk serve package share add package zip zip reader add zip serve pages allow serve disk pre sign url object storage implement zip reader cache mechanism add metric zip serve testing i hit i think valuable work issue
2,32478519,1,add metric disk serve as work need add metric measure loading time serve disk file size time take serve this visibility serve file allow compare serve time implement object storage
3,31331442,1,fix datum race gitlab source cache package the follow discussion address start discussion comment here race deep inside package use global variable test alter retrievaltimeout goroutine previous run this require extra effort fix i think add race detector warning data race write goroutine nolith gitlab page internal source gitlab cache local src testing previous read goroutine nolith gitlab page internal source gitlab cache nolith gitlab page internal source gitlab cache goroutine running create local src testing nolith gitlab page internal source gitlab cache local src testing goroutine running create nolith gitlab page internal source gitlab cache local src sync nolith gitlab page internal source gitlab cache nolith gitlab page internal source gitlab cache nolith gitlab page internal source gitlab cache nolith gitlab page internal source gitlab cache nolith gitlab page internal source gitlab cache local src testing
4,31320489,1,tech evaluation serve page object storage from the idea create proof concept page able serve content object storage this hopefully help identify unknown enable functionality will use gitlab object storage gdk config explore possible solution result what discover add specific code handle object aws gcs scalable hard maintain implement diagram super slow rails workhorse validate metadata multiple time efficient want random access file cache we explore presigne url
5,29164214,1,content length header provide content encoding gitlab page support serve statically compress file but look like response header miss content length header response header include content encoding gzip
6,29009434,1,tech evaluation support hst gitlab pages problem solve we need research technical implementation detail solve proposal spend day assess sort capability breakdown issue small component large mr some user want enforce access web content https certificate this http strict transport security hsts policy currently support enable gitlab pages site
7,27985016,2,gitlab pages depend availability gitlab api if gitlab api available gitlab pages currently unavailable clear cache case api lookup problem if clear cache case gitlab pages independent wo produce spike error like the follow discussion address start discussion comment should consider replace entry new receive error solve intermediate error processing lookup i consider today happen store lookup success request refresh receive error like gitlab it help catch mechanism short live error gitlab api try use success request long long interval this reduce pages dependence api super stable anticipate upstream api flaky extent or maybe well case use current lookup extend lease lookup allow refresh golang nil error nil note i fine follow mr stability improvement
8,27741902,2,make gitlab client timeout jtw token expiry configurable the follow discussion address start discussion comment be timeout small can large configurable
9,26998252,1,provide way track measure api call we need way track request gitlab config source internal api
10,26188901,4,xssi gitlab pages hackerone report ngalog assign security workflow issue summary since implement access control private page page limit authorized user i find way steal content js file victim site scripting inclusion technique certain condition step reproduce use gitlab ci cd build page limit access project member in gitlab page folder upload js file like then victim login gitlab as attacker domain control prepare html file victim visit page script script then pop contain js secret gitlab page impact xssi steal user gitlab page js file content example give what current bug behavior do block invalid refer what expect correct behavior should able allow attacker carry xssi attacker relevant log screenshot output check impact xssi attachment warning attachments receive hackerone exercise caution
12,26044218,2,secret pass command line pass pages secret deprecate issue issue deprecation warn pages log disallow passing secret breaking change implement major release gitlab
13,21200693,1,default json logging we move json default configure log format gitlab pages omnibus release would like source install default change
14,20643279,2,convert variable gorilla proxyheaders we temporary save flag context variable pass lot call we use instead solution we remove flag step x merge log error flag match x test bed reverse proxy x completely remove flag context detail summary old the follow discussion address start discussion comment i know use imperative style middleware return true false indicate end gitlab page i wonder avoid case instead use style instead one approach middleware type servehttp method member in case currently return false instead r return otherwise serve redirect return we use pattern workhorse serve wdyt this refactoring issue i think gitlab page codebase easy understand use party implementation way one example start serveproxy route
17,16202508,2,custom error page serve namespace domain summary serve exist step reproduce create gitlab pages website go expect serve actual default gitlab page serve serve custom domain useful link public repository minimal complete verifiable example non existent gitlab page page serve relevant documentation
18,13689763,5,load domain datum api instead traverse filesystem we see number bug stale value store stale directory mess domain load i think sense switch gitlab pages load datum api we support access control ce add api endpoint serve project page page fetch cache config exist
19,2803186,1,support hst gitlab pages problem solve some user want enforce access web content https certificate this http strict transport security hsts policy currently support enable gitlab pages site proposal by allow enable custom configuration policy associate pages site possible triage serverless please do not remove this section this page contain information relate upcoming product feature functionality it important note information present informational purpose rely information purchase planning purpose just like project item mention page subject change delay development release timing product feature functionality remain sole discretion gitlab triage serverless please do not remove this section
20,2574075,4,support single page application route request problem solve when route request gitlab pages default request render error permit seo support spa gitlab pages solution route request gitpages implement route single page app checkbox page settings enable spa serve accompany file work ensure existing file serve try serve update closing issue favor we aim enable spa new
21,118056437,2,follow add auth cookie session timeout flag in auth constructor use option struct the follow discussion address start discussion nit directly relate change constructor argument probably worth extract option struct
22,117942630,3,feature flag cause failure staging summary during rollout feature flag gitlab page qa test staging start fail after investigation find application setting different rail node cache create sidekiq nodes cache invalidated since hash application setting cache key sidekiq job find cache key invalide relate possible fix json table item option description instead application setting hash cache key insert hash cache value validate read cache this way app setting cache key invalidated sidekiq nod con validate cache manually base cache value option description instead application setting hash cache key layer cache the main cache key save app setting hash key payload con read redi find cache value
23,117645763,5,support hst gitlab pages domain basis problem solve some user want enforce access web content https certificate this http strict transport security hsts policy currently support enable gitlab pages site solution allow user enable hst pages
24,115192449,3,session timeout minute summary we use gitlab page internal website hosting user experience annoying session timeout short lifetime gitlab page cookie minute as example single page web app load asset image session timeout hard refresh browser necessary the authsessionmaxage constant hardcode internal auth authsessionmaxage minute it introduce so question why timeout set exactly minute be reason standard if specific reason possible increase value or possible value configurable wdyt if desire happy support organization contribution example project if possible create example project exhibit problematic behavior link bug report if old version gitlab determine bug fix recent version what current bug behavior there session timeout minute what expect correct behavior the duration session timeout high configure goal make timeout configurable x add new flag pages auth cookie session timeout default value m x add flag omnibus sample mr x add flag helm chart sample mr x update admin documentation sample mr
