,issuekey,storypoints,context
33,71407304,5,refactor i o message use info warning etc also log serialize unserialize would nice expose log python
85,71060519,5,node edit tool able select path maybe group select editor direct child path shape
89,71049484,10,static svg import add import export mime deserialization
114,75081707,3,be python prerequisite window step reproduce describe step step reproduce execute vbs file result what say french nt find python dll do need python preinstalle path version both stable experimental version issue list operate system glaxnimate version from glaxnimate help about system click copy paste information example file attach sample file file highlight issue appropriate
116,75054895,1,please add include ffmpeg please add include ffmpeg search path search path cmake module fedora base distro use path ffmpeg include library thank
133,74501547,2,scale issue step reproduce open glaxnimate load appended file go document resize try resize document arrow type size different behaviour append number delte content textbox write new result width example high flip i suppose round float value i i expect able target resolution version glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib example file
139,74369155,10,python related issue windows step reproduce download start glaxnimate windows start python base plugin like hello world recolor result python base plugin like hello world recolor crash application crashlog log notice version glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib
140,74368048,5,window dark mode issue step reproduce download windows open change theme dark edit preference widget theme system default dark hit apply result the dark theme apply correctly a field white make hard read version glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib example file dark dark mode png
141,74367962,4,ca install arch linux arch base os aur glaxnimate bin step reproduce follow instruction homepage git clone cd glaxnimate bin makepkg result error wrong sha occure correct sha zu correct download debian package result following error second seemingly correspondent issue maybe version uname linux pcname smp preempt thu oct gnu linux glaxnimate
142,74367654,4,ca install kali linux debian based os step reproduce download debian package stable download section download file run sudo apt install download folder result error log occur read package list do building dependency tree read state information do note select glaxnimate instead the follow additional package instal the follow new package instal glaxnimate upgrade newly instal remove upgrade need kb archive after operation mb additional disk space do want continue y n kali downloads glaxnimate kb kali rolling main kb fetch kb kb s selecting previously unselecte package read database file directory currently instal prepare unpack unpack dpkg warn parse file lib dpkg control near line depend field reference implicit exact match version number suggest instead select previously unselecte package glaxnimate prepare unpack downloads unpack glaxnimate dpkg error processing archive kali downloads unable create share glaxnimate glaxnimate lib python lottie addon blender new process share glaxnimate glaxnimate lib python lottie addon blender no file directory dpkg deb error paste subprocess kill signal broken pipe error encounter processing kali downloads e sub process bin dpkg return error code version uname linux kali smp debian gnu linux glaxnimate version
175,72832391,3,icon miss i o window gnu linux appimage hello load save project icon miss i o open save import etc window beside resize i o window
177,72770433,5,ui problem gnu linux appimage hello problem ui appimage gnu linux in particular timeline compress completely visible system lts linux generic monitor k monitor scale i try load app exec env work edit update screnshot
204,70895311,5,check shape processing order make sure draw stuff consistent also check file open save include lottie
209,70789505,3,link select color color widget should recurse group layer select fill stroke
211,70760605,10,mac build we need set mac build hopefully way integrate ci
213,70760256,10,build appimage old ubuntu version currently ubuntu late old version wide support
215,70702532,1,color delegate decoration currently fill cell
216,70473849,10,layer widget x select current composition drag drop convert shape group layer
217,70473832,5,timeline widget x drag keyframe test undo redo
219,68320340,3,todo create later set point animation move group color document node give default animation
221,89255429,4,object position export lottie object mask shape animation position export
223,88777550,6,insert image file type mask offset step reproduce open glaxnimate insert image select png file type select svg file type result actual result select png file type cause match jpg file select svg file type cause match png file version macos glaxnimate
224,88777473,7,trace crash apple silicon step reproduce instal dependency brew build slightly modify build step find correct path open insert image right click layer selected trace result expect apparently trace dialog open what happen it crash version macos glaxnimate attaching log
228,88629636,2,keyframe old state multiple keyframe select move new state
232,88605465,2,open path duplicate object i create shape circle convert path i add keyframe shape i duplicate object new object duplicate open path
261,86424711,7,python macro system a system user edit small python script available menu function console
286,85833453,5,trace color management improvement an undo auto detect colour nice way lock certain colour reselecte eg i want pick couple colour forget i click auto pick a way remove specific colour cool i see rearrange list remove i think intuitive x colour
287,85773519,1,fix broken link doc script console plugin page work
296,78494455,4,the program crash save project synfig format the program crash save project synfig format it crash open sinfig file i open program window the crash stable version experimental
297,78119394,2,add cmake dependencies aur package aur package glaxnimate bin glaxnimate git cmake dependency list miss need repot issue telegram group thecraftguy
298,77990862,5,maximize work when try maximize glaxnimate window happen xubuntu
305,75968609,4,request pinch gesture support add support touch screens add pinch zoom pinch rotate example
311,75615507,4,pixel images vector images bulk convert i need convert bunch png files svg files glaxnimate good implementation bitmap vector conversion glax suggest expose trace functionality python i write script load save
320,124365243,3,dotlottie export step reproduce describe step step reproduce open glaxnimate draw random vector object like square star export dotlottie result describe happen expect result export stop halfway message appear plugin raise exeption export file occur list operate system glaxnimate version glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib libav libarchive example file attach sample file file highlight issue appropriate
321,124264856,2,new layer range frame property show frame frame a peculiar problem i far ignore possible set frame property free form line impractical basically new layer range frame property show frame frame visible this change property mention it happen glaxnimate linux mint stable version happen new layer default range make fully visible be setting preference need set glaxnimate system linux mint kernel linux generic cpu application qt system qt zlib potrace potracelib libav libarchive
322,124252605,3,unable download package download link error linux appimage deb package source tarball download table not find link package cell
326,123880575,3,add conical gradient enum value paint icon svg i o avd i o
328,123780265,1,app icon show gnome app grid instal flatpak thank great app there small issue app icon app drawer show app instal flatpak machine i think app icon instal icon reference desktop file glaxnimate change glaxnimate fix flatpak documentation
330,123551855,3,dev version february crash image export linux mint i try dev version cet evening today feb glaxnimate system linux mint kernel linux generic cpu application qt system qt zlib potrace potracelib libav libarchive unfortunately crash attempt export image in export menu allow select folder shut and i silly delete old dev appimage work fine be possible able download old dev i export image
335,123250063,2,import lottiefiles break linux step reproduce describe step step reproduce open glaxnimate click file import lottiefiles search let snow click second file leave call let snow click import button result error message pop version glaxnimate system arch linux kernel linux amd cpu application qt system qt zlib potrace potracelib libav libarchive additional information this glaxnimate git package arch linux i see issue glaxnimate package this issue present lottie file i try import save file disk import result i operating system try i know related os version package os a month ago arch move away depreciate take place these exactly compatible python script handle import issue lie
336,122303988,2,error load frame animation timing when animate counter svg inkscape count text timing visibility setting f decade work fine loose timing when reopen project file give error load frame animation timing be maximum timing set i exceed limit
337,121501429,7,export option video the export option video when i choose video output fps canvas video file poor blocky usual low bitrate low quality setting i try max bitrate improve video i want improve if i analyse output video mediainfo i low bit rate kps how i improve video quality i output format support like select glaxnimate dev version system linux mint kernel linux generic cpu application qt system qt zlib potrace potracelib libav libarchive
339,118012994,1,deb package fail install debian bullseye libpython requirement i notice stable deb package version installation result broken package debian bullseye this miss dependency libpython this satisfied debian python my workaround suggestion absence second deb package specify specific dependency deb section download page something like require python
342,116609358,3,export frame png can option add export animation individual png exrs tiff jpgs etc i appear lossless image output option
343,116435045,5,window big resolution laptop step reproduce set resolution open glaxnimate result first i open time window file screen i hold kbd resize window horizontally window fit i resize window vertically to deal i hold kbd everytime i need timeline version os fedora linux workstation edition br gnome version br glaxnimate br system kde flatpak runtime br kernel linux br cpu br application qt br system qt br zlib br potrace potracelib br libav br libarchive
344,113906395,2,rawr bug save reopen wrong path node hi find bug rawr save project reproduce file svg glaxnimate rawr glaxnimate glaxnimate open file rawr miss path open path wrong saving rawr test json rawr result correct path node file svg inkscape bug file rawr import file svg bug bug file rawr json issue bug bug rawr bug rawr bug file svg import json works bug bug svg bug svg
345,113869898,9,add flatpak support understand project offer appimage think have flatpak release well help discoverability project flatpak support distro default show package storefront easy user update compare appimage
346,113864827,2,incomplete gradient colour warn info import when import file warning gradient colour show invalid value whether extended log implement tell specifically wrong example sand
347,113699761,2,unable download source tarball step reproduce describe step step reproduce navigate click source tarball download table result error page not find additional information viable alternative miss kind version reference url file package tarball get update package start build idea
351,113558492,1,text problem size wrong anchor point position video demonstration text size anchor point placement problem please demo video i record explain follow issue if font size step reproduce open glaxnimate add text line font size result the text box small icon reside leave corner screen change font size anchor point step reproduce keep select change font size result the text box return normal shape observe anchor point center text box leave corner screen text box click screen deselect select anchor point center point text box if font size see anchor point step reproduce add text line text size result observe text box appear fine anchor point reside leave corner screen click screen deselect now select observe anchor point jump center text box version glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib libav libarchive example file attach sample file file highlight issue appropriate
352,113312199,2,control key constrain line greeting nz when draw bezi line suppose snap line work i test linux build version shotcut version late stable release windows also confirm thread lead shotcut developer dan knowledgeable member able work i include bug description self explanatory trigger i apologise wrong choice amend request
353,111739046,2,many file option cause program crash step reproduce open glaxnimate perform action file menu read write file open import export add image save etc result the program crash immediately unsaved work lose version glaxnimate system ubuntu core kernel linux generic cpu application qt system qt zlib potrace potracelib libav libarchive
354,111044328,3,animation preserve import svg export json i try use glaxnimate convert animate svg lottie json however get json export lottie preview image instead animate this file i try convert
355,110767618,4,file image show export lottie image asset show play web preview canvas json file work
356,110082165,3,make export old style keyframe optional disabled default modern lottie player need e keyframe
357,109549680,1,miss shorcut play puse it nice shorcut play stop standard keyboard shorcut spacebar
358,107962515,1,compile error step reproduce compile glaxnimate windows gcc toolchain result get following error error declare scope full build log version git master may more info c standard it commonly available that indirectly explain need define gcc clang msvc probably require different macro experience problem in case i workaround problem set environment variable cxxflags run cmake i workaround edit run cmake in code circumstance i header file include cmath undef define endif i report bug instead merge request simply provide tip let decide
359,104002067,2,svg import issue not position inkscape version
361,102668732,1,app force close add color stop gradient app force close add color stop end node problem add start node square
362,101859331,1,build fail error implicit instantiation undefined template usr port graphic glaxnimate work src core util error implicit instantiation undefined template unsigned char buffer buffer include note template declare template class tp size struct array log url version freebsd
363,101859080,1,please add freebsd stable releases page the freebsd port available glaxnimate could add stable releases package managers page the command install glaxnimate freebsd pkg install glaxnimate thank yuri
364,101578960,1,warn object back pointer destroy end expression this warning print look potentially damaging samsung freebsd port graphic glaxnimate work external qtappsetup src app scripting python warning object back pointer destroy end expression gsl const char cname warning generate
370,96223924,2,issue import file svg file inkscape shape change import file svg inkscape shape hole
371,96035748,3,fix ci aur build see
375,95212938,3,timeline node disappear select line current git version in current git version glaxnimate select line nodes node disappear video
376,94922367,3,different start animation viewport vs render result lottie glaxnimate when i add trimpath effect circle call ellipse layer setup keyframe start animation come right viewport render result document web preview animation start like change rotation circle i try add animation trimpath rectangle viewport animation start clockwise render result lottie animation start counter clockwise
379,94492013,2,ca change language i late window version glaxnimate i modify language only input box display
382,94309680,4,feature request draw round polygon star this allow round polygon star corner like possible rectangle
383,94251897,3,glaxnimate crash switch composition step reproduce describe step step reproduce open glaxnimate open import project sticker file previously edit sticker experience happen import open file edit file i create i save multiple time switch composition take switch forth attempt close composition tab sometimes import sticker previously open project result describe happen expect result glaxnimate crash close switch composition attempt close composition tab i attach file version list operate system glaxnimate version from glaxnimate help about system click copy paste information example file attach sample file file highlight issue appropriate
384,94251337,2,issue import wrong fill color step reproduce describe step step reproduce open glaxnimate import file convert giftolottie result the import sticker display correctly every object fill black color everything okay telegram version list operate system glaxnimate version from glaxnimate help about system click copy paste information glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib libav libarchive example file attach sample file file highlight issue appropriate
385,93910957,3,aur package follow arch linux standard the current stable version call glaxnimate git source package kind version mean dev cvs revision development release version the current pkgbuild glaxnimate git new aur package glaxnimate glaxnimate git adapt git version autoupdate i adapt current pkgbuild real mode help automatically update revision number package pkgbuild
386,93628026,10,feature request edit motion path feature request support feature call motion path after effect here link adobe documentation
388,93599826,2,issue object fill alpha set import svg step reproduce describe step step reproduce open glaxnimate go file import import svg file result describe happen expect result file import group object fill alpha set from i notice object stroke stroke set example group alpha despite render fine program version list operate system glaxnimate version from glaxnimate help about system click copy paste information glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib libav libarchive example file attach sample file file highlight issue appropriate
389,93596043,2,svg conversion alpha interpolation problem here i source json destination animate svg there object jam red bread slice in original glax format json jam hide put alpha channel it change abruptly moment bread reach center picture it use ability state constant keyframe change progressively change abruptly state with svg conversion instead change progressive make jam fade bread slice cover an easy solution animator jam object follow bread hide but conversion new nod near change state node value emulate lottie feature there little glitch corner bread version probably issue
390,93446381,2,add optionnal package suggestion build doc ex image format some optional package instal manage format glaxnimate like image format package debian base distribution could add documentation installation process the way aur package imageformat add arch linux base distro aur pkgbuild imageformat
397,91358705,2,lazy construction as d
403,91091756,6,gif import work step reproduce describe step step reproduce open glaxnimate go file import choose desire file happen consistently i try import result window title save file glaxnimate pop it say operation fail issues area message appear canvas area text plugin raise exception button hide hide message after press message appear say could import path file import describe happen expect result version list operate system glaxnimate version from glaxnimate help about system click copy paste information glaxnimate system windows version kernel winnt cpu application qt system qt zlib potrace potracelib libav example file attach sample file file highlight issue appropriate screenshot issue gif i try import
404,91077784,2,add all formats format selection add image when add image choose list support format possible choose all files default option import open please add functionality add image convenience
