,issuekey,storypoints,context
0,109014572,2,namespace dropdown default namespace url param namespace dropdown default namespace url param look namespace d non existent order new subscription purchase flow order create since related area worth remove non applicable reference subscription create new saas subscription create note in app view if create new subscription param require set default select namespace instead js new gitlab com subscription datum customer subscription nil namespace need cleanup change remove subscription usage a couple thing sure change the default select namespace visit new saas subscription page param break currently look namespace non existent order purchase subscription we able preview transaction select different namespace correct price purchase new subscription work
1,108983087,3,customersdot access token short expiry summary unsure bug se slack discussion cdot code change recently but multiple support engineer notice seemingly different work recently week support team notice customer cdot account long link user from admin point view gitlab groups page show customer link account customer record uid gitlab provider this create extra challenge support reduce visibility customer namespace from customer pov my account your account show no account link view load customer log cdot gitlab account in history tab recent entry exist nullify access token for example account update utc the provider gitlab uid staging account the question change worth investigate it like cdot change recently support impact there service cdot rely user level access token available example support tooling rely service extend expire subscription currently supply admin token fail work anecdotally speak work fine recently see account persist invalidate customer impact for customer purchasing perspective contribute bit confusing process manage exist subscription again staging account previously link try add minute exist sub send purchase url require extra step link result refresh page land purchase workflow workaround have customer link account possibly hour note console user need workaround pass true basetrialservice example please add severity priority level accord
2,108813978,3,be emoji customer cause error interact zuora problem customer able set emoji name customersdot account when try subscription purchase detail customer record customersdot app this result follow error zuora ruby body fail unknown error img step reproduce create new account gitlab navigate customersdot select sign gitlab fill detail register customer dot account add emoji create group gitlab navigate bill select plan fill detail submit purchase there message img workaround once emoji remove customer dot account purchase complete successfully proposal do allow customer create edit account emoji company
3,108774546,2,order action update product subscription amendment please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem similar amendment action need service create orderaction object product subscription update proposal consult applications team zuora business logic involve n module app service create service class updateproduct the service implement following inherit define execute method accept param the execute method construct orderaction object add product subscription parameter parameter type description type string constant value updateproduct triggerdate array objects each object key triggerdate define contracteffective serviceactivation customeracceptance date rateplanid chargeoverride example payload detail summary example request type updateproduct triggerdate contracteffective triggerdate today serviceactivation triggerdate today customeracceptance triggerdate today updateproduct rateplanid rpid chargeupdates chargenumber chargenum pricing recurringvolume quantity result next step how measure success
4,108774317,2,order action renew subscription amendment please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem cdot portal currently support ability renew subscription amendment api in orders api renew subscription orderaction type renewsubscription similar amendment action need service create orderaction object subscription renew proposal consult applications team zuora business logic involve order relate service summarize following way the renewal order action support step create renewsubscription order action service app services zuora order action the service inherit implement execute method the execute method return hash require renewsubscription orderaction type triggerdate since createsubscription service implement triggerdate source create entity triggerdates app services zuora order entity use entity renewsubscription refactor createsubscription use example entity newaccount references renewsubscription orderaction attribute parameter type description type string constant value renewsubscription triggerdate array objects each object key triggerdate define contracteffective serviceactivation customeracceptance date not present exist payload we probably use current date example object construction detail summary example return object type renewsubscription triggerdate contracteffective triggerdate serviceactivation triggerdate today customeracceptance triggerdate today result the service construct orderaction object renew subscription next step how measure success
5,108774061,2,order action service remove product subscription amendment please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem similar amendment action need service create orderaction object product remove subscription proposal consult applications team zuora business logic involve in module app service create service class removedproduct the service implement following inherit define execute method accept param the execute method construct orderaction object add product subscription parameter parameter type description type string constant value removeproduct triggerdate array objects each object key triggerdate define contracteffective serviceactivation customeracceptance date removeproduct object define rateplanid rate plan id product remove detail summary example return object orderdate today existingaccountnumber accountnum subscription subscriptionnumber subscriptionnum orderaction type removeproduct triggerdate contracteffective triggerdate today serviceactivation triggerdate today customeracceptance triggerdate today removeproduct rateplanid rpid processingoption runbille false collectpayment false result the service construct orderaction object remove product subscription next step how measure success
6,108773221,2,order action service add product subscription amendment please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem cdot use zuora amend subscription api follow use case remove product downgrade main product add new product upgrade main product renew subscription apply true up add new product update product although amendment action orders api different order action payload vary in issue focus create service add product subscription proposal consult applications team zuora business logic involve in module app services zuora order action create service class addproduct the service implement following inherit define method accept param instantiate object class invoke execute define execute method the execute method construct orderaction object add product subscription parameter value each object key triggerdate defines contracteffective serviceactivation customeracceptance productrateplanid chargeoverride example payload the param set accordance current logic add new product amendsubscriptionservice detail summary example return object json orderdate today existingaccountnumber accountnum subscription subscriptionnumber subscriptionnum orderaction type addproduct triggerdate contracteffective triggerdate today serviceactivation triggerdate today customeracceptance triggerdate today addproduct productrateplanid productrpid chargeoverride productrateplanchargeid productrpchargeid pricing recurringflatfee listprice processingoption runbille false collectpayment false result the service construct orderaction object add new product subscription next step the service ordermanagerservice add new product subscription how measure success
7,108735850,1,allow validate old license admin problem during recent incident license create validate license the validation license change time require field like expire zuora subscription d zuora subscription present since case mention license create license decrypt license proposal allow license old license decrytable today validation change at moment display green alert successful validation red issue validate license add yellow alert license consider valid anymore differentiate actual valid license license consider valid result ability validate old license license
8,108703553,2,use order manager service subscription controller please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem once element create order step use create new subscription this change feature flagged proposal consult applications team zuora business logic involve when feature flag turn use ordermanagerservice create new subscription subscriptionscontroller workflow marketplace change handle warn ensure subscription orders api workflow enable feature flag enable not marketplace request not preview result orders api create subscription next step how measure success
9,108700526,1,create job zuora order client please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem in cdot zuora action usually invoke background job action api call zuora once action create similarly add background job invoke order action proposal consult applications team zuora business logic involve create job app job zuora action the perform method support following accept param argument the argument support key accept orderdate existingaccountnumber subscription processingoption it invoke ironbank order action return result return ironbank order action handle appropriate exception result the job create order zuora next step how measure success
10,108642385,2,order manager service please complete template well make sure check issue raise avoid duplication for section add screenshot link help visual learner understand problem well take extra minute great help folk problem the service module hold service class generate orderaction object type create subscription renew subscription the purpose order manager service construct payload create orders api for orderaction object invoke individual order action service proposal consult applications team zuora business logic involve create ordermanagerservice service module app service define execute method construct payload object param create new subscription scope issue parameter type description orderdate string current date existingaccountnumber string account number subscription array object in scope issue invoke service create subscription it return orderaction object processingoption object define refer example detail summary example return object click expand json subscription type createsubscription contracteffective serviceactivation customeracceptance term period month termed period month false false result the service create entire payload require create subscription orders api next step how measure success
