,issuekey,storypoints,context
1,117021690,2,fe sigmet airmet fix readonly styling input make sure form look correct view mode the input disable prevent focus readonly prop work styling minimal form field care
2,116995301,3,fe add theme form field add theme form field add light dark rename current one oldtheme when spaceweather thing leave remove old story
3,116984700,3,fe sigmet airmet add container query dialog add container query dialog work small size sigmet airmet
4,116892439,5,fe activate openapi check after update openapi specification aviation sw be check turn fe adjust content type
5,116892401,3,be fix sw type openapi spec aviation backend follow update specification taf sigmet airmet update sw checking conduct near future
6,116871163,2,fe sigmet airmet extract field layout all field inline layout define component extract fix form field later easy
7,116829654,2,fe contentdialog responsive design find long title look correct small screen action button optionlist menu use javascript completely like design viewport dialog we wait container query sure form element look correct
8,116828754,2,fe fix storybook warning some story generate warning need change new syntax also update readme zeplin link need in csf annotate story like export const basic button foo parameter decorator in csf export const basic button foo try run codemod npx migrate csf hoist story annotation expect result warning story snapshot test
9,116805677,3,fe sigmet airmet remove tooltip click list element as point hover tooltip open sigmet airmet briefly tooltip dialog it visible big tooltip when open sigmet airmet close tooltip wo visible inside dialog maybe easy fix zindex should easy fix check option maybe fix automaticely pointer event ticket check
10,116739013,2,fe update share status tag late design update status tag late design update sure spaceweather look correct
12,116671306,2,sigmet airmet tac tooltip icon issue time current situation tooltip tac icon design issue date if save column impact responsive ticket question design reason use default tooltip color
13,116670515,2,fe add responsive design sigmet airmet list add responsive design define list component base styling need padding margin
14,116669689,5,be investigate aws sam run be locally investigate document use sam run lambda locally easy testing add documentation use set finding sam template superset cloudformation template sam template include transform definition serverless app breve the sam cli sam local command possible run stack locally number support service limited support because sam limited support i include localstack emulation this make impossible use exist cloudformation template i end create new cloudformation template development combine bash script localstack emulation service i try sam cloudformation support limited i find create new cloudformation template development combine bash script it painful process i stack work day i stop investigation discuss backend people team
15,116668126,3,be sigmet cleanup test structure clean test split file necessary add test piece cover make sure inline documentation give proper description test group test similar functionality
16,116667259,5,be investigate ci cd replacement sed ci cd replacement se potentially fix multi line import read lambda documentation idea move util folder inside separate module folder can split move zipping level lambda layer timeboxe day
17,116666959,5,be airmet object orient ensure functionality change outside apply tdd test drive development ensure change apply interface logic ensure test pass apply change add inline documentation function etc
18,116666872,5,be sigmet object orient ensure functionality change outside apply tdd test drive development ensure change apply interface logic ensure test pass apply change add inline documentation function etc
19,116666689,2,be use python formatter yapf sigmet airmet only apply sigmet airmet
20,116666560,3,be sigmet airmet typechecking type constant add typechecke type constant close issue cover
22,116636388,3,fe layer select responsive with dimension icon add layer row need height minimum size display update service chip height match design sure layer row responsive design
23,116628857,1,prepare tech thursday meeting prepare slide discuss meeting
25,116560493,2,fe dimensionselect button show disabled layer see description
26,116560336,3,fe theming sigmet airmet form fix form all oldthemewrapper reference remove sigmet airmet lib change geoweb application see big ticket thing fix ticket follow remove white background form enable comment test remove oldtheme prop
27,116560097,2,fe theming sigmet airmet contentdialog add styling contentdialog this outer dialog wrap form oldthemeprovider look add link design style outside red line
28,116559834,5,fe theming sigmet airmet list component add storywrapperoldtheme wrapper contentdialog old theme fix theming list component dark light theme add link design check responsiveness create separate ticket
29,116558681,3,fe preset layer manager work anymore description add test
30,116558435,3,fe switch preset clear layer store map get remove mapstore layer map remove layer store
31,116558231,3,fe investigate sigmet airmet configurable country investigate need sigmet airmet work multiple country write user story po review
32,116558086,2,fix duplicate issue mappreset smoket sometimes smoketest preset delete duplicate name allow follow smoketest fail a solution use unique name
33,116557928,2,release acceptance end sprint fe be release note
34,116557519,5,fe update mui late version break change datepicker
35,116556900,2,fe dimension icon layer select row there hover function show dimension value use getdimensionslist display dimension icon layer row order info dialog
36,116556707,2,fe dimension icon layer select row elevation time reference time icon layer select row layer dimension there hoover function show dimension value dimension ticket
37,116459762,2,fe fe publish npm job tag pipeline run automatically the publish package npm job start manually master branch new release create this leftover debt start project tag docker image we tag pipeline run automatically docker image job
38,116459632,1,fe update outdate browser list test storybook update browserslist caniuse lite outdate please run npx browserslist db why regularly
40,116398314,3,fe fix flaky test test fail millisecond difference fix mock date investigate test fix list test currently flaky
41,116392509,3,show other dimension layerinfodialog layer multiple dimension for example modellevel member should dimension icon altogether display dimension sorted alphabetically dimension get icon value big instead text other dimension dimension didier look
42,116300486,2,miss title layer select infobox the layerselect info box miss title point infobox should display title header
43,116244785,2,save dimension bound box servicelayer redux in redux service store store layer information come service but service return information currently store bound box dimension information layer return make sure store use layer select hint function recursivelyfindlayer opengeoweb libs webmap src lib components example service response layer name title precipitation radar dimension style name radar title radar legendurl format image onlineresource xlink xlink style name precip rainbow title precip rainbow legendurl format image onlineresource xlink xlink style name precip gray title precip gray legendurl format image onlineresource xlink xlink style name precip blue title precip blue legendurl format image onlineresource xlink xlink style name precip blue transparent title precip blue transparent legendurl format image onlineresource xlink xlink style name precip range title precip range legendurl format image onlineresource xlink xlink example layer multiple dimension dimension dimension dimension
44,116241875,2,show dimensions bounding box layerinfodialog previous ticket dimension geographic bounding box information save servicelayer object now use layerinfodialog information
45,116169347,2,make tab work service dialog if open service dialog press tab close should close tab field
46,116164928,2,unable remove add wms service remove service layer service remove layer manager
47,116164371,3,fe click twice layer select button work dialog order thread fix info button add remove layer button clear search button currently work layer manager button layer select filter chip please sure nice source problem discuss solution big weird
48,116078018,3,show service layerinfodialog make sure correct value show service layerinfodialog
49,116069420,3,fix layermanager issue loaded layer if open layermanager layer visible text info like opacity currently show info
50,116067417,3,convert dialogtype string enum dialogtypes opengeoweb libs core src lib store ui type dialogtype string value convert enum like layerinfo then replace string value example layerinfo dialogtypes layerinfo fire action test export enum dialogtypes layerinfo layerinfo export type dialogtype layermanag layerselect dialogtypes layerinfo dimensionselect elevation dimensionselect keywordfilter timeseriesmanager timeseriesselect syncgroup legenddialogtype
51,116065690,3,use usesetupdialog hook dialog all dialog use way set this cause lot duplicate code instead use hook dialog the hook exist timeserie lib to do move usesetupdialog core folder it move share folder cause circular dependency use usesetupdialog dialog usesetupdialog unit test for dialog start usesetupdialog remove test relate usesetupdialog
52,116062041,2,handle automatic closing layer info dialog handle automatic closing layer info dialog if close layer select window layer info dialog close when user open info dialog layer x user new search filter layer x long list info dialog close automatically info long relevant add test
53,116049142,3,fe update form field textfield isreadonly prop use layeselect add isreadonly prop input form field if correct styling add prop isreadonly input make sure work disabled prop prop add styling styling add comment fix update layerselect big split separate ticket extra info textfield readonly true the styling update late design theme add new textfield story readonly prop style like design add textfield readonly disabled focus see work sure wo break normal disabled styling unaffected so prop present look like readonly focus update link design theme storybook textfield link correct version light dark theme this fix styling servicepopup snapshot update no code change need removal disableunderline isshowpopup need anymore
