,issuekey,storypoints,context
0,121256396,1,add deprecation note gitlab deprecation kas private tls what issue the attrs deprecate follow link discussion the follow discussion address start discussion i sure deprecate good way forward but reasoning i want simplify chart option so probably well documentation section explain enable tls kas have global attribute configure tls kas chart give power automate configuration right gitlab webservice need kas address grpc vs grpcs a configuration value live inside kas sub chart i immediately think reason want enable certain kas server tls i think need different certificate kas server tls specific configuration differently kas service i leave thread open case reviewer maintainer thought this issue track add deprecation note deprecation note proposal planned removal gitlab the gitlab chart provide support tls communication kas pod to enable tls communication kas chart component kas need communicate need set extra helm value to facilitate enable tls communication kas chart component introduce helm value since complete simple approach enable tls kas we recommend stop helm value use instead therefore deprecate schedule removal for information refer the merge request introduce value the deprecate documentation the new preferred documentation link add
1,118702762,2,document connect kas redis ssl notice this issue tracker gitlab helm chart gitlab rails application support please raise support issue tracker see summary this follow kas ssl communication redis we test gitlab chart document
2,117046812,3,improve ux enable tls kas externally internally notice this issue tracker gitlab helm chart gitlab rails application support please raise support issue tracker see summary we recently introduce way mount certificate volume kas pod this enable kas talk internally externally tls but implementation simply use privateapi attribute we simple kas endpoint enable tls instead rely use proposal maybe global key tell kas enable component sense
3,116890603,2,improve communication install agent run gitlab custom certificate release note set kas component agent kubernetes custom certificate ci cd integration complex task to support user require custom certificate update documentation well support the documentation touch set kas agentk invoke kubectl command gitlab ci cd custom certificate proposal the follow discussion address start discussion comment lgtm iteration new issue base finding look like mere setup document value sufficient proper tls function custom ca cert add documentation custom include self sign ca authority point exist reuse gitlab wildcard tls optional sort add custom ca cert kubectl use skip tls verify proper solution problem think
4,112823192,1,expose setting registry helm chart summary in enable container registry set tls certificate server we expose setting chart configure properly
5,104725197,2,enable kas default gitlab chart the follow discussion address start discussion comment be true do enable kas default omnibus we kas enable default omnibus now need enable gitlab chart
6,90352753,1,spike scope support database configuration cng cng database configure similar way omnibus
7,81605463,1,remove group specification bundle install summary introduce group gemfile soon remove why this change eliminate unnecessary deprecation warn ci job log bundle install nproc deprecated the flag deprecate rely remember bundler invocation bundler long future version instead use bundle config set stop flag
8,77883116,2,support deployment gitlab sshd gitlab chart summary support use gitlab sshd component gitlab shell container chart cloud native gitlab details see merge begin integration gitlab sshd design provide replacement use sshd openssh single service start container work item build support configuration gitlab shell cng container binary process wrapper entrypoint log support configuration gitlab gitlab shell chart
10,69815283,1,geo remove fdw relate config chart
11,32932337,2,cng gitlab rail rail ee fail nodejs download step summary see step run curl tar component run curl stream close cleanly err gzip stdin unexpected end file tar unexpected eof archive tar unexpected eof archive tar error recoverable exit the command sh curl tar component return non zero code step run curl tar component run curl the request url return error gzip stdin unexpected end file tar child return status tar error recoverable exit the command sh curl tar component return non zero code these different error step current behavior upstream codebase server issue job immediately fail expect behavior fetch upstream retry event failure hopefully allow rest job succeed versions cng relevant log see
12,29996781,2,form validation wip limits we need form validation message user input non numerical input detail find i think need validate follow number negative number max wip limit would valuable
13,26520238,2,allow customize livenessprobe gitlab shell in notice gitlab shell lot liveness error configuration useful able customize livenessprobe
14,20621766,4,consider cache gem gitlab rail ce job fast resilient rubygems problem rubygem currently problem lead problem ci pipeline if cache vendor ruby folder similarly ce ee pipeline job fast resilient rubygems issue
