,issuekey,storypoints,context
0,31070496,1,decouple package requirement docker init problem solve have different package version instal require script make problem we need solution executable script datum processing operation model define requirement this ideally separate requirement file withe script possibly annotation we start draw technical solution add technical implementation detail result ticket discussion add unit test if useful add documentation readme terminology define term important context task additional notes give technical explanation want app function include screenshot link relevant documentation
1,31067701,1,datum visualization pipeline fail observe behaviour run datum visualization pipeline fail error python open file model errno no file directory expect behaviour step reproduce go env environment cat dog project launch datum visualization pipeline terminology define term important context task solution actual script path code web src function line data model web src the source path epf repo visualisation additional note relate
2,31059812,8,automatic page refresh problem solve we need include well page refresh mechanism improve ux there view need automatic refreshing experiment overview experiment execute possibly datum instance data visualization training log view training step discuss mechanism use different view technical solution add technical implementation detail result ticket discussion add unit test if useful add documentation readme terminology define term important context task additional notes give technical explanation want app function include screenshot link relevant documentation
3,31058731,2,gpu librarie miss observe behaviour expect behaviour no erro step reproduce solution add technical implementation detail result ticket discussion add test additional notes the basic infrastructure develop environment instal correctly maybe exactly correct version combination installation during startup instance execute follow script install nvidia driver
4,31057600,3,create well dropdown param list problem solve if param pipeline predefine value describe list need represent well frontend currently dropdown show boolean we need include list option epf annotation parse we need possible list value frontend dropdown technical solution for iteration merge request implementation perfectly fine use standard browser popup add unit test if useful add documentation readme terminology define term important context task additional notes link xd
5,31056117,2,provide param description mouse problem solve as user i want well understand parameter therefore mouse param question mark shall provide epf param annotation technical solution add technical implementation detail result ticket discussion add unit test if useful add documentation readme terminology define term important context task additional notes link xd
6,31033460,2,setup domain problem solve we need set follow domain subdomain x application x website blog page x documentation technical solution add technical implementation detail result ticket discussion add unit test if useful add documentation readme terminology define term important context task additional notes give technical explanation want app function include screenshot link relevant documentation
8,31031801,8,render doc page problem solve we want docs page render md file this design question i like add menu varian how structure doc achieve note there frame scrollable separately the middle scroll affect one technical solution the docs page need route add unit test if useful add documentation readme terminology define term important context task additional notes link xd
9,31020923,2,new experiment show experiement overview running observe behaviour when create new experiment dev new experiment show run pipeline run gitlab backend expect behaviour after training new entry inmediately user feedback experiment pipeline successfully start step reproduce in dev open cat dog open experiment start new experiment after return experiment overview even refresh page result terminology define term important context task solution add technical implementation detail result ticket discussion add test additional notes relate
10,30987351,9,integrate tabular data capability problem solve as user i want able interact tabular datum mlreef scope iteration simple tabular data view see good practice technical solution we implement poc dash create plot file csv file different type datum integer double string date etc just check create visualization add weight framework to check look like add unit test if useful add documentation readme terminology define term important context task additional notes basic level just show datum upload file plot webpage good level use api datum parameter adjust plot advanced level accept new code user create plot adjust parameter menu
11,30971617,1,show correct time stamp time order observe behaviour currently time pipeline execute experiment datum visualization datum pipeline in addition list experiment datum visualization datum instance order time new list expect behaviour the time show like second ago minute ago hour ago day ago the expire delete implement feature future step reproduce open dev environman open data instance view represent terminology define term important context task solution add technical implementation detail result ticket discussion add test additional notes relate
12,30940922,4,remove whiteout repository load observe behaviour while navigate repository project main page subpage short whiteout repo load expect behaviour no complete whiteout static element ui remain visible step reproduce open project navigate experiment section click data repository solution additional notes screencast video
13,30779301,1,share pic nude problem solve as mlreefer i want recieve image lost city technical solution open camera shoot selfie prefer technical equipment need florian his whip selfie stick terminology if possible reenact additional note
14,30768057,4,experiment model info extend problem solve in experiment executive summary algorithm soon rename model represent info model training give existence code repository complete information view relate prior ticket frontend mr technical solution add technical implementation detail result ticket discussion add unit test if useful add documentation readme terminology define term important context task additional notes
15,30712352,4,delete data set work observe behaviour delete data instance work button react expect behaviour it delete data instance underlie data pipeline branch step reproduce go dev environment open cat dog project data set press delete button modal view terminology define term important context task solution get delete function work adapt view new design link xd add test additional notes relate
16,30688982,6,separate data pipeline input output datum observe behaviour when create pipeline eg datum processing pipeline datum visualization experiment result branch create contain start file present origin branch expect behaviour we currently branch store output branch as long system origin file newly create pipeline branch data pipeline xxx branch step reproduce open dev environment start processing pipeline navigate datum instance gitlab backend content branch terminology think ticket make sense perspective hopefully switch well storing mechanism bucket solution the technical implementation look similar maven in maven exist general output folder script generate separate folder subsequent script easily access previous result we probably similar for example pipeline consist script every data pipeline script default need input output folder the epf take original data folder input script pipeline direct output temporary location the epf use input second script direct output then epf use input script direct output then data folder clear content move data subsequently persist data instance mixing data if user decide want original input datum output datum mix step input data not delete data folder this functionality add step so datum step propagate output folder create design frontend storage this description completely agnostic type storage ftp git
17,30688756,4,navigate folder tree select datum modal problem solve as user i want able navigate folder structure select file folder this currently possible parent view data repository show clickable navigation technical solution the function look folder tree navigation data repository view add unit test if useful add documentation readme terminology define term important context task additional notes link xd
18,30688493,4,make modal view sexy size observe behaviour currently nearly modal view propper size either big adapt content streche little we need sexy expect behaviour the modal need correct size design step reproduce terminology define term important context task solution this ticket relate frontend add test additional notes modal select datum execute pipeline modal either streche little relate
19,30688319,1,file folder modal datum select breake early observe behaviour the space file folder name modal view select file folder short break fast expect behaviour step reproduce terminology define term important context task solution change space name fit character modal view datum visualization select datum modal datum processing pipeline select modal experiment pipeline select modal additional notes relate
20,30687751,1,delete file wrong lable image diff view observe behaviour the diff view file delete currently lable source file this view exist example commit detailed view create new merge requests review mr changes tab expect behaviour it state delete step reproduce terminology define term important context task solution add technical implementation detail result ticket discussion add test additional notes relate
21,30614037,1,create merge request link branch view work observe behaviour the link branch overview create new merge request branch work expect behaviour the button link create new mr information pre fill branch source diff view commit history step reproduce in develop env retail project branch terminology define term important context task solution add technical implementation detail result ticket discussion add test additional notes relate
