,issuekey,storypoints,context
0,4550129,2,show basic information workspace when show workspace instead blank page select workspace write welcome workspacename list user workspace deletion button red confirmation popup
1,4512995,1,notification return undefined undefined try import bus
2,4501513,1,bugfix border image icon padding md dialog
4,4500217,2,image visible anymore base href if image miss this certainly relate add asset url
5,4490772,2,add bus container component su content test see
6,4490638,2,workspace list closeable even user close workspace list click current workspace sense closeable regular way click outside dialog relate fix
7,4490543,1,add autofocus login page the login field autofocuse
8,4490540,1,disable autofocus mobile mode this bother keyboard popup screen
9,4490537,1,in mobile add new workspace icon in mobile workspace workspace list icon add icon
11,4490526,2,receive delete event sse nicely handle situation delete element page as user i element subelement delete su sa comp sl undeploy bus deletion bus progress deletion i notify nice way i surprised optionally continue i possible to discuss case simply workspace main page lock page message say delete
12,4490449,4,new bus progress broadcast sse if browser open workspace add new bus progress appear bus import ok
14,4490417,2,during search tree element hide fold visible unfold parent from this happen instead
15,4490409,1,show green lead current workspace feature year firework
16,4490393,2,container name reachabilitie incorrect real petal when import bus name container reachabilitie incorrect it container instead petal
17,4489747,4,reload bus container component su work workspace probably load no error infinitely loading maybe opportunity use resolve load workspace datum
18,4489468,5,move logout avatar bar in order solve but avatar left mobile
19,4489115,2,worskpace list gray bar in order solve most certainly dialog move workspace component constrain term gray
20,4488941,3,workspace deletion ui relate the deletion button workspace configuration pane red popup confirm action description happen workspace delete
21,4488931,3,workspace deletion api care stop current import stuff like relate
22,4488773,5,component deployment ui use
23,4488766,3,su deployment ui use
24,4488761,2,spinner workspace list use store display previous datum fetch update one
25,4488758,3,su deployment api the backend allow frontend trigger su deployment zip upload relate
26,4488749,4,component deployment api the backend allow frontend trigger component deployment zip upload relate
27,4488743,4,serve file petal deployment relate
29,4445608,2,investigate batchaction effect basically action batchaction take account effect either need extract action trigger effect fix upstream second well course
30,4445142,3,use navigate instead dispatch select workspace in workspace dialog prefer use navigate rely implementation fetch workspace
31,4428296,1,show message search bar yield result so user confused type search bar pay attention do forget follow test check warning say bus available sidenav workspace workspace match bus container component su contain some random search
32,4427550,3,incoherent state bus import view import click when import bus mock second time example receive error sse follow thing happen click import import grayed import clickable moment happen store update redirect newly create bus progress url change view reload expect the point happen i think relate
33,4427255,5,rework sse frontend two problem need sure event arrive sse moment open process currently case extreme case need sure subscription event properly close change workspace currently case
34,4424540,4,improve mock fail bus import currently mock fail http error import fail sse error second import work rest we introduce special ip fail let people play want exploit test
35,4422243,2,uniformise identifier user rest backend user identify username field datatype d field it well use d simplify code frontend thank do forget update mock
37,4370314,3,show workspace user workspace list in workspace list workspace multiple user write you use workspace this
38,4124506,1,too verbose error backend access incorrect workspace if i try access lol backend show following detail summary very long stacktrace warn error the follow warning detect warning unknown failure detect multiexception stack http not find cause numberformatexception for input string lol method multiexception stack illegalargumentexception while attempt resolve dependency workspaceresource error find multiexception stack illegalstateexception unable perform operation resolve workspaceresource this kind thing
39,4123891,3,ensure frontend work backend in particular todo x bus import x bus discard x add workspace x verify connected user show x ensure test pass
41,3878178,1,preload main application js chunk user log when fix great user log rest application load smooth
42,3878163,2,add copyright bundle js produce angular cli only head file see
43,3755024,3,allow redo previously fail bus import as user i import fail i able change setting click redo button
44,3740709,3,add admin user default as user i start cockpit time open website i want prompt create admin user
45,3614173,1,add license information deliverable the deliverable contain license copyright file relate
46,3589704,2,laxer validation backend output currently backend validate send frontend strictly workspace issue error it sense enable dev time prefer insure strict input come frontend
47,3568378,3,test import bus import fail verify error display second import work verify sidenav see
48,3506216,2,allow cancel bus import during bus import get stick user want cancel it abort server kill actor remove db etc
49,3438086,1,change server default port currently default port as discuss sprint review end sprint begin sprint app use port it convenient change
50,3397034,4,improve error message import bus failure currently thing like connectionerrorexception can connect uri service jmx petalsjmx lol lol there extra exception password visible
51,3396148,3,remember workspace user as user i open petals cockpit i want directly workspace
52,3201286,3,make executable product runnable configuration default make startup script default configuration put log file
53,3063747,5,workspace collaboration as workspace user i add remove user workspace i access i want collaborate datum
54,27923655,1,api prevent workspace duplicate backend check workspace exist create new
55,27923600,1,ui prevent workspace duplicate frontend check workspace exist request creation
56,9566526,5,set run petals set running petal local machine test purpose create custom artifact run fake service hello world type
57,9561475,1,api send endpoint detail get have service n interface return endpoint detail service string interface string relate
58,9561444,1,api send interface detail get can n endpoint n service return service detail endpoint string service string relate
59,9561388,3,ui display endpoint detail relate
60,9561370,3,ui display interface detail relate
61,9560801,2,ca reopen workspace selection dialog open worskpace selection dialog yellow open workspace button open left purple petal logo close dialog click outside press esc now user reopen workspace should able open dialog petal icon dialog open
62,9445694,1,ui display sl version overview as load sl version visible upload component it visible informational card like text about sl version sl version no need state indicator sl load
63,9375033,1,fix hidden button workspace deletion button visible scroll
64,9373632,2,improve upload component card layout reduce card size content adapt width content activate always card column mode row wrap content big
66,9373022,2,ui refactor service endpoint interface event event
67,9267593,1,ui remove gap administration page in administration page browser height large white gap window
68,9024566,4,ui fix choose sls component deployment follow unfinished issue sl jbi component share library list sl zip container way prevent override sl container choose override add deploy component post body contain json body omit overridden new omit sls overridden overridden sharedlibrarie slname version version field field null
71,8917224,4,api send interface list interface d d string string containerid string componentid string
73,8917131,1,display endpoint list endpoint visible service tab
75,8917052,3,api send endpoint list endpoint d d string string containerid string componentid string
76,8832087,1,import bus import error display service the problem probably relate discard retry after bus import failure update form correct information import bus carry display service need investigate
77,8828236,2,in case problem read risk return null element send when send component field expect the component original actual the component null
78,8828191,1,problem read when bind component file select upload component shared library component detect it detect
79,8551332,5,ui upgrade service list service tree service tree look like relate
80,8263979,2,replacement old test protractor cypress test delete
81,8054619,1,reopen item leave menu tree search find
82,7971276,3,continuous deployment break cd break relate generation apidoc folder it deploy month fix asap
83,7968765,3,api send service detail get can n endpoint n interface return service detail endpoint string interface string relate
84,7967983,5,ui display service detail relate
85,7967960,2,display service detail display information central page service click
86,7967920,3,api sse push instantiate service list relate
87,7965741,5,ui display service list display service clickable item relate
88,7965461,5,api return instantiated service list return service service d d d containerid containerid componentid componentid relate
89,7965432,2,display service list as user i click service tab i want service instantiate
90,7932115,3,retry bus import bus import fail option retry import edit create new
93,7169339,3,show container properly currently container backend simply return frontend properly container bus overview container graph container overview
94,7070740,2,do store import bus password clear db normally reason store
95,7015635,5,ui change share library version deploy to read jbi service library identification zip sl container way prevent deployment read version jbi service zip override override add deploy share library post body contain json body mandatory sharedlibrary slname version
96,6997889,3,ui change sa deployment to read sa zip jbi service assembly identification sa container way prevent deployment allow override override add deploy service assembly post body contain json body omit wo overridden new relate
97,6960765,1,show component su overview in way sa
