,issuekey,storypoints,context
0,14034537,4,add bootstrap vue alert add gitlab ui
1,13900356,1,formalize utility css preference proposal let formalize utility css preference different utility start utility class if compose utility class component class remove code duplication encapsulate clear responsibility why utility encourage organic growth component class it prevent creation reusable class it keep component class cohesive combine utility class it encourage creation design center class button alert input domain center class security report widget commit header icon inspiration tailwind description throughout frontend project unclear prefer utility class component class let formalize preference add fe documentation what utility class default introduce utility class apply single css rule we adopt pattern create custom utility class these helpful quickly overriding style highly specific what component class header this common practice create css class encapsulate logical set rule analysis what goal increase maintainability reduce css bloat advantage utility class prevent need css class reuse disadvantage utility class hard read hard edit browser inspector the set utility class apply element reusable vue component reusable advantage component class easier read easier edit browser inspector reusable semantically describe html element disadvantage component class when reuse wrong place cause coupling unrelated element hurt modifiability naming class easily inconsistent unintuitive wrapper container content etc conclusion there keep inappropriately lead brittle style sheet utility pragmatic way ensure create right kind component class relate resources
2,13436092,2,document contribution step create wrap component document contribution step create wrap component step select component determine scenario different type implementation component gitlab ce ee document scenario issue select scenario implement gitlab ce ee replace component create mr gitlab ui implement new component be sure mr feat commit message need npm release ci job create directory create story directory run yarn test generate image snapshot diffing create mr gitlab ce ee replace scenario implementation previously select update dependency reference url output ci job gitlab ui mr run yarn install sure gitlab ui content instal add new component import app asset javascript commons component globally register once verify integration mr gitlab ce ee work assign maintainer review gitlab ui gitlab ce ee mrs maintainer merge gitlab ui mr run manual ci job master new release npm you maintainer update integration mr dependency reference newly release gitlab ui version maintainer merge integration mr method streamline step create cli eg yeoman create template gitlab ui mr auto generate component directory auto generate story directory create system check commit message mr title fit semantic release format
3,13320937,4,add bootstrap vue pagination add bootstrap vue pagination exist scenario ce navigation base vue component pagination button link previous result page require page reload exist implementation ce
4,13320871,4,add bootstrap vue tooltip
5,13319763,4,add bootstrap vue modal gitlab ui scenario modal gitlab dynamic content modal one modal dom element dynamic datum load multiple button trigger modal one modal dom element map button trigger button haml modal vue current implementation modal gitlab instance ce dynamic content modal count count button haml count instance ce dynamic content modal count count button haml count
6,13309501,3,add lint copy eslint probably pretty config gitlab ce repo
7,30791244,2,frontend show label remove label sidebar we add chip x icon icn close click delete label the chip change style background hover active state the shape chip x circle the icon inside x the margin label padding right chip spec previous upload measurement the target area chip x square independently shape the hover state circle revert color label white background scope label x icon color color label color text color white background applicable solution see figma ui pajamas kit detail tokens detail previous solution proposal we currently underline label hover this underline remove hover chip states sidebar img img the color badge base label color rest hover active icon color text opacity color text opacity color label opacity icon background color opacity color text opacity color text opacity in scope this apply issue merge request epic page this apply slide board sidebar project board group board
8,12117018,3,automate documentation component we need way build automate documentation component automatically publish
10,56241907,1,glicon add data testid attribute per thread occasionally need click icon test to avoid css class add data attribute glicon update complete
11,54331804,3,upgrade bootstrapvue bootstrap bootstrapvue changelog bootstrap changelog let sure gitlab ui use bootstrapvue late version benefit feature underlie component library this especially useful work upgrade vue want sure library compatible vue new api note write bootstapvue compatible vue since currently version late bootstrapvue proceed upgrade minor version individually well evaluate impact fix need fix version mr tbc
12,54297806,1,text area edit wiki page wo expand tall pixel when edit gitlab wiki page version editor area drag tall pixel pretty restrictive the limitation area style max height property use chrome inspect change allow tall editing window you think go screen button workaround result display large text narrow editing field add unnecessary line wrap i file separately issue
13,53978942,3,proposal merge glskeletonloading functionality glskeletonloader deprecate glskeletonloading glskeletonloading glskeletonloader similar functionality combine reduce confusion gitlab ui maintainable proposal change glskeletonloader add constant add line prop default render default slot value add equal width line prop default false the default line width true add default value slot this default value svg rectangle render base line prop equal width line prop constant change glskeletonloading add deprecate message this component deprecate use glskeletonloader
14,49944004,1,chart legend clickability hover state problem from chart easily let user know click chart legend hide value solution add additional signifier chart hover interaction see prototype
15,49943761,1,reverse order popover value stack column chart from problem value reverse order stack column chart popover solution put order appear chart
