,issuekey,storypoints,context
0,110783356,12,support sgdbop toleration web console when web console support set sgdbops toleration acceptance criteria x support add toleration type sgdbops web console x list toleration info op summary x list toleration info op detail x test implementation
1,110756642,8,change backup conrjob concurrencypolicy forbid when automatic backup scheduling aggressive backup job create parallel there good reason run backup parallel avoid implementation plan change cronjob field forbid acceptance criteria implement change test
3,110428371,4,manual backup nt delete job backup start sgbackupconfig aka automatic backup clean job complete log review start backup ui aka manual backup job clean backup complete annoying way log wait real time good option process take long well simply clean job log review later
4,110424243,12,edit sgpostgresconfig form list custom parameter summary when edit sgpostgresconfig web console form show parameter configuration include default value set user stackgres expect behaviour the form list parameter explicitly set user stackgres version
5,110252827,4,simplify action button name crd details summary crd details view row action button edit clone delete all button follow crd kind this make action section verbose specially configurations edit configuration clone configuration delete configuration since action item row simplify naming button we propose remove crd kind leave action edit clone delete furthermore cluster details view clone button actually name clone cluster configuration we propose rename clone when user click clone cluster configuration warning appear explain clone cluster configuration on list view clone icon identical kinds feel misleading environment stackgres version relevant log screenshot
6,110251894,4,add button list view cluster details summary crd details web console include button list resource kind this button exist crd cluster environment stackgres version
7,110247195,8,pod start namespaces resource quotas please read before open new issue sure search keyword issue filter bug label issue tracker verify issue submit duplicate summary in namespaces resourcequotas assign statefulset start pod container request limit set current behaviour pods fail create container request limit set step reproduce create namespace create resourcequota yaml apiversion kind resourcequota metadata label ttd namespaces kpop test quota namespace kpop test spec hard create cluster inspect statefulset expect behaviour the pod able schedule possible solution all container include initcontainer request limit set environment stackgres version helm use helm note stackgres stackgres operator generic kubectl deployment stackgres stackgres operator printf index kubernetes version cloud provider hardware configuration eks relevant log screenshot warning failedcreate statefulset controller create pod pobrien statefulset pobrien test fail error pod pobrien forbid fail quota kpop test quota specify
8,110244908,4,add ui support new minor pg version we need add support new minor version postgresql version we need add expressive warning minor previous release major the reason minor version generate datum corruption different bug fix clear dangerous acceptance criterion x add support new minor release x create warning message ui
9,110196135,16,support cert manager certificates stackgres operator please read before open new issue sure search keyword issue filter feature request label issue tracker verify issue submit duplicate problem solve we like use cert manager issue tls certificate instead pass self sign certificate further detail this considerably ease operation work cert manager installation cluster proposal i think step generate self sign certificate secret match format cert manager create apiversion datum cert tls cert tls key kind secret metadata annotation test tls cert namespace test type after i believe want flag allow easily turn cert generation cert true i think probably want able secret volume mount if know workaround i ear i search doc issues find relevant testing what risk change pose how affect quality product acceptance criteria x allow use existent secret operator rest api x add flag order create cert manager custom resource allow create operator secret automatically x test link reference
10,110108366,1,cluster bootstrap complete event update continuously summary cluster bootstrap complete event update continuously normal clusterbootstrapcomplete m cluster controller cluster bootstrap complete step reproduce create cluster expect behaviour cluster bootstrap complete event create environment stackgres version kubernetes version cloud provider hardware configuration
11,110099182,4,resource show breadcrumb summary when browse resource web console breadcrumb include request resource step reproduce enter web console select resource click detail on resource detail screen include breadcrumb environment stackgres version
12,110098121,2,miss service status sgcluster sgdistributedlogs detail summary when list service detail sgcluster sgdistributedlogs distinction enabled disabled service misleading step reproduce enter web console create sgcluster sgdistributedlog disable primary replicas service enter resource detail the service show regardless status later show expect behaviour services status show environment stackgres version
13,110036659,2,change text close details button summary on web console crd detail section close details button the close details button redirect list view parent kind the text button misleading user think literally close detail view sense redirect previous page the text button improve clear list view parent kind text proposal go kind list environment stackgres version
14,110021894,8,boolean spec negative express positive summary on web console boolean spec express negative disable metrics exporter no kill backend some express reverse manner positive metrics exporter all spec express negative express positive environment stackgres version
15,110021056,6,wait timeout repack database appear summary when add database repack operation wait timeout field appear database step reproduce go create dbops select repack enable database specific options add new database the wait timeout field new database appear expect behaviour the default value wait timeout inherit global setting environment stackgres version relevant log screenshot
16,109930967,2,fix spec display detail view summary some spec detail view need fix major version upgrade detail backup path appear value cluster detail cluster pod anti affinity appear disabled logs server detail cluster pod anti affinity appear disabled environment stackgres version
17,109844025,2,close details return previous screen summary close details button redirect list view crd instead show previous screen step reproduce go cluster details click eye icon crd instance profile the eye icon open details view specific crd case detail instance profile click close details the user redirect list view crd case instance profiles list instead return previous screen case cluster details expect behaviour when click close details detail close previous screen possible solution make close details behave cancel button form environment stackgres version
18,109653188,8,support topologyspreadconstraint sgcluster problem solve support topologyspreadconstraint sgcluster custom resource proposal propose section map section generate statefulset yaml apiversion kind sgcluster spec pod scheduling topologyspreadconstraint object acceptance criteria implement change sgcluster crd implement change rest api test documentation link reference
