,issuekey,storypoints,context
0,70956754,2,story add feature splash new release title suggestion story name story user story when log release display splash user interface outline new feature new fix details use popup like see discord easily user thing change interested thing come future step tbd acceptance criteria to check review this fill prior move progress require submit ticket this list need review complete work ticket please pass acceptance criteria ticket contribute code ping qa slack mythic table let know ticket complete ready some note acceptance criteria ac if have issue create acceptance criteria review some note acceptance do hesitate ask ac review assistance qa give samples criteria exist template and remove when ticket submit then someone update and include acceptable acceptance criteria a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
1,70955259,2,polish update font space grotesk description let switch space grotesk font current state i wo think consistent a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
2,70806339,1,improve documentation update on boarding qa reference new label description the labels recently change make reflect onboarding issue template the problem x progess change x change etc change etc solution go fix issue template step tbd a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
3,70793329,1,bug add link mythic table keycloak profile page please read before open new issue sure search keyword issue filter regression bug label verify issue submit duplicate title suggestion bug brief bug description summary bug encounter concisely when edit profile mythic table easy way step reproduce open campaign click edit profile button header keycloak what current bug behavior once main page mythictable what expect correct behavior have link use cancel save button redirect relevant log screenshot relevant log use code block format console output log code tough read possible fix if link line code responsible problem cause fill fix this fill bug close this post mordem understand improvement choose work rush plan incomplete insufficient tests miss review
4,70793224,2,polish accessibility adjustments title suggestion polish name improvement polish task track work improve look feel usability exist feature description it worth investigate usability mythic people disability specifically visually impair user adjust colour design accomodate additional details consider look a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
5,70779892,3,bug chat message failure class dice rollresult value class dice dieresult deserialize summary occasionally chat message fail send this occur send group message step reproduce send dice roll what current bug behavior the message receive output all subsequent message receive reload result error load message what expect correct behavior well message transmit relevant log screenshot server logs class dice rollresult value class dice dieresult deserialize client log uncaught promise error an unexpected error occur invoke sendmessage server possible fix we need look deserialize dice rollresult integration test mongodb cause fill fix this fill bug close this post mordem understand improvement choose work rush plan incomplete insufficient tests miss review
6,70779658,2,polish minor artifact scene scroll pane description correct tiny artifact scroll pane current state how look feel this grey like appear scroll way a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
7,70779570,2,polish active scene obvious description make active scene scene library obvious current state how look feel we experiment subtle border effect a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
8,70779481,3,bug active scene select map load summary when load campaign active scene load step reproduce simply load campaign to obvious try campaign map tutorial what current bug behavior all scene scene library fade saturated what expect correct behavior one select appear sharp relevant log screenshot expect actual cause fill fix this fill bug close this post mordem understand improvement choose work rush plan incomplete insufficient tests miss review
9,70775235,5,improvement transition character collection end description transition characters collection impact structure store datum good implement first playable release effectively wipe player campaign datum start current state characters handle separately collection end there real benefit keep separate artifact early iteration end how look feel character migrate collection back end method deal characters specifically remove front end method deal character interact collection instead implementation on map token campaign collection token in library character user collection character a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
10,70689531,1,polish add account link my account button campaign page title suggestion polish name improvement polish task track work improve look feel usability exist feature description on campaign page add link account management page keycloak this probably currently unused my account link current state my account there link campaign page keycloak account accessible tabletop how look feel no need change look feel ticket
11,70591034,5,bug live session restrict campaign member summary live session restrict campaign member step reproduce log url select play campaign copy url log separate account member campaign paste url browser you able session interact campaign what current bug behavior restrict access campaign member what expect correct behavior path allow campaign member join if user member attempt join live session appropriate error display cause fill fix choose work rush plan incomplete insufficient tests miss review
12,70518017,2,polish better tutorial map default campaign title suggestion polish name improvement polish task track work improve look feel usability exist feature description what work doign current state plain white map black text i want record picture how look feel here nice tutorial map style like dungeon basic map basic map drawing tool drawing tool thank thank these replace default map tutorial campaign some token populate basic map basic map drawing tool drawing tool
13,70475115,3,polish center map load description when load map center way easy user understand current state this look like campaign load how look feel it well look like or a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
14,70459363,2,polish in game user panel title suggestion polish name improvement polish task track work improve look feel usability exist feature description improve design game user panel current state this need replace match current style a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
15,70459284,1,polish modernize campaign banner upload title suggestion polish name improvement polish task track work improve look feel usability exist feature description modernize campaign banner upload current state the upload feature clunky require interaction how look feel just use modern ui a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
16,70459238,1,polish center campaign creation widget title suggestion polish name improvement polish task track work improve look feel usability exist feature description center campaign creation widget current state campaign creation align left how look feel center look little modern a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
17,70459122,2,polish redesign user panel title suggestion polish name improvement polish task track work improve look feel usability exist feature description our user panel need match new design well feel current state how look feel modernize we need sign unify look feel a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
18,70459109,1,polish remove non core functionality ui title suggestion polish name improvement polish task track work improve look feel usability exist feature description we lot dead link suggest functionality remove current state a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
19,70459081,1,polish border clip mythic table logo title suggestion polish name improvement polish task track work improve look feel usability exist feature description fix teh logo edge clip current state a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
20,70459054,3,polish consistent style title suggestion polish name improvement polish task track work improve look feel usability exist feature description have campaign management style match in game style current state this campaign manager this game note style color difference how look feel let in game style it custom mythic table campaign manager default style bootstrap a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
21,70457883,2,improvement use scope issue labels mutually exclusive title suggestion improvement name improvement improvement project interanal initiate mean improve code quality test infrastructure process description move scope labels background current state currently scope label result purpose confuse furthermore mutliple label type apply issue confuse state issue solution scope fix label scope apply ticket give time a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
22,70457817,2,improvement auth against edge title suggestion improvement name improvement improvement project interanal initiate mean improve code quality test infrastructure process description this improvement project experiment idea authe vs edge env background current state currently local mythic auth keycloak instance authe the problem some people struggle complexity introduce limitation local machine prevent local auth solution solution mythic auth support edge local environment automatically or configuration load it simple point local env edge auth service a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
23,70296859,2,improvement better display name generation title suggestion improvement name improvement improvement project interanal initiate mean improve code quality test infrastructure process description in doign var displayname userid split we well way create user default displayname the problem what userid email solution we need test tbd step tbd a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
24,70273264,2,improvement animated gif illustrate gitlab board usage title suggestion improvement name improvement improvement project interanal initiate mean improve code quality test infrastructure process description currently static image gitlab board an animate gif well job show work flow solution create animate gif show developer ticket section step x show find board x show chose ticket work x show ticket column column x show change board x show open ticket a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
25,70153096,1,improvement update acceptance criteria title suggestion improvement name improvement workflow improvement project description update reflect late acceptance criteria information background current state the ac wiki update need reflect late the problem inconsistency stink reflect poorly collaboration effort solution update additional information step x coordinate late acceptance criteria information a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
26,70148235,5,improvement api sanitizing title suggestion improvement name improvement technology improvement project api sanitizing description clean api prevent xss background current state we transfer lot unchecked datum particularly collection character campaign this clean the problem xss allow attack execute code remote machine solution step tbd a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
27,70086544,1,improvement add volume mongodb setup title suggestion improvement name improvement documentation improvement project add volume mongodb setup description the command run mongodb locally include volume persistence store datum background current state currently provide command datum store host system disk this prevent datum persistent the problem every time mongodb container kill store datum lose solution add volume provide command a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
28,69980451,5,improvement implement signalr backplane title suggestion improvement name improvement technology improvement project signalr backplane description in order support scale mythic table api service need implement signalr backplane background current state currently limit mythic table server single instance this scale finally release first playable the problem signalr websocket technology as stateful awareness client connection different instance the signalr backplane communication layer solve problem solution signalr backplane step x create configuration mythic table use backplane x build redis backplane gcp x configure environment commission redis backplane x configure deployment utilize backplane x configure deployment use multiple instance x confirm functional system multiple user testing plan in order test very sure extremely low possibility test end server instance so repeat testing highly recommend x user load campaign x user change map token send chat message draw x all event see connected client it good idea compare ingresscookie value client these different value a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
29,69873534,8,improvement character use collection technology improvement project description the collections set data source game datum character specific data duplication this move collections system background current state we start naive approach character we introduce ability update json patches after design collection system generic system kind datum this collection system scene player work the problem duplication out date functionality solution move characters collection additional information there lot clean there lot bloated complex code character change notify client step implement character collection create proxy store module like player store remove old character class grab patch function gamestore use generic patch utility collection clean unused code liveplaydirector gamestore a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
30,69854649,2,dice image dice image data concern need license file need figure good format lot license info license file include inline sit get
31,69580599,2,story keycloak authentication user story as user i log mythic table service details currently mythic table use mythic auth service we like away instead support this story represent work need switch keycloak step x keycloak investigation x keycloak local env x database configuration x custom mythic table theme x add account management mythic table site x keycloak edge x custom registration field join newsletter optional set email service keycloak todo x do let change username stick email username find user id x newsletter checkbox work auth realm mythictable account x update mythic server reference user id the title register template how change password first game reskin campaign manager link work click send from click password link change password documentation find location acceptance criteria x there documentation keycloak x developer use keycloak locally x first time user direct mythic table theme authentication service x user register automatically log x user sign direct keycloak x user change password x user opt newsletter registration x user register email optional user forget password option a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
32,69567526,2,improvement well on boarding template technology improvement project on boarding template description we group boarding template need update their link date inaccurate information background current state these template awhile ago website change new information procedure develop the problem new user understand work mythic table solution update template issue template additional information step update website links add link relevant wiki article how branch workflow a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
33,68994262,3,improvement cor policy block auth title suggestion improvement name improvement technology improvement project description cors block access auth service run bare metal docker connect ip address background current state cors block auth service the problem could lead user unable connect service solution look stack determine module communicate determine allow cors compliancy additional info a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
34,67808479,2,story drawing tool user story as user i use simple drawing tool illustrate i talk detail this feature base slack draw tool user assign random color whenever draw line appear timer second start if draw second drawing start fade away step frontend x add rudimentary drawing konva canvas x listen drawline websocket event update canvas accordingly x make drawing disappear certain inactivity backend x add websocket endpoint communicate line client acceptance criteria x user draw canvas x when user draw canvas user game drawing x after second inactivity drawing disappear a note weight trivial do involve code button documentation correction quick fix simple know task somewhat simple task complicated story requie number move part signifcant work unkowns external dependency anything high break small distinct story
