,issuekey,storypoints,context
0,55375645,1,pro asset save please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary pro asset step reproduce not provide platform information not provide what current bug behavior pro asset save what expect correct behavior pro asset save relevant log screenshot not provide possible fix shrug
1,55372908,2,only timcast irl content log task need build
2,54304496,1,pro cancellation redirect mind please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary pro cancellation redirect mind step reproduce cancel pro have different username platform information should cross platform what current bug behavior the wrong page link member leave uncertain cancellation work bug what expect correct behavior it redirect channel relevant log screenshot possible fix if link line code responsible problem
3,54192211,1,user menu close click sidebar nav item menu currently close sidebar nav click
4,54048570,1,when feature flag redirect setting support tier channel shop redirect channel shop
5,53978348,2,an invalid input supply paywall entity please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary user edit save post step reproduce how reproduce issue important platform information browser device system stat screen size what current bug behavior user edit save post what expect correct behavior user able edit save post relevant log screenshot possible fix if link line code responsible problem
6,53945649,1,cancel button editor issue summary user report bug cancel button edit image post image nearly delete user choose cancel deletion image delete step reproduce unable reproduce platform information linux chrome clone relevant log screenshot
7,53793591,1,do allow external link submit plus add following text plus monetize section add error prompt try add link check box click post external link submit plus
9,51647938,1,do this video transcode video play this video transcode you receive notification complete the video actually post sub minimum transcode right also version stillll png
10,50160664,1,language footer skew small screen bounty issue
11,50145109,1,stackable modal close reroute the stackable modal close navigate away click wallet upgrade plus modal
12,49993877,1,make badge blue summary user report see green badge step reproduce unable reproduce platform information mobile app
13,49976441,2,add icon hashtag add tag design newsfeed sidebar tag discovery sidebar tag search result hashtag cc
14,57545087,2,create plus view firehose x backend filter plus opt exist x easy way admin toggle plus content
15,49913490,1,implement new captcha modal please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary summarize bug encounter concisely step reproduce how reproduce issue important platform information browser device system stat screen size what current bug behavior what actually happen what expect correct behavior what instead relevant log screenshot paste relevant log use code block format console output log code hard read possible fix if link line code responsible problem
16,49785503,1,post edit skewed show publish edit require refresh
17,46596210,1,notification close popup cicke notification please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary notifications close select notification intend behavior mobile device i think decrease usability notification desktop if possible apply mobile notification step reproduce open notification click menu close platform information cross platform web what current bug behavior the window close select notification open scroll what expect correct behavior you window click relevant log screenshot paste relevant log use code block format console output log code hard read possible fix if link line code responsible problem
18,45168017,2,homepage topbar flicker cutoff firefox
19,42972650,2,fix exist frontend use new support tiers please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary summarize bug encounter concisely step reproduce how reproduce issue important platform information browser device system stat screen size what current bug behavior what actually happen what expect correct behavior what instead relevant log screenshot paste relevant log use code block format console output log code hard read possible fix if link line code responsible problem
21,42958568,1,brief shop component content base feature flag hide see link if support tier enable read api supporttier else read polyfill api wire reward
22,41970118,3,make wire modal stackable the design monetize popup composer button user upgrade pro in order upgrade pro composer know need stack wire composer modal post composer but stackable modal component complex overlay modal overlay modal service something adjust order incorporate functionality wire modal necessitate ideally solution dry stackable modal functionality overlay modal
24,43052637,3,implement quick fix new blog editor quick stylization make hyperclean fullscreen swap ckeditor line ben attempt composer version complicated clean post option button array design blog view basically stay minus clean engagement button
25,68881284,2,a user sub message admin
26,35518561,1,implement notification limit limit number notification send on notification dispatcher stage check previous x message entity hydration need spec test
27,35489804,2,create monetization structure composer x tabs x language plus pro tab x upgrade pro button logic mockup
28,35486800,2,unable enable please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary i enable multi factor authentication production locally a issue vary severity a previously valid number uk long valid on return country selector reset right border box shadow miss input field country code character number field return country code end truncate step reproduce log go settings security two factor authentication try enter uk number platform information cross platform web what current bug behavior a member setup mfa what expect correct behavior a member able set mfa relevant log screenshot possible fix if link line code responsible problem
29,35444514,2,audit string confirm validity audit confirm validity rebuild npm run be use deprecate do id be duplicate label placeholder label prefix id
30,35441691,1,reintroduce admin set pro option please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary summarize bug encounter concisely step reproduce how reproduce issue important platform information browser device system stat screen size what current bug behavior what actually happen what expect correct behavior what instead relevant log screenshot paste relevant log use code block format console output log code hard read possible fix if link line code responsible problem
