,issuekey,storypoints,context
0,106363917,2,gat android device button functional report comment screen actual result device button functional report comment screen expect result all device button work navigate app
1,106362193,2,gat ios the email subject content correctly codify referral sharing actual result the email subject content correctly codify referral sharing expect result the email subject content correctly codify referral sharing
2,106362187,1,gat ios it notice app get stick infinite loading user swipe right modal window update email address actual result it notice app get stick infinite loading user swipe right modal window update email address expect result the app work get stuck
3,106362186,2,gat ios it notice date birth field abruptly remove user tap key text keypad attempt input date birth actual result it notice date birth field abruptly remove user tap key text keypad attempt input date birth expect result the date birth field remain available issue
4,106362181,3,gat ios it notice user unable create post error display attempt create blog post profile page actual result it notice user unable create post error display attempt create blog post profile page expect result the post create error
5,106359244,2,scroll position lose navigate newsfeed discovery feed android please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary on android app user lose previous scroll position navigate newsfeed notifications newsfeed this report user i independently verify user report step reproduce launch minds app log navigate newsfeed scroll navigate notifications screen navigate newsfeed platform information i test sony xperia android late build play store what current bug behavior when return newsfeed previous scroll position lose newsfeed what expect correct behavior when return newsfeed previous scroll position remember continue scroll feed leave
6,106338812,3,let user hide channel recommendation newsfeed our new feed channel recommendation show positive result drive new channel subscription some user express want ability remove we add option user temporarily hide feed channel recommendation newsfeed acceptance when user encounter feed channel recommendation newsfeed interface let choose hide component if user choose hide component component disappear screen every time user visit newsfeed feed channel recommendation component appear if user choose hide feed channel recommendation newsfeed do not impact appearance context appear tap subscribe button design note design follow see web task design
7,106337966,3,define integrate codepush update workflow ci summary we need define go integrate code push support work deployment workflow when new release submit app store when new build submit come push how use staging env improve mobile qa flow ci integration
8,106331576,5,mobile support new friendly captcha goal follow frontend backend implementation friendly captcha mobile need support what need implement friendly captcha js component experiment flag acceptance criteria implement feature flag ensure qa captcha override work
9,106208078,2,channel bio save add setup channel summary channel bio get save setup channel onboarding panel step reproduce open mind app login successfully navigate earn token option select channel add bio channel hit save open setup channel panel notice bio save platform information iphone pro what current bug behavior bio get save what expect correct behavior bio automatically save relevant log screenshot
10,106207656,2,refresh discovery tab tap navigation button acceptance give user discovery screen user tap discovery button navigation search icon screen scroll feed refresh this feature request auto refresh tap home icon latest top post discovery icon feed add detail
11,106207609,1,nsfw image visible view image option summary nsfw post image visible view image option select menu step reproduce open mind app login create post image mark nsfw now post select dropdown menu choose view image notice nsfw image visible mobile platform information iphone pro what current bug behavior nsfw image view block what expect correct behavior nsfw image block relevant log screenshot
12,106201256,3,resend button actionable incorrectly highlight summary the resend button screen tap highlight line instead resend code button view attach video step reproduce open mind app perform change screen appear notice resend code button press recently line highlight instead highlight resend code button download video attach platform information iphone pro what current bug behavior resend button actionable highlight text line press what expect correct behavior resend button work successfully highlight resend code button relevant log screenshot
13,106200874,3,tap revoke boost button continue display summary notice boost tap revoke button it update page refresh step reproduce open mind app login profile create post boost go settings boost select post tap revoke nothing happen tap revoke nothing happen post revoke user nt know page refresh revoke button available platform information iphone pro what current bug behavior revoke button available remove successful revoke what expect correct behavior revoke button available anymore post revoke a toast message display ideally inform user relevant log screenshot
14,106199328,1,tap reward token notification display double toast message summary daily reward notification reward page expect step reproduce open mind app use app earn daily reward token wait tokens notification day tap notification mind app reward earn notice tap notification display duplicate notification platform information iphone pro what current bug behavior reward notification correct page what expect correct behavior reward notification correct page duplicate toast message twice relevant log screenshot
15,106198979,2,save tags manage tags briefly make tag disappear summary save tag manage tag slow briefly make tag disappear second step reproduce open minds app navigate navigate trending tap manage tags add tag hit save button platform information iphone pro what current bug behavior tag disappear briefly what expect correct behavior app fast automatically close modal save relevant log screenshot
16,106198455,2,discovery boosted page stop load settings button actionable summary discovery boosted page loading sign disappear set button step reproduce open mind app login successfully navigate discover boosted tab tap settings button platform information iphone pro what current bug behavior loading icon disappear setting button work what expect correct behavior loading icon appear setting button open correct modal relevant log screenshot rpreplay rpreplay
17,106189915,3,share minds work videos summary as user i share video post share minds feature step reproduce open mind app login successfully navigate gallery select video choose share option notice minds app display share video display share image see screenshot platform information iphone pro what current bug behavior mind app show option share video what expect correct behavior mind app show share video gallery relevant log screenshot screenshot work device photo
18,106188594,2,change password app current password incorrect throw wrong error message summary when user change password application enter wrong current password throw insecure password error instead say incorrect password step reproduce open mind app login successfully navigate settings change password enter wrong password current password new password hit save notice error message correct platform information iphone pro what current bug behavior error message say insecure what expect correct behavior error message incorrect clear end user relevant log screenshot
20,106185752,3,change password app keep user screen summary when user successfully change password user navigate outside change password page instead screen field step reproduce open mind app login navigate settings change password change password successfully hit save toaster appear user page platform information iphone pro what current bug behavior user change password page field what expect correct behavior device logout delete local token password change relevant log screenshot
21,106185393,3,analytic trending page throw error summary the page attach screenshot error load step reproduce open mind app navigate settings navigate analytics trending page nt load platform information iphone pro what current bug behavior page error what expect correct behavior page load successfully relevant log screenshot
22,106185151,1,no error message tap confirm phone confirmation code summary no error message tap confirm phone confirmation screen code it block confirm button press throw error code step reproduce open minds app navigate phone confirmation screen screenshot enter code tap confirm nothing happen continue stay page error platform information iphone pro what current bug behavior no error appear what expect correct behavior error message appear confirm button disable relevant log screenshot
23,106183838,1,user allow verify email verify summary after registration user verify email open tap resend verification email throw error step reproduce open mind app login user verify email tap complete earn token tap verify email strikethrough option notice tap resend verification email throw error platform information iphone pro what current bug behavior user allow request new email verification code user verify what expect correct behavior this behavior block web proper error message appear clarify email verify web relevant log screenshot
24,106181764,2,can hit save button setup channel onboarding page summary when setup channel onboarding page user hit save bio field do button send line save button visible update bio save step reproduce open minds app register new user hit complete earn token choose setup channel notice inside field save button press see video attach platform information iphone pro what current bug behavior save button visible do button nt help add new line what expect correct behavior user able update field relevant log screenshot
25,106180462,2,rate limit error forgot password feature summary use valid channel rate limit error token send forgot password step reproduce open mind app navigate forgot password enter channel tap continue re request forgot password multiple time notice rate limit error appear platform information iphone pro what current bug behavior rate limit error appear what expect correct behavior instead ui allow user request token certain time limit pass relevant log screenshot see comment video might need download view
26,106178295,2,forgot password error visible modal summary reset password error see tap step reproduce open minds app enter incorrect channel tap continue notice error message see video platform information iphone pro what current bug behavior error message visible end user what expect correct behavior error message visible end user relevant log screenshot attach comment might need download
27,106100207,2,confirm password page update email break summary confirm password page header misalign step reproduce open minds app navigate settings account email change email address notice confirm password page break platform information iphone pro what current bug behavior page misalign what expect correct behavior page appear correctly relevant log screenshot
28,106099388,3,can delete post time ios android summary on mobile app post delete successfully time clean install step reproduce download open minds app login successfully create new post home page on new post tap delete menu option dropdown notice post remain platform information ios android device app version what current bug behavior post delete what expect correct behavior post delete successfully
29,106057212,5,auth token refresh logic summary a possible bug token refresh logic culprit screen load issue bill report we need verify test logic sandbox reduced token ttl relate
30,106044948,1,edit option show post summary the edit option available owner post step reproduce open post menu platform information both
31,106029259,2,horizontal transition modal summary wrong transition modal step reproduce open channel boost pro plus subscription screen platform information ios android what current bug behavior open left what expect correct behavior animate close swipe header
32,105834138,2,add unverified email toaster summary some action show proper message server respond unverified error comments subscribe the composer work properly create global handler error display toaster
35,105617762,3,portrait feed load summary portrait load case john report button work ios step reproduce open app feed load platform information both
36,105492875,2,discovery navigation hashtag navigate discovery screen search hashtag tap hashtag post search result expect new screen push hashtag search bar happen navigation go
37,105445882,3,update vision camera package add support pause resume video recording summary a new version vision camera package release add support pause resume video recording ask feature long time ago x udate package x adapt ui pause resume video recording
39,105349091,2,disable plus pro subscription screen ios summary there way open screen tap post x disable screen message ios x remove pro plus link setting instead constant use easy enable clean change future if link line code responsible problem
41,105259933,2,password criterion checklist falsly look complete device please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary fyi bashynx forward user turn read password criterion checklist clearly miss special character etc password two register successfully step reproduce go register form have keyboard open enter password platform information ryan replicate pixel large i believe i see what current bug behavior ca checkmark what expect correct behavior to discuss relevant log screenshot possible fix if link line code responsible problem
42,105207057,2,remove membership tier ios summary remove ios membership tier subscription pro verify uniqueness option
43,105102165,1,chore rename incorrect password registration some user confuse see message incorrect password error register new account mobile app web app solution use term insecure password instead
44,105833704,2,deep link comment reply push notification work please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary give i mobile device i mobile app instal i receive push notification comment reply i tap push notification minds app launch i screen i visit app step reproduce follow step platform information ios iphone mini late test flight build what current bug behavior tap notification launch app not navigate relevant reply conversation what expect correct behavior tap notification launch app do navigate relevant reply conversation
45,105348639,2,ios app minds scroll error when i visit minds page ios app i want scroll title post position crash i attach screenshot nerdymind
46,105061879,3,reminds bottomsheet stay open navigation please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary step reproduce post page press reminds press post channel remind screen navigate remind sheet stay open platform information android what current bug behavior what actually happen what expect correct behavior what instead relevant log screenshot paste relevant log use code block format console output log code hard read possible fix if link line code responsible problem
47,105013660,3,user switching lose current session token set undefined summary when switch user lose current session token set undefined step reproduce login user login additional user switch account lose platform information both
48,105005420,2,bug phone onboarding tags issue user report issue onboarde phone post one issue tag available selection screen there gap scroll tag
49,105004209,3,relogin screen work swithe account summary relogin screen work switch log account step reproduce switch log account platform information both what current bug behavior no action tap login button what expect correct behavior should log show error
50,105621246,3,un join groups post bleed feed please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary some user report post groups member appear newsfeed first report comment step reproduce create image post group ios app platform information bleeding post create ios app newsfeed post observe web app what current bug behavior post appear newsfeed groups user member what expect correct behavior post groups user member appear newsfeeds posts groups user be member appear newsfeeds ongoing experiment relevant log screenshot screenshot time recording subscribe member apertures anonymous group
51,104931967,2,can setup channel mobile view break summary setup channel view break step reproduce register new user navigate boarding earn token tap setup channel notice broken screen platform information ios iphone pro app version what current bug behavior setup channel screen break what expect correct behavior setup channel view okay button actionable relevant log screenshot
52,104925050,3,update expo expo audio video package summary update expo expo audio video package
