,issuekey,storypoints,context
0,26249792,1.0,remove sslmate verification record dns terraform env config state note import record dns terraform config obtain sslmate verification record maintain api sslmate terraform they need remove config terraform state actually delete
1,26230890,3.0,rca short outage please note incident relate sensitive datum security related consider label issue mark confidential incident gitlab com gl infra summary we short outage relate issue redis cluster cause elevated memory usage affect web team attribution minute downtime degradation m for calculate duration event use platform metrics dashboard look appdex slo violation impact metrics start following what impact incident service depend redis work outage affect service who impact incident user how incident impact customer error how attempt access impact service feature how customer affect how customer try access impact service feature include additional metric relevance provide relevant graph help understand impact incident dynamic detection response start following how incident detect pingdom alert immediate report user do alarming work expect yes how long start incident detection how long detection remediation be issue response incident bastion host access service available relevant team memeber page able root cause analysis the purpose document understand reason cause incident create mechanism prevent recur future a root cause person way writing refer system context specific actor follow s blameless manner core root cause analysis for necessary start incident question happen keep iterate ask time while hard rule time help question deep find actual root cause keep min come answer consider follow different branch example usage s the vehicle start problem why the battery dead why the alternator function why the alternator belt break why the alternator belt useful service life replace why the vehicle maintain accord recommend service schedule fifth root cause what go start follow identify thing work expect any additional out go particularly what improve start follow use root cause analysis explain improve prevent happen be improve detection time detection be improve response time response be exist issue prevent incident reduce impact do indication knowledge incident place corrective action annotation feature flag metric oom event sure proper memory saturation alert redis research fail fix send redis log elastic upgrading redis high allow memory purge option deallocate memory available redis add redis memory fragmentation alert add specialise redis memory saturation metric guideline blameless rca guideline s
2,26226264,3.0,improve project restoration runbook while work i need spend lot time research db restoration step cover detail runbook we add documentation find right base backup variable need set pipeline necessary timeout setting let job complete gcp project restore instance run etc thankfully branch but merge instruction contain typo instead instead
3,26225375,3.0,add external access kubernetes prometheus we need simplified way directly access prometheus server console document script proxy tunneling access create web service auth access
4,26222269,4.0,clean recording rule kubernetes recording rule fail kubernetes label difference chef vs fix rule work split filter incompatible rule this break item
5,26170502,5.0,deploy redundant praefect node gstg load balancer spawn discussion praefect readiness review let try deploy redundant praefect node gcp load balancer avoid introduce new spof infrastructure x terraform change terraform change x chef repo mr
6,26160887,1.0,dns record modification domain ux like run research ux prototype poc need domain host we domain redirect pyjamas site can subdomain allocate prototype it great add dns zone gcp go forward people add second level subdomain sub domain point instance ps the redirect site tls fix
7,26121604,1.0,discuss how slo alert ci runners noisy actionable the slo alert ci runners meet reasonable standard actionable alert we know i want jot specific thing well this alert unreasonably low signal noise ratio the apdex score drop slo time hour last long pagerduty alert screenshot this alert runbook the pagerduty alert refer troubleshooting service ci file exist runbook repo the pagerduty alert give recommend response amount look metric log sign abusive behavior high request rate slow response dependent service that good generic advice slo violation vague actionable what dashboard useful troubleshoot ci runners the ci runners service ci dashboard show workload relate metric queue size percentile duration recently complete job job count runner node the service platform metrics dashboard latency apdex graph type set ci runner should slo reframe way make achievable the following initial thought i believe advocate improve probably specific idea improvement the ci runner workload largely outside control user define job time complete depend external resource outside control visibility example would slo violate sufficiently large number job run sleep reframing slo term address controllable aspect platform execution job goal achievable what work agreement ci runner platform describe end user condition job execution abort job timeout deadline usage quota machine resource cpu network bandwidth max connection count max disk iops etc we benefit compare set quota platform provider gcp aws heroku etc other platform provider share problem need set achievable slo resilient abusive behavior support auto scale auto termination auto rate limiting both auto scaling build automatic defensive mitigation abuse require have specific goal latency target unconstrained input workload more prescriptively describe service level super helpful make concrete proposal automate tactic achieve goal improve cost efficiency reduce toil cc
8,26102795,1.0,add slack integration sentry problem server error collect sentry appropriate team learn error timely basis solution i like configure sentry rich slack integration this follow step i create slack application configuration document the piece datum complete integration id client d secret client secret token verification token these value need add sentry chef recipe the value variable store team vault record slack app secure sentry once value add sentry sentry restart add workspace page work allow configure rest alert rule
9,26063153,2.0,kubernete ingress crash the new kubernete ingress gitlab services manage gitlab kubernetes integration keep crash it unclear problem integration app version kubernete run the migration aws gke roll solve the ingress pod update replicas available pod warning and pod logs receive sigterm shut shut controller queue update status ingress rule remove remove address ingress status update ingress version gitlab production production auto deploy status stop nginx process the ingress question
10,26061435,2.0,investigate intermittent response time spike concurrently affect multiple service hunt clue intermittent slowness report during day maybe internal user report observe brief period slow performance web ui git push these report far lack detail review frontend metric reveal brief large spike percentile response time record haproxy several haproxy backend service pool concurrently report spike imply share dependency specific service stress this issue aim document finding far try identify internal service stress spike if pattern emerge try determine nature bottleneck high overall request rate high rate slow costly request contention machine resource lock contention saturation resource pool etc
11,26060003,6.0,scale review app runner right job stick wait single runner pick review app job i think scale bulk time download artifact we need core machine handle
12,26055944,5.0,investigate run discourse gke we look migrate gke this issue track research go able test project can use autodevops i think probably use autodevops build deployment discourse but i investigate work
13,26055145,3.0,ssl certificate expire the ssl certificate expire
14,26038539,1.0,enable http compression summary http compression enable see report pagespeed proposal enable gzip compression nginx this greatly improve performance cause issue
15,26034432,2.0,request access restore project ongre team we need access team order forward issue we access restore project
