,issuekey,storypoints,context
0,30087182,3,error report vscode outputchannel problem solve in experience today little information work the pane simply stay blank apart default text xyz assign etc which make hard understand point go wrong cause connection gitlab authentication extension configure correctly proposal creating log outputchannel instead log console probably easy user understand happen far detail in scope bubble exception level client code log output channel sure exception silence try catch block stretch separate exception normal program flow lot code exception normal program flow command return result command throwing exception treat make sure outputchannel show automate integratin test help understand wrong out scope link reference
1,26478886,3,insert snippets current file vs code problem solve snippets inside user account copy paste gitlab file need place this error prone time consume context switch find appropriate snippet paste content file work proposal create command insert snippet talk gitlab snippets api retrieve list snippets choose file insert image if user select insert snippet command palette display list single file project scope snippet modal if user select snippet list insert content editor cursor position triage serverless please do not remove this section this page contain information relate upcoming product feature functionality it important note information present informational purpose rely information purchase planning purpose just like project item mention page subject change delay development release timing product feature functionality remain sole discretion gitlab triage serverless please do not remove this section
2,21291743,1,api call fail gitlab instance custom path git remote summary the api call work setting contain custom path git remote url example git remote git the parse logic expect instanceurl contain custom path git remote from example instanceurl git git remote detail the original issue gitlab custom path and initial fix implement the implementation assume gitlab instance custom path git remote url contain path scenario remote git i sure reasonable assumption hold true scenario a workaround use remote url instead git i assume version remote path the code parse remote i open suggestion change i include fail test scenario detail summary failing test diff diff src git b src git index src git b src git project gitlab vscode extension support host alias custom path expect host aom int namespace depoortere project testmaven detail summary original issue say gitlab instance url expose nginx in case parsing extension incorrectly fail retrieve information the parsed array give remove path group project and extension work i try concatenate extra work meanwhile port extension need use i port instance expose expose ssh git port
3,16800932,1,match access token url gitlab instance url strict please read before open new issue sure search keyword issue filter bug label verify issue submit duplicate if face issue configure token account list address token related issue summary the gitlab instance url configure url specify add new access token need match perfectly if contain slash end token detail summary original connection issue self host gitlab instance url correct connection oppose there instruction mention exactly like step reproduce open workspace project remove token gitlab remove personal access token command add token specify instance url notice end extension authenticate request error what current bug behavior the extension nt match token configure instance slash what expect correct behavior the extension able recognise url gitlab instance use token relevant log screenshot possible fix a naive solution remove trialle slash a complete solution parse url decide part need match likely hostname port maybe protocol
4,14680257,2,auto update for current branch tab sidebar to improve current behavior for current branch tab auto update also refresh panel clear issue mr cache relate problem rith sidebar for current branch information need manually refresh likely outdated information additionally status bar refresh start vs code refresh happen extension access git repository user see roughly initialize status bar status bar proposal both for current branch sidebar panel status bar information pipeline mr issue i suggest automatically update the update go trigger follow event repository initialize fix initial delay branch change second pass update partially implement
5,10763880,1,merge request fail branch contain symbol summary when gitlab crete new merge request current branch command branch escape cause incorrect branch step reproduce create branch push commit remote run gitlab crete new merge request current branch command what current bug behavior the branch appear unescape url the get treat browser id fragment what expect correct behavior the encode open mr following url relevant log screenshot possible fix probably call fix issue
6,117140277,1,add oauth support vscodium when i click connect oauth button i redirect error screen gitlab web ui this probably vscodium redirect url include vscodium instead vscode likely need add valid redirect
7,116769263,3,do log token please read before open new issue sure search keyword issue filter bug label verify issue submit duplicate checklist please test late version remove possibility bug fix new version i late version extension late version right column page extension version put extension version i late vs code version find late version vs code version put vs code version i support version gitlab readme support version gitlab version put gitlab version happen summary when user enable debug log log token extension output time oauth token refresh ideally like log access token step reproduce how reproduce issue important what current bug behavior what actually happen what expect correct behavior what instead relevant log screenshot log find run gitlab show extension log command please enable true debug mode improve error stack trace add debug log message possible fix if link line code responsible problem
8,112169745,1,custom query error vulnerabilty reports problem solve when custom query look vulnerability report issue expect response error message error can read property undefined read typeerror can read property undefined read insider extension anonymous insider extension processticksandrejection node internal process async insider extension async insider extension async visual studio code async visual studio code custom query vulnerability reports type vulnerability scope noitemtext no vulns state open this test gitlab org gitlab project
9,109854568,1,update development documentation problem solve the development documentation update year we plan add team member maintainer soon that mean need development documentation date proposal review follow document x x doc developer x doc developer ci x doc developer code x doc developer x doc developer developer x doc developer x doc developer release x doc developer security x doc developer testing x doc developer writing link reference
10,108685441,2,pat long available restart please read before open new issue sure search keyword issue filter bug label verify issue submit duplicate checklist please test late version remove possibility bug fix new version x i late version extension late version right column page extension version x i late vs code version find late version vs code version x i support version gitlab readme support version gitlab version summary initial installation plugin work pat url set after shutdown vscode restart pat unavailable i sure debug step reproduce start linux desktop environment in case archlinux swaywm launch vscode install plugin configure url pat observe work exit vscode launch observe extension long authenticate attempt provide url new pat succeed what current bug behavior plugin long work what expect correct behavior that pat retain launch that plugin continue work launch relevant log screenshot error account instance redacted user redacted miss token secret storage try remove account add possible fix if link line code responsible problem
11,108130012,1,mr review comment render markdown checklist please test late version remove possibility bug fix new version x i late version extension late version right column page extension version x i late vs code version find late version vs code version insider x i support version gitlab readme support version gitlab version happen summary markdown mr comment stop render new version vs code gitlab vscode gitlab vscode gitlab workflow depend bug vs code vs code render plain text comment body markdown render markdown plain string issue microsoft vscode they fix february plain text mr comment step reproduce see mr comment markdown syntax what current bug behavior markdown show plain string what expect correct behavior markdown render vscode extension vscode extension relevant log screenshot log find run gitlab show extension log command possible fix use vscode markdownstring string mr body
12,107015529,1,advanced search break minor error issuable search summary the extension rudimentary search feature show input box open web search result there command gitlab search project issues supports filters gitlab search project merge requests supports filters gitlab project advanced search issues mr commits comments the advanced project search work the remain search throw error user face defect step reproduce open gitlab project vs code run gitlab project advanced search issues mr commits comments type query normally return result search result what current bug behavior the extension create url undefine search result what expect correct behavior the extension create correct url search result relevant log screenshot possible fix we use use best solution migrate small file ts discover issue
13,106325001,2,implement oauth token refreshing problem solve when generate access token oauth flow token expire default hour proposal ask new token further detail we need track original token generate refresh extension want use expiration time link reference
14,106324564,2,implement oauth flow problem solve user log generate personal access token proposal allow oauth authorization user log generate token further detail link reference
15,106032596,3,project centric datum model change extension model reflect git gitlab model problem solve there edge case extension internal state reflect entity git remote gitlab project relate this cause incremental nature current model design we start workspace centric approach extension operate opened folder this implementation support multiple repository we refactore extension use repository instead workspace this large improvement model struggle reflect scenario it especially struggle multiple remote repository contain gitlab project the way repository centre approach exactly reflect git repository gitlab project entity cause small bug misunderstanding currently mix repository project relate method proposal in hindsight solution clear use gitlabproject centric approach as extension start configuration change loop remote url repository find one correspond gitlab project then gitlab project repository let user choose want use benefit simpler logic place codebase concerned obtain gitlabproject repository there implicit expectation project present simple mental model entity reflect application state clear separation gitlab project model local repository model easy support multiple account important implement oauth login further detail here issue implement work repository centric model help user set correct remote unable validate ci config mirrored repository extension ignore expire token fail wrong place propose model i diagram bit later ts interface repository remote remote local repository git method interface remote string urlentries urlentry interface urlentry type fetch push url string this pointer allow work remote url represent gitlab project track local repository contain remote url interface remoteurlpointer repository repository remote remote urlentry urlentry interface account instanceurl string token string represent gitlab project infer remote url instance url interface parsedproject remoteurl string instanceurl string projectname string namespace string in case gitlab project repository user create setting indicate project this persistent setting store global storage there gitlab project repository multiple remote like git git or multiple account gitlab instance interface selectedproject pointer remoteurlpointer account account projectname string namespace string this represent gitlab project rest extension work entity exist runtime gitlabproject populate query gitlab api interface initializedproject project gitlabproject pointer remoteurlpointer account account gitlab project method go access link reference
