,issuekey,storypoints,context
0,109094220,5,scoru wasm tickify module initialization webassembly reference interpreter need tickify it significant time complexity cost break introduce lazy vector instead list module field convert list init lazy vector tickification remove conversion roundtrip directly go lazy vector lazy vector evaluate field small step remain remove use concat
1,95278232,24,make tezos proxy server honor main block head header tezos commons willing use tezos proxy server deployment their main target use work muscle however surprised serve main block head header indeed tezos proxy server serve register resto directory proxy server serve plugin if like diff src b src let printer mode chain block fun context return shell context let let open protocol let module directory make let new let open let path let open prefix let service path service fun chain block let re assert false expose function way
2,95043610,1,small merge request encourage document there consensus merge team favor small merge request however state documentation cause confusion past also happen small merge request introduce dead code reject policy know
3,126542462,100,gossipsub remove peer mesh fanout unsubscribe remove peer topic mesh peer unsubscribe topic rust implementation additionally remove peer fanout unsubscribe this rust wait heartbeat fanout clean unsusbcribe makese sense consistent cleaning mesh unsubscribe
4,126049644,100,gossipsub only graft peer subscribe topic we invariant time peer ask graft know subscribe topic
5,125947472,100,gs automaton add case publish output currently case we check message know we add case case message publish
6,125933482,100,gossipsub fix logic publish direct peer from in implementation direct peer consider case mesh topic fanout topic match none case but implementation message publish direct peer regardless emptiness
7,125875704,100,gs automaton clarify improve heartbeat output prune the automaton currently output value follow type heartbeat ocaml heartbeat topic peer graft topic peer topic peer prune topic peer set peer peer exchange px propose peer heartbeat output it information contain field allow require input type ocaml type prune peer topic px backoff span in fact field px backoff peer topic miss see function need modify heartbeat prune
10,125527415,100,gs worker implement worker shutdown see current implementation function shutdown also unsubscribe callback shut worker also discussion
11,125526330,100,gs worker implement notion message message handler rely codec encode decode message byte the current implementation message codec dummy typechecking
18,125274294,100,gossipsub return peer wait expiration in implementation connection connection since peer non removed peer wate expire return function
19,125099090,50,gossipsub backoff connection clearing in go implementation removepeer remove peer state update backoff backoff remove independently removepeer base time heartbeat in implementation removepeer set expire time connection constant backoff connection possibly remove base expire time heartbeat particular connection remove backoff associate i open issue check make sense obvious simplification
21,124570375,100,gossipsub score check miss ihave control message the follow discussion address start discussion missing score check handle
22,124570310,100,gossipsub score check miss iwant the follow discussion address start discussion the score check miss implementation
23,124570183,100,gossipsub grafting negative score the follow discussion address start discussion comment we miss score check implmenetation feel free address future issue let careful forget
24,124569284,100,gossipsub implement backoff pruning the backoff computation prune peer
25,123288159,1,node log remove section default stdout log section useful user occupy lot place default stdout log default filedescriptor sink store section safely remove stdout log
28,122432229,1,high level verbosity event prechecked block prechecke block level store block level store block validate request push treat complete level set new head update current head level timestamp fitness branch store event create lot noise treat block these event probably debug instead info
29,122431624,1,file descriptor sink miss dot section event fix update current head level timestamp fitness branch update current head level timestamp fitness branch
30,122304482,4,log add option enable rotation file descriptor sink daily basis goal cut lot thing stdout log worry debug add option file base sink limit time option rotation day n
31,121760700,1,node log simplify bootstrap log already previous non merged request dec fetch branch block peer dec step the section extremely long wording simplify the solution follow dec bootstrap fetch block peer step
32,121759462,1,set high verbosity level recurrent event peer disconnection precheck block see useful user we like info instead notice
33,121662378,3,node log shorten request status size event jan block validate jan request push treat complete in place print request status request worker it way know time operation take like block validation however hardly understandable user the request push give information people knowledge worker interface it push time hour information way consistent log time treat time elapse request submission worker beginning treatment it help look debug particular worker implementation propose solution simplify printing status place prevalidator block validator probably need printing reduce display complete information in situation display jan block validate
