,issuekey,storypoints,context
0,19541701,1,feat change email address reply email point info
1,19273465,3,bug link preview disappear edit status post summary when edit status post contain link corresponding preview say link preview disappear save edit step reproduce create status post text link corresponding preview select edit post pull menu edit text save edit platform information chromium version developer build build debian run debian bit what current bug behavior the link preview disappear edit what expect correct behavior the link preview remain perform edit relevant log screenshot dissappear link dissappear link possible fix if link line code responsible problem
3,18438523,5,bug ca nt delete reply comment blog post summary on one blog post delete comment reside say post delete reply comment one status post step reproduce go blog post find reply comment click vertical dot option delete reply present status post platform information firefox esr debian stretch linux what current bug behavior the vertical dot open option menu comment reply one blog post option delete status post what expect correct behavior the vertical dot open option menu comment reply one blog post should option delete status post relevant log screenshot possible fix if link line code responsible problem
4,18177704,5,counter group convo feed count second second summary when comment leave group conversation feed counter count second second step reproduce make comment group conversation feed observe time elapse say comment platform information firefox esr debian linux what current bug behavior after leave comment group conversation feed counter mark elapse time count second second what expect correct behavior when leave comment group conversation feed counter track elapse time comment leave precise single second count second elapse relevant log screenshot possible fix if link line code responsible problem
5,18175263,6,subscriber list complete show summary on channel user channel click subscription link subscribers tab view subscriber list list incomplete view button function step reproduce from channel page click subscription link subscribers tab view subscriber list click view more button this do not happen on every channel platform information firefox esr debian linux what current bug behavior on channel subscriber list incomplete view button work expect what expect correct behavior when click subscription link bio channel subscriber tab user subscriber list appear when click view tab say list list expand user subscriber display case relevant log screenshot possible fix if link line code responsible problem
8,18010286,5,feat implement configuration base switch mechanism es cassandra a simple configuration update update endpoint
11,17946286,1,bug welcome email link playstore the welcome email create new account dead link play store
12,17922450,3,bug blog post title visible blog page brave browser please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary when browse blog page access nav bar icon blog post visible correspond title this issue raise convo feed video i unable reproduce problem firefox browser chromium browser i able reproduce brave browser step reproduce use brave browser click blogs nave bar main feed platform information version chromium default setting official build bit linux mint tessa kernel generic what current bug behavior the blog tile icon appear expect corresponding title hide visible what expect correct behavior we the blog tile icon corresponding title relevant log screenshot here screenshot problem here video conversation possible fix if link line code responsible problem
13,17908609,5,bug images library have disappear summary the image library available channel left sidebar bio disappear make impossible browse channel upload image step reproduce open channel page scroll channel bio video library wo nt image library platform information firefox esr debian stretch what current bug behavior the lack channel image libary what expect correct behavior an image library available bio video library user channel relevant log screenshot possible fix if link line code responsible problem
15,17611803,3,feat dev roboposter implement post group generate mock datum be bug make sure use bug template detailed report possible
18,17407589,6,documentation be bug make sure use bug template detailed report possible
19,17217133,2,bug url noreferrer issue even think noreferrer bug resolve display href syntax include editing url comment post channel group profile i find new instance ongoing bug for information refer enquiry
20,17186603,2,bug unlisted blog blog draft display banner please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary mark save blog draft remove blog banner step reproduce mark blog unlisted publish click save draft remove blog banner view platform information i be firefox linux what current bug behavior this explain step reproduce what expect correct behavior when hashtage blog i expect hashtag near title click i accept blog show search say hashtag activity blog option i expect image save publish blog remove need uploaded unlisted relevant log screenshot possible fix
21,102943207,5,register modal improvement we improve user experience register modal possibly improve signup conversion address ux issue production modal this figma jam board highlight issue visually field validation warning must character long invalid email change height modal appear disappear when inputte password password rule overlay field include confirm password field make unclear user enter valid password note the rule appear disappear rule successfully meet on mobile device rule likely cover screen keyboard on mobile device switch app prompt overlay register modal propose change registration modal present password confirm password currently confirm password show password null always captcha currently show password enter position captcha image captcha input save space vertically remove hide switch app prompt modal display reposition validation message row form label save vertical space remove header image modal position password rule input check update cypress testing account change large medium small
22,102652580,3,email automate bring friend post day registration summary send user email week sign ask refer friend conditions user sign account user verify email user refer day pass subject friend help friend big tech preheader lead charge join minds copy we hope enjoy week minds the good way grow community refer friend family fan not referral grow network minds qualify earn commission tip membership revenue earn win win call action button refer your friend thank pioneer internet freedom the minds team
23,102652553,3,email automate welcome post day registration summary send user welcome post day sign minds conditions user sign account user verify email subject welcome minds preheader you take step here copy thank join mind here thing establish minds speak freely earn crypto elevate discourse discover channel subscribe mind well connection discover interesting people subscribe post newsfeed alive follow conversation check trend topic community talk make post introduce post let community know bring minds use hashtag newfren meet newbie community welcome party download app get notify reply post track crypto reward post minds mobile app android ios welcome aboard the minds team
24,102650925,5,homepage copy image update give classic homepage outperform new discovery homepage term drive user signup update page reflect current product vision mission statement generally bit modern product vision deck homepage concept demo homepage structure responsive home home relate task register modal design homepage large homepage medium homepage small prototype seo consideration tag field value minds elevate global conversation title mind the alternative social network meta description elevate global conversation internet freedom speak freely protect privacy earn crypto control social medium meta og title mind the alternative social network meta og description elevate global conversation internet freedom speak freely protect privacy earn crypto control social medium deployment we launch change growthbook experiment as currently run a b test homepage log user we deploy change separate growthbook experiment run concurrently experiment classic homepage classic homepage change acceptance homepage log user match visual copy change figma mock link click join minds button header blue join minds now button page display user registration modal click login button header display user login modal click download android app button navigate user click download ios app button navigate user ios app store list minds the page layout responsively adapt common browser width the page dom satisfie seo consideration describe the new page deploy growthbook experiment distribution percentage describe
25,102427955,1,experiment guest mode light mode target problem our new guest mode homepage discovery feed increase new user signup hypothesis default guest mode homepage light mode improve user signup conversion what primary metric change aim improve have sign growthbook what current state metric improvement goal classic homepage guest mode dark mode we like improve guest mode light mode perform good well classic page how change affect desire metric dark mode appeal user start assumption light background website
26,101852206,2,click complete earn token checklist item work please read before open new issue sure search keyword issue filter t bug label verify issue submit duplicate summary the select tag setup channel verify uniqueness item complete earn token checklist respond click step reproduce sign new account from web newsfeed observe complete earn token checklist right click item select tag setup channel verify uniqueness platform information macos chrome what current bug behavior nothing happen checklist item respond click what expect correct behavior click select tag present user flow select tag click setup channel present user flow upload avatar maybe thing header image click verify uniqueness present user flow verify phone number
27,101623260,5,auto enroll user open boost automatically opt subset user view open boost base response build your algorithm survey include user response meet all requirement i prefer mature content i prefer challenging opinion misinformation should debate base export response december set requirement include bya respondent upon completion bya survey opt user open boost response match condition for user previously complete bya survey time batch process opt open boost response match condition acceptance give user previously complete build your algorithm survey user start bya survey user response do meet criterion list user click save bya setting settings boosted content open content setting automatically set enable give user previously complete build your algorithm survey user start bya survey user response do not meet criterion list user click save bya setting settings boosted content open content setting change prior setting give user have previously complete build your algorithm survey user response meet criterion list mind run time batch process describe settings boosted content open content setting automatically set enable give user have previously complete build your algorithm survey user response meet criterion list user automatically opt open content enable user navigate settings boosted content setting user manually toggle open content set disable user click save boost settings user open content setting keep disable target problem we persistent backlog open boost order unable fulfill few user opt view open boost inventory remain low if boost order get slot open fulfill certain timeframe order get cancel user refund token hypothesis we significantly increase number user opt open boost use build your algorithm preference response automatically opt open boost by increase user opt open boost increase inventory reduce backlog turn reduce number reject boost order what primary metric change aim improve open boost inventory what current state metric improvement goal unknown how change affect desire metric see what counter metric ensure increase primary metric positive product report post event boost size estimate unknown
29,101413204,5,channel page implement channel recommendation component implement new channel recommendation component channel page see design prototype visual interaction spec for channel activity post for channel activity feed acceptance interaction channel activity post give user view channel page channel page do activity post feed user click subscribe channel channel recommendation component appear activity post feed heading component read consider subscribe recommend channel source logic describe note this functional requirement channel feed recommendation display default see prototype interaction channel activity post give user view channel page channel page do not activity post feed page load channel recommendation component appear activity post feed heading component read consider subscribe recommend channel source logic describe if user subscribe recommendation slide describe early display which channel recommend logic give channel do subscription channel include channel subscribe channel user currently view filter channel user subscribe order prioritize channel mutual subscriber total subscriber have activity minds past day give channel do not subscription channel include channel subscribe account filter channel user subscribe order prioritize channel mutual subscriber total subscriber have activity minds past day
30,101300143,1,discovery implement channel recommendation component web implement new channel recommendation component discover top page see design prototype visual interaction spec channel recommendation discovery acceptance give user navigate discovery top feed page load channel recommendations component appear activity post feed which channel recommend logic include channel subscribe account filter none order prioritize channel mutual subscriber total subscriber have activity minds past day
31,101300026,8,newsfeed implement channel recommendation component web implement new channel recommendation component newsfeed see design prototype visual interaction spec design see prototype channel recommendation newsfeed design note if user subscribe new channel feed plus icon simply change tick icon see design it insert new suggestion it advise context able iteration recommendation this address move forward the sidebar channel recommendation widget remove newsfeed click see bring user suggestion user when display description line break remove there character limit character allow line text display desktop where channel description context channel avatar align see example channel description figma link where user zero subscription single channel recommendation component display acceptance interaction newsfeed activity post give user subscribe channel past activity post user visit newsfeed channel recommendations component appear activity post newsfeed interaction newsfeed give user subscribe no channel past activity post user visit newsfeed channel recommendations component appear newsfeed boost rotator which channel recommend logic give user do subscribe channel include channel subscribe channel user subscribe filter channel user subscribe order prioritize channel mutual subscriber total subscriber have activity minds past day give user do not subscribe channel include channel subscribe account filter none order prioritize channel mutual subscriber total subscriber have activity minds past day from original gitlab issue separate task time channel recommendation show view newsfeed if impression recommend appear future impression determine frequently display impression it make sense display quickly feed wide interval move feed position position too impression noisy good overload feed
