,issuekey,storypoints,context
0,91500846,100,c call convention break pass structure large integer original reporter info mantis small reporter christian iversen description if structure pass value reference large integer call convention cdecl fail on page pdf file clearly show object large register pass stack cdecl linux i think rule different window fpc currently try pass argument example program register cause fail step reproduce compile gcc program gcc intel asm temp compile fpc program fpc pascal program testp use ctype vorbis linklib c link test function pointer var vf initial pointer ibyte clong callback cint cdecl external var vf cb begin vf cb end int datasource vf char initial long ibyte callback datasource vf initial ibyte mantis conversion info mantis id os linux os build build platform version fix version fix revision
1,91499912,300,call wrong timespec original reporter info mantis small reporter burkhard carstens description in rtl unix line ff timespec create value timeout accord man test iow mean specify absolute time timeout ocour relative timeout the way allwas give time past allway return immediately mantis conversion info mantis id os linux os build suse build platform version
2,94434348,100,incorrect fillchar i find instance fillchar call incorrect parameter fillchar viomode sizeof viomode fillchar threadvarblocksize these cause direct harm cause random problem hard diagnose fix
3,91557944,100,optimizer lead wrong short boolean code generation original reporter info mantis small pierre reporter pierre muller description report tobias giesen fpc pascal mailinglist new bit fpc create complete boolean evaluation partial cause application crash my context like pascal type bool longbool function cancel pbool nil begin exit end this crash cancel evaluate cancel nil it work fine bit be know problem tobias i modify simple test show release compiler generate wrong code simple source step reproduce muller fpc free pascal compiler version copyright c florian klaempfl note switch assembler default source write assembler target os linux compile test complete assemble program link test complete boolean line compile sec issue muller complete boolean first try try runtime error dosomething line test complete additional information muller cat test complete mode objfpc type bool pascal procedure cancel pbool nil begin exit false end var b bool pb pbool begin try try try dosomething end mantis conversion info mantis id os at macos linux version
4,91557867,100,crash twriter read class property nil original reporter info mantis small martin reporter martin friebe description try write component readonly class property nil crash writeproperty pascal procedure twriter tpersistent propinfo pointer proptype begin exit objvalue propinfo objvalue cssubcomponent exit end objvalue nil the code add objvalue cssubcomponent exit step reproduce pascal program mode use classes type tmycomponent private ffoo tcomponent publish property readonly tcomponent read ffoo nil end var strm tmemorystream driver tabstractobjectwriter writer twriter reader treader o tmycomponent begin o tmycomponent strm tmemorystream create driver tbinaryobjectwriter writer twriter writer driver free writer free strm free end mantis conversion info mantis id os win os build platform intel version fix version fix revision target version
5,91557524,100,patch incorrect number generation fix original reporter info mantis small curiouskit reporter gareth moreton description this patch fix bug routine certain constant encode properly this ironically manifest cause inefficient correct code generation number step reproduce apply patch confirm correct code compilation efficient constant generation system unit disassembly thing additional information in aforementioned routine constant instead generate fffefffffffeffff cause case block evaluate correctly the class number incorrectly encode replace upper bit low bit produce valid shifter constant encode compactly example orr movk previously movk instruction erroneously omit upper bit zero for inefficient code example system unit constant number movn movk movk movk this patch allow routine properly encode constant expect movz movk mantis conversion info mantis id os linux raspberry pi os os build build platform linux version fix version fix revision
6,91555984,200,wrong code generate original reporter info mantis small reporter description code write depend compiler setting write garbage i happen optimization level great bug vanishe replace conventional remove second condition progress replace bit variable bit equivalent i come close guess go step reproduce pascal function progress single divs string const barsym char var begin divs divs progress end var s string begin end mantis conversion info mantis id build platform fix version fix revision monitor vincent vincent snijders denis golovan gareth moreton
7,91555947,100,patch arm crash fix original reporter info mantis small curiouskit reporter gareth moreton description this patch fix build error make compiler option arm platform the fault cause dangle pointer return false p change to compensate ensure maximal compiler performance parameter redundantmovprocess var parameter instruction remove set nil cause nil easily detect case control flow return beginning new loop previously statement cause subroutine exit set step reproduce apply patch confirm correct compilation normally condition additional information due construction loop compiler efficient for example classes disassembly stmfd mov not optimal ldr ldr blx ldmfd under patch stmfd ldr optimise ldr blx ldmfd mantis conversion info mantis id os linux raspberry pi os os build build platform arm bit version fix version fix revision
8,91554532,100,generate incorrect code immediate value original reporter info mantis small curiouskit reporter gareth moreton description so i look improve code generate assign value variable i bit shocked discover number say assignment produce incorrect code usually change immediate value step reproduce write run following program pascal program badvalue begin end observe output generate assembly language actual parameter like movn lsl mean write bit write zero invert entire register produce ffffffffffffffff additional information i fix bug comprehensive test wait test suite finish run however fix embed general improvement mov command this bug present fpc trunk mantis conversion info mantis id os linux raspberry pi os os build build platform version fix revision
9,91554448,100,code optimization original reporter info mantis small avk reporter avk description in case optimization level fpc generate completely inoperable code seemingly start revision unfortunately i example attach mantis conversion info mantis id os build build platform version fix version monitor gareth moreton
10,91552142,100,internal error raise manually compile lazarus original reporter info mantis small curiouskit reporter gareth moreton description when attempt manually build lazarus i order test peephole optimisation i internal error block work compiler step reproduce run following lazarus source directory replace directory match personal system additional information the compiler build follow command line distclean install find attach error log generate specify command mantis conversion info mantis id os microsoft windows os build professional build platform version fix version fix revision monitor simon ameis dean qin dean qin julian puhl
11,91551153,100,crash specify original reporter info mantis small curiouskit reporter gareth moreton description when attempt compiler debug check enable access violation trigger bootstrappe cycle step reproduce clean install observe access violation attempt compile wpo segment bootstrappe cycle additional information i hope optimisation do appear occur mantis conversion info mantis id os microsoft windows os build professional build platform version
12,91550998,300,compiler svn rev break build original reporter info mantis small reporter anton kavalenka description bin fpc rtl unit error identifier find error identifier find fatal there error compile module stop fatal compilation abort mantis conversion info mantis id os microsoft windows os build professional build platform version fix version fix revision monitor cyrax cyrax
13,91550860,200,fpc build option original reporter info mantis small curiouskit reporter gareth moreton description as revision free pascal compiler build fail stage access violation documents programming fpc compiler documents programming fpc rtl unit error compilation raise exception internally fatal compilation abort an unhandled exception occur eaccessviolation access violation an unhandled exception occur eaccessviolation access violation step reproduce pull fresh copy svn trunk attempt run clean install additional information personally confirm break linux linux ubuntu mantis conversion info mantis id os microsoft windows os build professional build platform version fix version fix revision
14,91550821,100,lazarus build original reporter info mantis small curiouskit reporter gareth moreton description as recent trunk fpc lazarus early version ide build successfully build manually the follow error occur take path strip error illegal qualifier error illegal qualifier fatal there error compile module stop fatal compilation abort step reproduce build late version fpc svn repository attempt build late version lazarus fpc variable refer compiler build additional information the error occur follow line executebefore command executeafter command the x position error put cursor start executebefore executeafter respectively mantis conversion info mantis id os microsoft windows os build professional build platform version fix revision
15,91550429,200,compiler fail build original reporter info mantis small reporter thaddy de koning description the compiler fail build armhf raspbian build fail cycle step reproduce clean hang bin ppcarm home asta rtl unit arm linux bin arm linux unit arm linux additional information full build sudo clean install local bin ppcarm revinc force bootstrap native mantis conversion info mantis id os raspbian os build buster build platform armhf version fix revision
16,91550189,300,internal error compile original reporter info mantis small curiouskit reporter gareth moreton description as revision compiler raise internal error try step reproduce on bit windows platform run distclean install fpc source directory observe internal error trigger stage additional information possibly cause incorrect code generation relate new peephole optimisation florian implement night mantis conversion info mantis id os microsoft windows os build professional build platform version fix version fix revision
17,91550094,100,patch bug fix jump optimisation debug mode original reporter info mantis small curiouskit reporter gareth moreton description when building package file raise internal error linux this presence entry code expect now skiplabelfast entry find belong skipinstr set include strip code entry leave the internal error raise label align belong set instruction affect program flow way step reproduce apply patch run follow command linux terminal specify directory prefix need distclean install confirm internal error long raise package compile additional information additionally skiplabelfast check remove alignment field debug info present behaviour consistent compiler mantis conversion info mantis id os ubuntu os build build platform linux version fix version fix revision
18,91550078,100,internal error manually compile lazarus original reporter info mantis small curiouskit reporter gareth moreton description after update fpc late trunk manually compile lazarus fpc command prompt raise internal error indicate invalid loc parameter unit fatal internal error fatal compilation abort step reproduce build build fpc svn info identify current revision clean install lazarus source directory test fresh pull trunk run follow command windows command prompt replace fpc instal build additional information use command lazarus raise error i willing accept i get wrong directory configuration internal error category assertion bug matter incorrect configuration currently block work jump optimisation i update local fpc copy recent trunk revision order test patch mantis conversion info mantis id os microsoft windows os build professional build platform version
19,91549099,100,patch out date copyright message original reporter info mantis small curiouskit reporter gareth moreton description for copyright message run fpc read copyright c florian klaempfl year give update compiler month step reproduce apply patch confirm build year update compiler run additional information i recommend change field use macro place year previous line copyright message use fpcdate macro display date build introduce new macro contain year field like difficult extension mean copyright message need update future mantis conversion info mantis id os microsoft windows os build professional build platform cross platform version fix version fix revision target version
20,91548828,100,any use whatsoever label goto procedure mark inline crash compiler original reporter info mantis small reporter description i aware inline support afaik method contain goto place different thing hard crash compiler real error message step reproduce attempt compile following example program pascal program bugexample mode objfpc goto on type subrange procedure i subrange inline var b boolean true label top begin top case i b begin b false goto top end end end procedure doit begin end begin doit end note inline remove compile issue run expect mantis conversion info mantis id os windows os build build trunk platform version fix version fix revision monitor denis golovan
21,91547188,100,sigsev crash corrupt stack generate compiler delphi mode original reporter info mantis small reporter gerrit moeller description call overridden method stdcall call convention interface crash sigsev stdcall repeat override method more information see comment submit source code step reproduce compile run program source code submit issue additional information submit gerrit moeller mode delphi without delphi mode parser correctly issue error stdcall repeat overriding method pascal program fpcintfstdcalloverridecrash type isomemethod function aintarg integer const astrarg widestring iunknown stdcall end tbaseclassimpl isomemethod public function aintarg integer const astrarg widestring iunknown virtual stdcall end tderivedclassimpl public in delphi mode neccessary repeat stdcall call convention override method but compiler generate stack call convention override method if override method interface crash sigsev suppose stdcall repeat call convention override method fix crash function aintarg integer const astrarg widestring iunknown override stdcall uncommente stdcall fix crash end pascal function tbaseclassimpl aintarg integer const astrarg widestring iunknown stdcall begin argument corrupt stack mismatch result nil sigsev crash stack mismatch end function tderivedclassimpl aintarg integer const astrarg widestring iunknown begin argument corrupt stack mismatch result inherit astrarg end pascal procedure main var methodintf isomemethod unk iunknown begin methodintf tderivedclassimpl create unk methodintf some string content end pascal begin main end mantis conversion info mantis id os all guess os build all guess build all platform all guess version fix version fix revision
22,91547077,100,fpc generate word access generate byte access occasionally cause access violation original reporter info mantis reporter description for expression compiler generate code access word instead access byte when occur accessible byte memory block cause access violation in following code snippet pascal procedure pointer blocksize dword const hexdigits pack char var buf pack char hexptr p pbyte dword begin zeromemory hexptr blocksize blocksize dump buffer worth i blocksize begin i shr nibble instruction cause access violation byte try access word instead byte f second nibble address dump buf end wo end expression f second generate word access instead byte access the attached program reliably reproduce problem step reproduce attempt access accessible byte memory block compile run attached program look code generate expression f second cause access violation mantis conversion info mantis id os windows possibly os build platform bit version fix version fix revision monitor engkin cyrax cyrax
23,91546616,200,patch internal error fix original reporter info mantis small curiouskit reporter gareth moreton description there critical bug constructor when load operand count actually set op variable keep track remain zero as result loader skip load instruction operand move instruction instead datum tai object ppu file operand datum instead internal error raise signature mismatch step reproduce apply patch confirm successful compilation compiler additional information normally bug impossible trigger node type asmn usually save ppu file i trigger work compiler code rarely trigger bug known way trigger construct node type asmn save ppu file try load ppu file subsequent compilation project mantis conversion info mantis id os microsoft windows os build professional build cross platform platform version fix version fix revision target version
24,91546005,100,seh compile exe crash implicit finally handler enter twice original reporter info mantis small martin reporter martin friebe description this happen seh specific test bit seh see code step reproduce compile test crash the procedure allocate memory local copy array integer when exit execute call this call finally handler user implicit the follow code generate before implicit finally movq so unwind finish implicit finally handler call time set breakpoint asm prove the memory attempt free time crash app step reproduce pascal program mode objfpc use classes procedure array integer begin try exit finally end end begin end mantis conversion info mantis id os win os build build platform intel version fix revision monitor xmen xmen reiner sombrowsky snus snus tomas hajny cyrax cyrax denis golovan gareth moreton
25,91545627,100,compiler misoptimize logical expression original reporter info mantis small reporter description the follow code output yes yes compile output no yes note expression completely reason output writeln essential reproduce bug replace issue reproducible late debian ubuntu centos alpinelinux fpc instal official repository prebuilt binary issue not reproducible arch linux issue affect fpc reproducible fpc step reproduce compile follow code fpc run program pascal var d longint begin writeln d d mod xor d d mod d mod xor d d mod end the expected output yes yes output no yes mantis conversion info mantis id os debian os build platform linux version fix version fix revision monitor frol frol vincent vincent snijders target version
26,91545233,200,fail build revision possibly early original reporter info mantis small curiouskit reporter gareth moreton description as svn revision compiler build upon run script follow error appear enter directory documents programming fpc enter directory documents programming fpc rtl documents programming fpc compiler documents programming fpc rtl unit error wrong switch toggle use on off error wrong switch toggle use on off fatal syntax error identifier expect find fatal compilation abort error line modeswitch advancedrecord line inline line record declaration line debuginfo pointer step reproduce attempt clean relevant configuration observe error attempt recompile system unit additional information this personal script bat file set mybinutil set builder set cd clearing compile fpc binary del nul del nul del nul distclean install cd fpcmkcfg basepath cd mantis conversion info mantis id os microsoft windows os build professional build platform version target version
