,issuekey,storypoints,context
0,25326678,2,xsrf prevention middleware be bug make sure use bug template detailed report possible
1,25326658,1,admin middleware be bug make sure use bug template detailed report possible
2,25326650,1,log middleware disallow anonymous access certain endpoint be bug make sure use bug template detailed report possible
3,25326638,3,catch unhandled exception route map handler build response ping sentry be bug make sure use bug template detailed report possible
4,25326456,2,allow module route map specify group common middleware child route be bug make sure use bug template detailed report possible
5,25326449,2,allow module route map specify middleware be bug make sure use bug template detailed report possible
6,25326433,2,allow module map explicit route handle di binding be bug make sure use bug template detailed report possible
7,25325960,1,move pre router class create fallback middleware be bug make sure use bug template detailed report possible
8,25325940,3,request handler prototype be bug make sure use bug template detailed report possible
9,25325773,3,recur pro subscription payment multi currency wire be bug make sure use bug template detailed report possible
10,25325725,1,pro channel plus benefit isplus return true ispro true
11,25321566,1,error call member function isowner null try read delete group review queue sentry issue error call member function isowner null file api group line file line return file api line return file line return file line
12,25321532,2,error call undefined function build seo image tag url sentry issue error call undefined function file line return file media line og image file internal line file seo line meta file line include meta additional display
13,25321504,2,error call member function getemail null read setting sentry issue error call member function getemail null file api setting line email file line return file api line return file line return file line
14,25321471,3,exception send get update markers sentry issue engine d exception send file notification updatemarkers line throw new send file notification updatemarkers line return file groups line limit file api line offset int file line return additional display we need check sure check authenticated user request update marker
15,25304162,2,feature replace admin check permission everywhere check admin permission backend need feature flag check new permission flag
16,25302105,1,bug disallow channel non pro channel be bug make sure use bug template detailed report possible
17,25299914,3,chore investigate ban reason inconsistency see
18,25249801,1,bug switch ban email address currently tell user reply reply
19,25133150,2,bug ensure handle faulty row value sentry issue engine j error call member function pagingstatetoken boolean file rewards contribution line token file api blockchain line offset offset file line return file api line return file line return additional display
20,25131549,2,bug handle null user log sentry issue t num long double numeric string instance give file wire line new file wire line new file wire line file media line entity file f line thumbnail size additional display
22,25097825,2,feat implement referral system pro domain be bug make sure use bug template detailed report possible
23,25090455,3,bug video play webtorrent enable it remind video render work play button multiple user report i able replicate br br br br br br
