,issuekey,storypoints,context
0,118020102,18,multiple targets original report create thomas th h i consider usefull improve duplicity way handle multiple backup target gig datum backup need distribute backup different webdav account nice tell duplicity upper limit account duplicity automaticly distribute slice host in example use gig slice size tell duplicity write slice webdav account second slice account b
1,118020086,22,backendexception sftp fail errno original report create francis west francis badape hello i strange bug i follow error local remote metadata synchronize sync need warning find incomplete backup set probably leave aborted session last backup leave partial set restart last backup date tue mar reuse configure passphrase restart the volume fail upload termination restart impossible start backup begin read filelist bin sort filelist bin local remote metadata synchronize sync need warning find incomplete backup set probably leave aborted session last backup date reuse configure passphrase no signature find switch backup backendexception sftp tmp duplicity tempdir fail errno yes file try access exist appear affect system test duplicity system lucid late update instal lot compare file compare none get delta zimbra lib reg none a remove remember temporary file duplicity tempdir mktemp cleanup temporary file duplicity tempdir mktemp fail remove remember temporary file duplicity tempdir mktemp cleanup temporary file duplicity tempdir mktemp fail asyncscheduler run task synchronously asynchronicity disabled remove remember temporary file duplicity tempdir mkstemp removing remember temporary file duplicity tempdir mktemp backend error detail traceback recent file bin duplicity line module file bin duplicity line fn file bin duplicity line main file bin duplicity line file bin duplicity line tdp file lib dist package duplicity line return param file lib dist package duplicity line ret file bin duplicity line lambda tdp file bin duplicity line file lib dist package duplicity backend line raise s s fail s e backendexception sftp duplicity voemdy tempdir mktemp fail errno backendexception sftp duplicity voemdy tempdir mktemp fail errno yes agree go error file dir exist line use archive dir use backup import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed read filelist bin sort filelist bin main action inc duplicity reldate args bin duplicity key key filelist bin linux zimbra server ubuntu smp fri dec utc bin apr gcc use temporary directory duplicity tempdir registering mkstemp temporary file duplicity tempdir temp available backup use approx local remote metadata synchronize sync need file exist backend file exist cache extract backup chain list file last backup date collection status connect backend sftpbackend archive dir find secondary backup chain no backup chain active signature find no orphan incomplete backup set find reuse configure passphrase no signature find switch backup use temporary directory duplicity tempdir registering mktemp temporary file duplicity tempdir mktemp use temporary directory duplicity tempdir registering mktemp temporary file duplicity tempdir mktemp asyncscheduler instantiate concurrency register mktemp temporary file duplicity tempdir mktemp selecting comparing none get delta dir none a select comparing cdrom none get delta cdrom dir none a cdrom selecting comparing etc none
2,118020059,30,frequent backendexception s lately sftp original report create daniel andersson drandersson i backup script duplicity run long time recently i notice mid january relate introduction python paramiko frequently fail switch upload i get report happen asyncscheduler task execution success false file add volume asyncscheduler scheduling task asynchronous execution asyncscheduler previously schedule task fail propagate result immediately backend error detail traceback recent file bin duplicity line module file bin duplicity line fn file bin duplicity line main file bin duplicity line file bin duplicity line tdp file lib dist package duplicity line return param file lib dist package duplicity line file lib dist package duplicity line return fn file lib dist package duplicity line raise fail file lib dist package duplicity line file lib dist package duplicity line caller value fn file lib dist package duplicity line lambda waiter caller file bin duplicity line lambda tdp file bin duplicity line file lib dist package duplicity backend line raise s s fail s e backendexception sftp tmp duplicity tmp tempdir mktemp fail server connection drop stderr write no handler find logg backendexception sftp tmp duplicity tmp tempdir mktemp fail server connection drop it sound like local connection error happen error mention paramiko explicitly i recently start upload i believe happen hard track happen randomly it happen backup transfer default volume size mb incremental backup volume typically transfer perhaps local connection error exist previous sftp backend retry default action instead fail also report debian bug get attention month duplicity python debian sid linux
3,118020051,6,sftp backend properly report write failure destination original report create olivier berger oberger when remote destination sftp backend try write usually big file detect failure report way obvious bin instance i guess copy big file destination way check space calculation potential problem provide well diagnostic like file system otaine failure time maybe warning check disk space issue of course simultaneous program change destination usage hint user way get proper file system paramiko sftp hope help thank advance
4,118020046,6,option skip exist file restore action original report create christopher foo i decide restore external hdd leave overnight i check morning i get hit bug bug attempt restore usual restore destination directory blahblah exist will overwrite i try argument unfortunatly mean restore so nice option proceed restore exist directory skip exist file destination duplicity version rev series hax patch python version python os distro version ubuntu type target filesystem ntfs command bin duplicity restore backups backups laptop simplesave chris info i try look source code i write quick hax look like s deltree logic
5,118020043,6,ssh backend work folder contain open original report create peter meier peter meier i able use duplicity folder contain word open it look like client cut open do work sftp command mkdir open state sftp before mkdir folder miss work sftp command mkdir foo state sftp before mkdir foo folder do work sftp command mkdir foopenbar state sftp before mkdir fo folder partially present it work folder call fooopenbar simply open full debug run attach work work work this start appear upgrade other folder contain word open work fine ssh sndsite rm open duplicity cleanup clean use archive dir duplicity use backup import succeed import succeeded import fail no module name py import succeed import fail no module name gio import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed main action cleanup duplicity november args bin duplicity cleanup clean linux smp tue jan est bin python sep gcc red hat run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir open state sftp before mkdir open sftp command cd open state sftp before cd open sftp command ls state sftp before ls state sftp before quit finish sftp command quit local remote metadata synchronize sync need run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir open state sftp before mkdir could open file sndsite finish sftp command mkdir open running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir open state sftp before mkdir could open file sndsite finish sftp command mkdir open running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir open state sftp before mkdir could open file sndsite finish sftp command mkdir open running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir open state sftp before mkdir could open file sndsite finish sftp command mkdir open running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir open state sftp before mkdir could open file sndsite finish sftp command mkdir open running sftp sndsite fail attempt give try execute sftp sndsite attempt use temporary directory duplicity yyyhfe tempdir backend error detail traceback recent file bin duplicity line file bin duplicity line fn file bin duplicity line main file site package duplicity line file package duplicity backend line list l file package duplicity backend line raise run s commandline backendexception error run sftp sndsite backendexception error run sftp sndsite ssh sndsite rm foo duplicity cleanup clean use archive dir use backup import succeed import succeeded import fail no module name py import succeed import fail no module name gio import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed main action cleanup duplicity november args bin duplicity cleanup clean linux smp tue jan est bin python sep gcc red hat run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foo state sftp before mkdir foo sftp command cd foo state sftp before cd foo sftp command ls state sftp before ls state sftp before quit finish sftp command quit local remote metadata synchronize sync need run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foo state sftp before mkdir foo could create directory failure sftp command cd foo state sftp before cd foo sftp command ls state sftp before ls state sftp before quit finish sftp command quit file exist backend file exist cache extract backup chain list file last backup date collection status connect backend sshbackend archive dir find secondary backup chain no backup chain active signature find no orphan incomplete backup set find no extraneous file find delete cleanup use temporary directory tempdir ssh sndsite rm foopenbar duplicity cleanup clean use archive dir use backup import succeed import succeeded import fail no module name py import succeed import fail no module name gio import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed import succeed main action cleanup duplicity november args bin duplicity cleanup clean linux smp tue jan est bin python sep gcc red hat run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foopenbar state sftp before mkdir foopenbar sftp command cd foopenbar state sftp before cd foopenbar sftp command ls state sftp before ls state sftp before quit finish sftp command quit local remote metadata synchronize sync need run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foopenbar state sftp before mkdir fo could open file sndsite finish sftp command mkdir foopenbar running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foopenbar state sftp before mkdir fo could open file sndsite finish sftp command mkdir foopenbar running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foopenbar state sftp before mkdir fo could open file sndsite finish sftp command mkdir foopenbar running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foopenbar state sftp before mkdir fo could open file sndsite finish sftp command mkdir foopenbar running sftp sndsite fail attempt run sftp sndsite attempt state sftp before connect sftp command mkdir state sftp before mkdir could create directory failure sftp command cd state sftp before cd sftp command mkdir foopenbar state sftp before mkdir fo could open file sndsite finish sftp command mkdir foopenbar running sftp sndsite fail attempt give try execute sftp sndsite attempt use temporary directory duplicity ejrbly tempdir backend error detail traceback recent file bin duplicity line file bin duplicity line fn file bin duplicity line main file site package duplicity line file package duplicity backend line list l file package duplicity backend line raise run s commandline backendexception error run sftp sndsite backendexception error run sftp sndsite
6,118018839,22,inconsistent verify invalid datum hash mismatch original report create rodrigo alvarez rodrigo alvarez short story when i run duplicity verify mode give set pass fail reporting invalid datum hash mismatch file calculate hash manifest hash if i run get report error if i restart server verify pass yes hard drive volume store healthy report smart site mirror report difference the detail i backup set projects documents code etc ubuntu i backup duplicity internal hard drive primary backup target once month i run duplicity verify mode sure primary backup backup this month set fail this problem offsite mirror sync day ago i run diff supposedly corrupt volume identical expect difference backup volume generate day weird right so i run duplicity verify volume deep set report hash mismatch weirder right now run duplicity verify mirror pass somehow primary backup get mess right i clobber replace old mirror run duplicity verify sure good it fail fail i run diff identical ok drive store fail wait smart long test say perfectly healthy bad block read write error entire history i run week i delete duplicity cache temp file rerun duplicity verify fail new volume bad hash now i brute force run duplicity verify time time different volume show bad hash sometime volume somtime volume what i reboot server day go i spend hrs look i run duplicity verify passess what this exact datum fail time seriously nevermind i expect thing just sure good i rerun duplicity verify set wait what now new set report error one originaly report error fine help can trust verify why fail pass time can hard drive diff smart pass be bug duplicity gpg
8,118020031,26,backup restart resume mark file delete original report create kbass duplicity python centos target custom backend summary when restart occur file prior restart mark delete back subsequent backup to reproduce kick backup wait volume upload hit ctrl c upload volume you probably hit ctrl c time abort retry attempt the goal exit shell run backup command let complete duplicity print like restart volumes fail upload termination restart backup volume at point suppose complete backup set run backup command let complete this incremental all file locate volume prior restart mark delete run backup command let complete this second incremental all file mark delete back mark delete
9,118020000,18,successful incomplete backup original report create alphazo alphazo i start initial backup gb photo video configuration duply version find source destination find local system encryption disable the significant change i apply configuration volume size gb default mb initial backup go fine take long time error report i start second backup datum set modify the incremental backup take long expect gb find incremental datum set list duply list compare file initial backup incremental reveal backup stop middle directory end the incremental backup finish initial backup for information i exact configuration different datum set photo video gb initial backup go fine complete incremental backup fast datum add have experience incomplete backup could link gb volume size user backups snapshot photo backup user photos m volsize user duplicity tmp user duplicity duply duplicity python gpg awk gnu awk bash
10,118019996,10,duplicity hardy ppa package instal original report create goofrid goofrider when instal duplicity hardy package ppa i encounter following error the follow package unmet dependency duplicity depend python pexpect instal e broken package manually upgrade python pexpect cause follow error set set duplicity compile lib package duplicity file lib package duplicity line r offset offset byte byte bytes fd syntaxerror invalid syntax compiling lib site package duplicity file lib site package duplicity line typeerror err syntaxerror invalid syntax pycentral pycentral pkginstall error byte compile file pycentral pkginstall error byte compile file dpkg error processing duplicity subprocess post installation script return error exit status processing trigger ldconfig deferred processing take place error encounter processing duplicity e sub process bin dpkg return error code i try upgrade new version python warn need upgrade i decide risk break entire system stick in end i revert old version duplicity debian lenny original tag hardy
