,issuekey,storypoints,context
0,86814622,5,pajama new ux architecture problem what problem why worth solve gitlab gardener the great george rr martin say i think type writer architect gardener the architect plan ahead time like architect build house they know room go house kind roof go wire go run kind plumbing go they thing design blueprint nail board the gardener dig hole drop seed water they kind know seed know plant fantasy seed mystery seed but plant come water know branch go find grow and i gardener architect gardener bottom experimental opportunistic look emerge structure architect top regiment tightly control look balance high level low level start i think mindset apply creative field design i think necessarily need gardener architect imo gitlab culturally indexing gardener thing the challenge gardener base onboarding experience use pajamas gardener mindset lead number pain point the onboarding experience scary design documentation resource perspective diffuse gitlab it hard quickly understand gitlab product fit there opportunity restructure experience content pajamas design system ease onboarding experience architect content noob friendly way solution what solution why like what benefit let introduce right architect design system i take stab architecte general experience pajamas design system architecture mural try balance approach design system this wip iteration course i need input broad audience account important see pajamas actionable principles update pajamas define conceptual object model with balanced approach pj ux architecture i believe make onboarde easy clarity purpose simplify information architecture provide great context lovely component this abstract atm i follow new type architectural thinking benefit new table sort component i work i love feedback let know think
1,27992532,2,dogfoode set tracing jaeger set jaeger configure application client librarie navigate project setting operation provide jaeger url click save change change effect you visit operation tracing project sidebar gitlab redirect configure jaeger url
2,27904886,1,update foundation iconography doc detail counter per add documentation specifically address counter negative space icon
3,27514850,1,highlight select head markdown if link anchor link page scroll way following link sourcegraph localization heading screen would great highlight outline underline indicate sourcegraph heading target
4,27187612,2,explore possibility compressed view table when discuss utilize exist table design display log engineering team suggest well view table minimal padding content user view maximal content display onscreen should consider condense table view or allow user swap forth normal view condensed view
5,26988714,2,set monitoring this project move run kubernetes cluster auto devops internal operations tool right box monitoring configuration this insufficient production troubleshooting discover troubleshoot ingress issue this issue discuss set additional monitoring metric increase visibility deploy instance the ingress issue see center number incoming connection step nice metric nginx ingress controller incoming backend connection latency
6,24551977,2,specify positioning size guideline modal problem modals product vary size besides modal miss guideline positioning sizing useful case like modal querying listing filtering project modal modal modal modal modal modal modal moda moda proposal let add position size guideline modal possible addition specify space specify height growth strategy need specify max height specify list guideline paginate element specify filter option filter box
7,24063726,1,remove banner sort component we implement pass sort component we able finish style component wait component complete our plan add component conform correct styling banner vue component this issue remove banner result style issue resolve
8,23844795,5,create build style drawer this issue complete portion okr improve quality consistency ui this include single source truth component implement vue thoroughly document this include implement component product related epic component pajamas design system pajamas component related issue ux okr improve quality consistency ui checklist x usage documentation include pajamas x component build style gitlab ui accord spec x add design spec pajamas x create drawer structure figma x add structure diagram pajamas figma branch mr x remove banner vue tab warn incorrect styling mr x add reference link complete component engineer week review doc
9,23754265,1,follow wip resolve review illustration documentation add link icon naming the follow discussion address start discussion comment be possible link icon naming section describe icon dependent
10,23520285,1,update radio styling consistent the padding radio consistent inline correct
11,23261727,1,define default delay popover problem at moment specify global delay popover popover instance specify delay further information look source i able find place manually specify popover delay for example this popover show user hover proposal after conclude look improve popover
12,23171745,2,ux merge request coach how incorporate ux mr coach current process especially repos like pajamas gitlab ui see merge request coach page the follow discussion address start discussion comment i totally sure applicable designer i decide show engineering page could review feedback
13,22911881,1,follow update content component the follow discussion address start discussion comment should suggest lining tabular figure table number heavy i know sf font support opentype feature sure segoe ui think
14,22480486,2,add usability heuristics user interface design usability menu design documentation problem with add error prevention usability menu usability heuristic nngroup we proposal this issue discover heuristic add duplicate content exist place
15,22213429,2,add compact state region component variant problem follow discussion need new component variant introduce compact state proposal let add design documentation new component variant pajamas
16,22140807,2,add doc color text icon write guideline logic apply color text icon pair text define
17,22092756,1,delete old review app host once autodevops enable mr rebase delete old host the follow discussion address start discussion once auto devops enable mr rebase probably delete current host set review app
18,21966445,2,create nice error page with go nice nginx container auto devop ths container serve custom error page let create the follow discussion address start discussion comment i familiar autodevops shame the build nginx image run end right because create follow issue provide nice error template additionally
19,21649019,1,add badge demo update component status add reminder add demo complete also update status page component status
20,21535127,3,add paginated list component problem follow need facilitate paginate list item derive discussion new component introduce paginated list proposal let add design documentation new component pajamas this add separate component b variation list component easily basis datum table component near future
