,issuekey,storypoints,context
0,114314864,2,design featured content block goal we like reintroduce merchandisable feature content block improve engagement measure cta click content item follow contribution arr free trial job to be do situation when motivation we want outcome so which involve request homepage dci dri consulted informed dri gitlab handle consult gitlab handle inform everyone in scope what scope request add card link feature content we require content calendar change content biweekly monthly basis example requirement what requirement request checklist example common requirement check apply adjust necessary x copy writing illustration custom graphics research x data analytics x ux design x engineering
1,114314851,5,eng full hero carousel goal we like test add hero carousel homepage improve engagement measure cta click homepage hero this issue create functionality home carousel implement live we want new component overwrite current home hero we use current home hero starting point carousel the carousel transition include leave text image the user able click slide the carousel flexible handle slide when user mouse entire carousel timer pause x work track cta slide when engineering sure old hero home page merge new component wait content job to be do situation when motivation we want outcome so which involve request homepage dci dri consulted informed dri gitlab handle consult gitlab handle inform everyone in scope what scope request ab test current control carousel carousel change message cta link out scope what scope iteration experience behaviour change scope description example requirement what requirement request checklist example common requirement check apply adjust necessary x copy writing illustration custom graphics research x data analytics x ux design x engineering
2,114311459,2,resolve console error select conversion page clear console error browser terminal incorrect use v html slptypography component deprecate attribute home page pricing page pricing premium page pricing ultimate page demo why gitlab
3,114255341,4,eng onetrust cookie banner update goal we like force choice option cookie banner improve user selection measure acceptance rejection cookie job to be do situation when customer visit gitlab motivation we want choice want use cookie session outcome so deliver preferred experience which involve request home page cookie banner dci dri consulted informed dri gitlab handle consult inform in scope what scope request remove x close icon non us cookie banner but reject button france remove x close icon us cookie banner future proofing stop page scroll user select cookie preference out scope what scope iteration not scope not scope requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics ux design x engineering
4,114242398,2,remove unused css goal clean unused css
5,114187422,1,broken link learn goal the learn gitlab certifications cta go page which involve request dci dri consulted informed dri gitlab handle consult inform everyone requirement what requirement request checklist example common requirement check apply adjust necessary x copy writing illustration custom graphics research data analytics ux design x engineering
6,114181218,5,create overview partner program template goal we like build new template apply overview partners page this new template create issue figma link job to be do situation we like unified landing page find gitlab partner motivation when user need information direct correct spot outcome so offer good service which involve request dci dri consulted informed dri gitlab handle consult inform everyone in scope what scope request apply new template partner landing page requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics ux design x engineering
7,114167028,1,remove code goal live be let rip
8,114154320,8,eng blog images compress current blog image goal we like reduce page size increase core vital score we like start blog run cli script compress image reduce file size job to be do situation when motivation we want outcome so which involve request blog dci dri consulted informed dri gitlab handle consult inform everyone in scope what scope request run script compress image deliverable out scope what scope iteration replace resize image not scope requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics ux design x engineering
9,113934452,1,eng revert delete feature image goal we like revert delete feature image refresh page job to be do situation when motivation we want outcome so which involve request dci dri consulted informed dri consult gitlab handle inform in scope what scope request revert delete image deliverable out scope what scope iteration not scope not scope requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics ux design x engineering
10,113913408,1,fix break selector goal
11,113873805,1,eng homepage update devsecops card goal we like update devsecops card resource section change update thumbnail image devsecops devsecops job to be do situation when motivation we want outcome so which involve request home dci dri consulted informed dri gitlab handle consult gitlab handle inform everyone in scope what scope request update devsecops resource card homepage deliverable out scope what scope iteration not scope not scope requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics x ux design engineering
12,113937831,4,smartle code repo connector poc background we contract code repo connector smartling contract begin this issue track proof concept smartling code repo prior contract year note dri poc product eng teams issue move necessary digital experience team dri relate website code repo connector alternative gdn issue copy necessary proof concept options tbd comment smartle prior poc smartling request define successful poc look like our step website evaluation arrange technical demo code repo connector highlight specific use case action team like validate we schedule discussion pro con use repository connector vs gdn support website translation initiative great option decide factor base overall strategy objective website translation project team desire experience loe next step determine like poc what question try answer success look like determine poc option code repo connector technical discussion smartle relate gdn code repo website translation please leave label issue
13,113810442,3,eng slack integration marketing landing page goal we like create landing page slack gitlab integration design attach design management this landing page need meet slack guideline landing page outline must include privacy policy link a clear overview slack app associate service problem app solve a detailed explanation app work slack screenshot gif good way people expect slack instal app a clear path instal slack app add slack button landing page instruction access add slack button a clear path app once people install app workspace redirect page confirm installation successful provide clear step get start app need publicly accessible login your landing page landing page craft specifically slack app link pdf document code repository job to be do situation when look information integration slack publically accessible landing page motivation we want roll new slack gbp app user current landing page match slack guideline outcome so improve conversion which involve request dci dri consulted informed dri gitlab handle consult inform everyone in scope what scope request create mvc landing page slack integration meed requirement slack for efficency use solution template public sector deploy landing page build page buyer experience out scope what scope iteration and work product codebase requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics x ux design x engineering
16,113708881,5,eng personalization spike poc create test personalized content base url param goal we like create proof concept direct personalization base incoming url param job to be do situation when user click cta marketo email marketo landing page social post page direct personalize base campaign motivation we want help drive user click engagement wholistic marketing funnel outcome so user personalize content base external campaign which involve request home dci dri consulted informed dri consult inform everyone in scope what scope request poc homepage hero change button text base different param deliverable out scope what scope iteration deploy poc live not scope requirement what requirement request checklist example common requirement check apply adjust necessary copy writing illustration custom graphics research data analytics ux design x engineering
