,issuekey,storypoints,context
1,27948288,6,error python script bom generation original report create matteo siviero with version i try generate bom file python plugin i use kicad return follow error message could find platform independent library prefix could find platform dependent library consider set pythonhome fatal python error initfsencode unable load file system codec modulenotfounderror no module name encoding current thread recent if i uninstall version reinstall old bom generation work correctly original tag packaging windwos
2,27927396,6,eeschema open documentation work local file original report create thinkeng thinkeng application eeschema version release build library wxwidget schannel ng platform windows build bit edition bit little endian wxmsw build info wxwidget wx container compatible boost opencascade community edition curl compiler gcc abi build setting off off on on off on off on on on off on after instal kicad opening link datasheet work anymore
3,27927386,6,eeschema hang open macos original report create andrew keene ca open file blank hang system application kicad version release build library wxwidget ng platform mac os x darwin bit little endian wxmac build info wxwidget stl container compatible boost opencascade community edition curl compiler clang abi build setting on on on on off on off on on on off on date time end time os version mac os x build architecture report version data source stackshots shared cache command eeschema path kicad contents applications contents macos eeschema identifier version parent launchd pid event hang duration process unresponsive second sample step sampling interval hardware model active cpus time awake since boot time since wake timeline format stack sort chronologically use report count sort heavy stack main thread target process start main eeschema eeschema run appkit nexteventmatchingeventmask untildate inmode dequeue appkit dpsnextevent appkit blockuntilnexteventmatchinglistinmodewithfilter hitoolbox receivenexteventcommon hitoolbox runcurrenteventloopinmode hitoolbox cfrunlooprunspecific corefoundation cfrunlooprun corefoundation cfrunloopdoobserver corefoundation corefoundation int void wxevthandler flushbuffer appkit cglflushdrawable opengl glengine gldpresentframebufferdata gpussubmitdatabuffer ioaccelerator ioconnectcallstructmethod iokit ioconnectcallmethod iokit iokit kernel kernel kernel kernel kernel kernel kernel int ioexternalmethodarguments ioexternalmethoddispatch osobject void kernel kernel ioaccelcontextsubmitdatabuffersout unsigned long long unsigned long long int kernel kernel kernel kernel process eeschema uuid path kicad contents applications contents macos eeschema architecture parent launchd uid footprint mb start time end time num sample cpu time m cycle m instruction note unresponsive second sample note idle work queue thread omit thread dispatchqueue sample priority base cpu time m cycle m instruction process frontmost thread qos user interactive request user interactive process unclampe io tier start main eeschema eeschema run appkit nexteventmatchingeventmask untildate inmode dequeue appkit dpsnextevent appkit blockuntilnexteventmatchinglistinmodewithfilter hitoolbox receivenexteventcommon hitoolbox runcurrenteventloopinmode hitoolbox cfrunlooprunspecific corefoundation cfrunlooprun corefoundation cfrunloopdoobserver corefoundation corefoundation int void wxevthandler flushbuffer appkit cglflushdrawable opengl glengine gldpresentframebufferdata gpussubmitdatabuffer ioaccelerator ioconnectcallstructmethod iokit ioconnectcallmethod iokit iokit kernel kernel kernel kernel kernel kernel kernel int ioexternalmethodarguments ioexternalmethoddispatch osobject void kernel kernel ioaccelcontextsubmitdatabuffersout unsigned long long unsigned long long int kernel kernel kernel kernel thread thread nseventthread sample priority base process frontmost thread qos user interactive request user interactive process unclampe io tier nseventthread appkit begineventreceiptonthread hitoolbox kernel thread thread sample priority base process frontmost thread qos user interactive request user interactive process unclampe io tier select kernel original tag eeschema macos
4,27926200,6,add clarify selection menu pcbnew original report create eelik eelik sometimes select instead difficult pcbnew for example i rmb click pad select pad possible select footprint how add clarify selection option submenu it possible selection option distract exist workflow way application pcbnew version release build library wxwidget schannel ng platform windows build service pack bit edition bit little endian wxmsw build info build date dec wxwidget wx container compatible boost opencascade community edition curl compiler gcc abi build setting on on off on off on on on off on original tag pcbnew starter
5,27927384,6,pcbnew find closing dialog hang kicad original report create the follow workflow lead crash press ctrl f pcbnew enter partname click find closing window kicad crash the crash ist see window close execution find application kicad version release build library wxwidget schannel ng platform windows build bit edition bit little endian wxmsw build info build date dec wxwidget wx container compatible boost opencascade community edition curl compiler gcc abi build setting on on off on off on on on off on
6,27941798,14,pcbnew switch previous layer visible layer original report create enrico eatis when hotkey switch previous layer i love skip invisible layer i use multi layer board pretty i point select invisible layer hotkey it feature request bug user feel i love implement original tag hotkey pcbnew
7,27927382,6,pcbnew copy paste original report create romain when viewer open display popup message can determine board outline impossible copy paste pcbnew message open close message allow tooltip select reference point copy display application pcbnew version release build library wxwidget winssl ng platform windows build bit edition bit little endian wxmsw build info wxwidget wx container compatible boost opencascade community edition curl compiler gcc abi build setting off off on on off on off on on on off on original tag viewer pcbnew
8,27927376,6,first footprint recognize pcbnew update original report create johannes use master this behavior consistent give design eeschema pcbnew result error can add footprint assign this apply item file regardless valid footprint reference present look like indexing issue item application pcbnew version dirty release build library wxwidget ng platform linux generic bit little endian wxgtk build info build date dec wxwidget wx container compatible boost opencascade community edition curl compiler gcc abi build setting on on on on on on on on off on original tag eeschema pcbnew
9,27927367,6,eeschema crash opening installation original report create u estrada i instal today unfortunately i try open eeschema crash time similar previous reported bug however time crash try open previous project try create new project eeschema open window sound dialog software freeze i realize i copy previous setting user folder eeschema start hitch i narrowed following line have eeschema file user folder line allow eeschema start hang everytime application eeschema version release build library wxwidget schannel ng platform windows build service pack bit edition bit little endian wxmsw build info wxwidget wx container compatible boost opencascade community edition curl compiler gcc abi build setting off off on on off on off on on on off on original tag eeschema
10,27928559,6,commit break compilation windows original report create jean pierre charra jp charras commit use wxarraystring instead vector wxstring break compilation time code try copy wxarraystring wxstring the error message launchpad eeschema in member function void launchpad eeschema error match operand type wxstring wxarraystre in file include include include wx include wx launchpad include launchpad eeschema include bit note candidate alloc alloc tp wxstring alloc wxstring alloc include bit note know conversion argument wxarraystring const wxstring alloc x original tag eeschema
