,issuekey,storypoints,context
0,28778832,1,automatically delete clone n hour inactivity goal when clone inactive n hour configurable default destroy mark protect deletion inactive mean new connection sql request n hour mean n hour it minute n global database lab instance todo how implement question implementation detail define need design proposal discussion on separate note need tell user database lab api response current value n acceptance criterion as user i know i use clone delete n hour i know i mark protect delete
1,28690420,1,bug endless wait privilege goal todo how implement acceptance criterion
2,28757360,4,use real password x reset password exist user x create clone use db username password provide user
3,28316793,1,run db lab service goal reliable launch db lab todo how implement docker restart option orchestration nginx like acceptance criterion
4,28144424,5,review timestamp clarify meaning goal correspond x ui x platform read value db lab api snapshotte time db lab instance need determine store x timestamp originally work replica time timestamp deal master x store case zfs zfs snapshot annotation case depend implementation file dblab api provide datum review text todo how implement review timestamp clarify meaning the time late available database state correct fresh ui expect field unknown the logic snapshot list exposure need if corresponding api need scan exist snapshot choose proper one accord mask configurable reply list api do worry long list instead consider provide warning list exceed item the list available snapshot exceed clean old one waste disk space avoid potential performance degradation acceptance criterion
5,28144256,4,speed cloning case continuous wal replay goal todo how implement acceptance criterion
6,28143021,6,declare swagger run db lab instance goal provide clear insight db lab api swagger specification run swagger ui db lab todo how implement x generate yaml file api description swagger add swagger project decide url optional demo setup point doc api reference acceptance criterion as db lab api user i able quickly api reference provide swagger i experiment api browser
7,28138900,1,postman collection dblab goal todo how implement acceptance criterion
8,28138881,10,kind minikube goal provide ability launch platform db lab user machine docker kind todo how implement acceptance criterion
9,26711487,2,if postgre fatal error db start notify user fatal detail connect port connection refuse wait report error fatal database system start normal wait can long case pitr fatal immediately report error
10,26240323,15,db lab agent x update readme x prepare postila datum demo x move provision joe db lab first version rest api number api commands joe work rest api divide db lab part agent control orchestration instance improve code include aws provision accord review andrew port ssl configuration let encrypt certificate binary container image api token api command clone create timestamp clone reset d clone list clone destroy d status db lab instance
11,29301033,4,refactoring code review fix issue code review x use dep s x go module x add comment export function x miss error processing x golint misspell warning link i suppose multiple tool linter sure choice let discuss issue x use absolute path package instead dot import different module short write possible well like use lib function write move db lab code separate repository link joe repository we need start apply change database lab joe code eventually base
12,29194118,10,postgre connection unix socket management goal todo how implement use unix socket instead tcp ip postgres connection well security perspective require port allocation switch work unix socket trust management task end user connection end user connection tcp socket password require currently need support ldap enterprise user need acceptance criterion
13,90458722,16,logical support restore plain text file goal currently restore work mean plain text format support need use psql we need work format dump include plain text auto detect deal plain text format compress possible automatically handle popular compression format check parallelization request if print error exit plain text file go support single thread use psql load file todo how implement detect plain text format work plain text format use extract dbname reliably question parse database dump file consider dump dumpall as fallback work use filename convert purify valid database manage filename length replace space punctuation underscore validate configuration parallel job build psql restore command depend format dump file partial restore support review fix doc mind potential configuration change create guide restore plain text file acceptance criterion as dle admin i use popular dump format include plain text file
14,90389245,2,clean custom docker network dle failure goal dle create docker network on retrieval error docker network continue exist if network machine error occur error error response daemon find available non overlapping address pool default assign network todo how implement on dle retrieval failure disconnect container custom docker network clean custom docker network acceptance criterion
15,90089887,5,dle api cli extend support multiple volume goal dle api cli need support case logical dump restore datum provisioning volume rotation logic snapshot belong volume clone belong clone volume volume active characteristic volume disk space etc spare volume volume busy wo able perform refresh delete clone warning global state dle volume suppose single snapshot datastateat attribute volume todo how implement tbd add detail add new field pool string snapshot struct clone contain link snapshot contain mention pool add get response active pool add get disk space metric return n a datum provide file relate detail lvm use physical logical size use logicalreferenced clone snapshot acceptance criterion as admin user dle i info volume available particularly i understand detail datum refresh policy expect refresh attempt
16,88006822,6,provide config diagnostic detail api goal be able discover important non secret configuration option valuable detail todo how implement x uptime time control container start x current file system aka thin clone manager x compression ratio addition disk size usage x clone size list x snapshot size list x total size clone x total size snapshot x docker image clone global config return n a datum provide file relate detail lvm use physical logical size use logicalreferenced clone snapshot see example json status code ok message instance ready filesystem mode zfs sizehr mib freehr mib usedhr mib datasizehr mib usedbysnapshotshr kib compressratio expectedcloningtime numclones clone pool mode zfs datastateat status active clonelist disk size free usedbysnapshot usedbychildren datasize compressratio retrieve mode status finish nextrefresh alert level warn message pool perform refresh find skip refreshing lastseen count provisioner dockerimage postgresai extend containerconfig shm size mb startedat acceptance criterion
17,87991548,4,add detail snapshot goal increase snapshot observability todo how implement x snapshot size x number clone use snapshot return n a datum provide detail lvm acceptance criterion
19,75901463,3,add ability reset password exist user clone when clone create additional superuser add password current user reset there case db instance dozen user different privilege significant in condition possible test difference privilege so need additional setting avoid reset exist user password yaml provision keepuserpasswords true
20,75795142,2,clean service container dle failure goal on dle error service container continue run if use restart failure option dle create service container lead datum corruption todo how implement catch dle error stop service container acceptance criterion
21,74483400,2,allow run dle platform configuration goal empty platform configuration lead error fatal invalid config platform client give url accesstoken todo how implement make platform configuration parameter optional acceptance criterion
22,74482576,2,do override user define config clone goal do override user define config clone todo how implement apply additional config create clone acceptance criterion
23,74406099,4,run sync instance asynchronously goal run sync instance asynchronously wait database system ready accept connection todo how implement run sync instance asynchronously separate goroutine acceptance criterion
24,74405995,8,automatically start postgresql sync instance merge postgres image goal to ability restart sync container manually todo how implement prepare extended sync instance add wal g adjust postgresql configuration start container tune health check sure work use container run rid sync instance image acceptance criterion
25,74233890,1,stuck clone reset goal fix case clone stick reset operation todo how implement do reset clone change clone status start acceptance criterion
