issuekey,created,title,description,storypoints
91166904,2021-07-30 17:40:31.543,Send ASSISTments session data to ASSISTments at session close,"* When a session from a student referred from ASSISTments ends, we send data matching the contract attached to this issue to ASSISTments
* do this as a worker job
* circuit breaker with exponential backoff should retry for 5 minutes and
  * retry if we get a 5xx code
  * if circuit breaker fails, log and send alert to Slack
* if we get a 4xx code, log it and alert in Slack so we can reach out to ASSISTments team
  * log the session id so we could try to resend later
* add to AssistmentsData doc on success or failure: no default values so we know if they really should be there or not
  * sent: boolean
  * sentAt: timestamp

Reference files:
* [upchieveEndpoint.json](/uploads/05ae9882eb9e3e8c9c63e618a7841b10/upchieveEndpoint.json)
* [upchievePayload.yaml](/uploads/a23e6805b3d5b0bfaceafd03222abbf7/upchievePayload.yaml)

## Tasks
- [x] Code review
- [x] Staging smoke tests
- [x] Merge to main
- [x] Deploy to prod

## Smoke tests
- [x] Student/volunteer can login
- [x] Student/volunteer can make/join session
- [x] Student/volunteer can use whiteboard and chat in session
- [x] At session end an assistments session queues the job",3
90938976,2021-07-27 18:10:52.080,Volunteer Emails should check if the user is banned or deactivated,"We send inactive emails to volunteer users who are deactivated or banned. Checking if someone is deactivated is something we should do on all volunteer emails.

Specific example is volunteer id 60889e8836785e00232c75c4 received inactive emails.

* Ideally we should audit all volunteer emails and add a deactivated check. Maybe create a snippet for the aggregation of ""volunteers who receive email"" that ignores deactivated, fake, test, etc.

## Tasks
- [x] Code review
- [x] Staging smoke tests
- [x] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [x] Student/volunteer can login
- [x] Student/volunteer can make/join session
- [x] Student/volunteer can use whiteboard and chat in session",1
90934248,2021-07-27 16:26:59.224,Validate: can we get api key auth working on sockets from the worker,"In #802 we successfully got a socket connection, but only when auth was turned off. We should see if we can get socket.io authenticated with either a cookie strategy or https://www.passportjs.org/packages/passport-localapikey/

Right now we use a special passport.socketio package to do the auth, but we might want to strip that out and just use passport regularly as in https://socket.io/docs/v4/middlewares/#Compatibility-with-Express-middleware

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session",2
90863481,2021-07-26 17:20:52.086,Frontend: call new endpoint to determine which category selection view to show,"On student dashboard mount check if `user.pastSessions.length >= 1`. If so add network service call for new endpoint to get most recent subjects. Use response to decide whether to show recent subject selection. Otherwise don't show recent subject selection.

## Notes
- wrap recent subject cards with a header and `v-if` to show the wrapper
- place caller in `src/services/UserService` to wrap network call with error handling (see `getVolunteerAvailability`)

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session
- [ ] Student with no prior sessions dashboard shows normal category selection
- [ ] Student with recent sessions show recent subject selection in addition to normal category selection
  - [ ] 1 session subject shows up as 1 tile
  - [ ] 2 sessions of distinct subjects  show up as 2 tiles in recency order
  - [ ] 3 sessions of distinct subjects  show up as 3 tiles in recency order
  - [ ] 2 past sessions of the same subject show up as one tile",3
90863300,2021-07-26 17:15:37.407,Backend: endpoint to serve 3 most recent subjects,"## Requirements
- endpoint: `/api/v1/students/{studentId}/recent-subjects`
- update swagger yaml
- Endpoint signature
  - input: student user id
  - output: array of strings length 0-3
  - status codes: 
    - generic 422 input error is id is not provided
    - 400 if id does not exist or points to volunteer instead of student

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session
- [ ] Endpoint returns values as expected",1
90863177,2021-07-26 17:12:06.612,Backend: server function for determining 3 most recent subjects,"Function should take a given student and return a list of their 3 most recent session subjects (from `user.pastSessions`)
- all 3 subjects are unique
- we do not care of the session for a subject was matched
- order list by recency of session with that subject
- if < 3 unique subjects are found in session history you can return list of size 0, 1, or 2
- return list of strings

** Note: lookup all session objects from past sessions array in one go upfront to minimize network calls 

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session",2
90647807,2021-07-21 20:42:12.278,Frontend: Create recent subject card component,"* Create new recent subject component: https://www.figma.com/file/MrqQVjT42e1bs12DPPgktY/Upchieve---Design-Kit?node-id=92%3A11127
* Create different states of the component: disabled, hover, initial, pressed
* Write tests in StoryBook

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session",1
90638377,2021-07-21 18:02:29.108,Backend: Prevent banned students from starting a session,"- Add a check to in `server/services/SessionService.ts` `startSession()` to check for banned students and if student is banned throw a `StartSessionError` with a message
- Update test to not allow banned user to start session

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session",1
90637234,2021-07-21 17:37:04.854,Frontend: Reduce student dashboard hero image height,"- Reduce the hero image height for the student dashboard: https://www.figma.com/file/f6rBFhwjOhvvcfCSkMuN86/Dashboard?node-id=190%3A4116
- Validate design with Grace

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [x] Student/volunteer can login
- [x] Student/volunteer can make/join session
- [x] Student/volunteer can use whiteboard and chat in session
- [ ] Volunteer dashboard hero image should not be shortened
- [x] Test on multiple device window sizes",2
90636993,2021-07-21 17:27:54.805,Add student policy document to storage bucket,"- ~~TODO: Get the student policy document from the program team~~
- Drop the document into a bucket

## Tasks
- [ ] Code review
- [ ] Staging smoke tests
- [ ] Merge to main
- [ ] Deploy to prod

## Smoke tests
- [ ] Student/volunteer can login
- [ ] Student/volunteer can make/join session
- [ ] Student/volunteer can use whiteboard and chat in session",0
