issuekey,created,title,description,storypoints
4550129,2017-02-27 14:01:24.951,Show basic information about workspace,"When showing a workspace, instead of the blank page with `Selected workspace !` written in it, we should have:
 - `Welcome to WORKSPACENAME`
 - a list of the users of the workspace
 - the deletion button (in red with a confirmation popup), see #241",2
4512995,2017-02-23 15:00:04.147,Notification return undefined: undefined when we try to import a bus,![image](/uploads/5e3beac092b9cf52f27b1ede9d385ad5/image.png),1
4501513,2017-02-22 16:35:53.230,BugFix : Border Image Icon + padding md-dialog,![Sélection_047](/uploads/91384b8be5a724caacdbe4004a9a9931/Sélection_047.png),1
4500243,2017-02-22 13:55:00.841,Redirect to login should send back to originally requested page,,3
4500217,2017-02-22 13:52:54.852,Images are not visible anymore when the base href is not /,"If you go to http://linagora.gitlab.io/petals-cockpit/, you can see images are missing.

This is most certainly related to ee186ed where `/` were added in front of the asset URLs",2
4490772,2017-02-21 14:53:51.911,Add bus/container/component/SU content e2e tests,See: https://gitlab.com/linagora/petals-cockpit/blob/c89b653dd525aa5c6abebbd2ae02656ad3df1906/frontend/e2e/workspace-needspetals.e2e-spec.ts,2
4490638,2017-02-21 14:37:59.673,Workspaces list should be closeable,"Even though a user can close the workspaces list by clicking on the current workspace, it still would make sense that it is closeable in the regular way (by clicking outside of the dialog).

Related : https://github.com/angular/material2/issues/3392
Fix in : https://github.com/angular/material2/pull/3460",2
4490543,2017-02-21 14:24:34.859,Add autofocus on the login page,The login field should be autofocused.,1
4490540,2017-02-21 14:24:03.640,Disable autofocus in mobile mode,This is bothering because the keyboard will popup and take all the screen.,1
4490537,2017-02-21 14:23:29.033,"In mobile, just added new workspace should not have an icon","In mobile, the workspaces in the workspaces list have no icon, but if you add one, it will have an icon.",1
4490532,2017-02-21 14:22:36.667,Import error on mobile goes out of the screen,,1
4490526,2017-02-21 14:22:03.737,Receiving a delete event via SSE should nicely handle the situation if on the deleted element page,"As a user, if I'm on an element or subelement that is deleted (su,sa,comp,sl undeploy, bus deletion, bus in progress deletion), I should be notified in a nice way so that I am not surprised and can optionally continue what I was doing if possible.

To be discussed what to do in that case:
 - simply go back to workspace main page
 - lock everything on the page and show a message saying it was deleted?",2
4490449,2017-02-21 14:13:15.438,New bus in progress are not broadcasted via SSE,"If two browsers are open on the same workspace, if one add a new bus in progress, it should appear in the other one (as with a bus import ok).",4
4490424,2017-02-21 14:10:58.494,"On mobile, clicking on the (+) to import a bus should close the sidebar",,3
4490417,2017-02-21 14:09:51.014,"During search in tree, elements hidden by fold should be made visible via unfold of their parent","From:
![image](/uploads/3b04876e4cb33ece31efae3e536723ab/image.png)

This is what happens:
![image](/uploads/f22d7ebf6487af41ae7f9574faa83d1a/image.png)

Instead of:
![image](/uploads/1074606c95ee9fef99cca1c1bc5e2d2e/image.png)",2
4490409,2017-02-21 14:09:08.771,Show the green led only on the current workspace,Feature of the year ! :fireworks:,1
4490393,2017-02-21 14:06:16.841,Containers' names in reachabilities are incorrect when using real petals,"When importing the bus on petals1, the names of the containers in the reachabilities are incorrect.

It is Container 5 and 6, instead of petals-cockpit1 and 2.",2
4489747,2017-02-21 12:41:15.549,Reload on a bus/container/component/su does not work,"Workspace is probably not loaded yet.
No error but infinitely loading.

Maybe take this opportunity to use resolve for loading workspace data!",4
4489468,2017-02-21 12:12:33.006,"Move logout, avatar and name to the top bar","In order to solve #233.

But keep name/avatar on the left when on mobile.",5
4489115,2017-02-21 11:29:50.675,Worskpace list should not gray the top bar,"In order to solve #233 

Most certainly, the dialog should be moved to the workspaces component and have it constrained to it in term of graying.",2
4488941,2017-02-21 11:08:15.687,Workspace deletion UI,"Related to #133

The deletion button should be in the workspace configuration pane (see #267), it should be red and a popup should confirm the action with a description of what will happen: everything in the workspace will be deleted.",3
4488931,2017-02-21 11:06:57.070,Workspace deletion API,"take care of stopping current import and stuffs like that...

Related to #133 ",3
4488773,2017-02-21 10:52:30.965,Component deployment UI,Using #235,5
4488766,2017-02-21 10:52:00.764,SU deployment UI,Using #236,3
4488761,2017-02-21 10:51:42.030,Spinner on workspaces list,Use the store to display previous data while fetching updated ones,2
4488758,2017-02-21 10:51:22.357,SU deployment API,"The backend should allow the frontend to trigger SU deployment via zip upload.

Related to #170.",3
4488749,2017-02-21 10:50:28.290,Component deployment API,"The backend should allow the frontend to trigger component deployment via zip upload.

Related to #182.",4
4488743,2017-02-21 10:49:20.577,Serve files toward petals for deployment,Related to #182 and #170,4
4445735,2017-02-20 10:17:12.647,Add a warning icon next to failed bus in progress in the side bar,,1
4445608,2017-02-20 10:02:30.022,Investigate batchActions w.r.t. Effects,"Basically, it seems that actions in batchActions are not taken into account by effects…

Either we need to extract the actions that should trigger effects, or this should be fixed upstream.
Second is better of course!",2
4445142,2017-02-20 09:18:12.464,Use navigate instead of dispatch when selecting a workspace,"In the workspace dialog, prefer to use navigate and relies on its implementation to fetch the workspace.",3
