issuekey,created,title,description,storypoints
110783356,2022-06-27 17:07:00.301,Support SGDbOps tolerations on the web console,"When #1707 is done, the web console should support for setting up SGDbOps tolerations.

**Acceptance Criteria:**

* [x] Support adding tolerations to any type of SGDbOps on the web console.
* [x] List the toleration info on the op summary
* [x] List the toleration info on the op details
* [x] Test the implementation",12
110756642,2022-06-27 09:56:10.017,Change backup ConrJob concurrencyPolicy to Forbid,"When the automatic backup scheduling is too aggressive the backup Job are created in parallel. There is not really a good reason to run backups in parallel so we should avoid that.

## Implementation plan

Change CronJob field `.spec.concurrencyPolicy` to `Forbid`

## Acceptance Criteria

* [ ] Implement the change
* [ ] Tests",8
110508474,2022-06-21 21:18:36.954,Support OIDC Auth for the AdminUI,"<!--
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""Feature Request"" label.

Issue tracker:

- https://gitlab.com/ongresinc/stackgres/-/issues?label_name=Feature%20Request 
and verify the issue you're about to submit isn't a duplicate.
-->

### Problem to solve

We would like to use KeyCloak as an OIDC provider for Web Console Auth

### Further details

Context: https://stackgres.slack.com/archives/C014UGLAD9R/p1655845008957569

We are wanting to avoid using Kubernetes Secrets to enable auth to the web console. Being able to leverage an OIDC provider, in our case KeyCloak, would be killer.

### Proposal

<!-- How could we going to solve the problem? -->

### Testing

<!-- What risks does this change pose? How might it affect the quality of the product?  -->


## Acceptance Criteria
<!-- Acceptance Criteria, Definition of Done, describe the expected output -->


### Links / references",40
110428371,2022-06-20 15:55:29.889,Manual backups shouldnt delete the job when done,"Backups started from the SGBackupConfig ( aka automatic backups ) don't clean the Job when completed, so logs can be reviewed afterwards, when starting a backup from the UI ( aka Manual backups ) the job is cleaned when the backup is completed, that is very annoying, the only way is to get the logs is to wait for them in real time, not a good option if the process takes long, much better to simply not clean job, so log can be reviewed later..",4
110424243,2022-06-20 15:07:50.622,Edit SGPostgresConfig form should only list custom parameters,"### Summary

When editing an SGPostgresConfig from the web console, the form shows all the parameters on the configuration, including the default values which have not been set by the user, but by StackGres.

![image](/uploads/ed367bd9779c447502e6d4e29289b0a2/image.png)


### Expected Behaviour

The form should only list parameters which have been explicitly set by the user.


- StackGres version: `1.2.0`",12
110252827,2022-06-16 17:10:07.653,Simplify action buttons names on CRD Details,"### Summary
CRDs Details views have a row of action buttons: `Edit`, `Clone`, and `Delete`. All those buttons are followed by the CRD Kind. This makes the actions section very verbose, specially on the Configurations:
- `Edit Configuration`
- `Clone Configuration`
- `Delete Configuration`

Since there are more action items on that same row, we should simplify the naming of these buttons. We propose removing the CRD Kind and leave just the action itself: `Edit`, `Clone`, and `Delete`.

Furthermore, on the Cluster Details view, the `Clone` button is actually named `Clone Cluster Configuration`. We propose renaming it to just `Clone`, because:
1. When the User clicks on `Clone Cluster Configuration`, a warning appears explaining that what's being cloned is the Cluster Configuration.
2. On the List views, all `Clone` icons are identical for all Kinds, and this has never felt misleading.

### Environment
- StackGres version: 1\.2.0

### Relevant logs and/or screenshots
![Screenshot_2022-06-16_at_18.51.41](/uploads/19e91e1cec8197d0305f4c6999e7581e/Screenshot_2022-06-16_at_18.51.41.png)
![Screenshot_2022-06-16_at_18.51.49](/uploads/ac3743bc296cebe7d174f05abc79bdf0/Screenshot_2022-06-16_at_18.51.49.png)",4
110251894,2022-06-16 16:45:05.621,Add button to go back to List view on Cluster Details,"### Summary
CRDs Details on the Web Console include a button to go back to the full List of resources of the same kind. This button exists on all CRDs except the Cluster. 

### Environment
- StackGres version: 1\.2.0",4
110247195,2022-06-16 15:12:09.408,Pods can't start in Namespaces with Resource Quotas,"<!--
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""Bug"" label.

Issue tracker:

- https://gitlab.com/ongresinc/stackgres/-/issues?label_name=Bug

and verify the issue you're about to submit isn't a duplicate.
-->
### Summary

In Namespaces with ResourceQuotas assigned, the StatefulSet cannot start pods because not all containers have requests and limits set.

### Current Behaviour 

Pods fail to create because not all containers have requests and limits set.

#### Steps to reproduce

1. Create a Namespace
2. Create a ResourceQuota

```yaml

apiVersion: v1
kind: ResourceQuota
metadata:
  labels:
    app.kubernetes.io/instance: ttd-namespaces
  name: kpop-test-quota
  namespace: kpop-test
spec:
  hard:
    limits.cpu: 2
    limits.memory: 4Gi
    requests.cpu: 1
    requests.memory: 2Gi
```

3. Create a Cluster
4. Inspect the StatefulSet

### Expected Behaviour

The pods should be able to be scheduled.

### Possible Solution

All containers (including initContainers) should have requests and limits set.

### Environment

- StackGres version:
<!-- if you have used helm, you can use:  `helm get notes -n stackgres stackgres-operator` 
more generic: `kubectl get deployments -n stackgres stackgres-operator --template '{{ printf ""%s\n"" (index .spec.template.spec.containers 0).image }}'`
-->
- Kubernetes version: 1.19-1.21
- Cloud provider or hardware configuration: EKS


### Relevant logs and/or screenshots

```
  Warning  FailedCreate  4s (x104 over 42h)  statefulset-controller  create Pod pobrien-test-0 in StatefulSet pobrien-test failed error: pods ""pobrien-test-0"" is forbidden: failed quota: kpop-test-quota: must specify limits.cpu,limits.memory,requests.cpu,requests.memory
```",8
110244908,2022-06-16 14:31:18.795,Add in the UI support to the new minor PG version 14.4,"We need to add support to a new minor version. PostgreSQL version 14.4.

We need also to add an expressive warning for each minor previous release in the 14 major. The reason is that this minor versions could generate a data corruption and different bugs that are fixed and we should be clear that is dangerous.

Acceptance criteria:
- [x] Add the support to the new minor release.
- [x] Create the Warning messages for the UI.",4
110196135,2022-06-15 21:32:03.094,Support cert-manager Certificates for the Stackgres Operator,"<!--
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""Feature Request"" label.

Issue tracker:

- https://gitlab.com/ongresinc/stackgres/-/issues?label_name=Feature%20Request 
and verify the issue you're about to submit isn't a duplicate.
-->

### Problem to solve

We would like to use [cert-manager](https://cert-manager.io/) issued TLS certificates instead of passing our own in via values.yaml or using a self-signed certificate.

### Further details

This would considerably ease Operations on our side as we already have a working cert-manager installation in all of our clusters.

### Proposal

I think the first step would be to generate the self-signed certificates as a `kubernetes.io/tls` Secret that matches the format that cert-manager creates:

```
apiVersion: v1
data:
  ca.crt: <ca-cert>
  tls.crt: <tls-cert>
  tls.key: <tls-key>
kind: Secret
metadata:
  annotations:
  name: test-tls-cert
  namespace: test
type: kubernetes.io/tls
```

After that I believe we would want a flag in values.yaml that would allow us to easily turn off cert generation:

```
cert:
  auto_generate: true
```

I think we would also probably want to be able to name the Secret that would get volume mounted?

If you know of a workaround here I am all ears. I searched through the docs and Issues and couldn't find anything relevant.

### Testing

<!-- What risks does this change pose? How might it affect the quality of the product?  -->


## Acceptance Criteria

* [x] Allow to use an already existent secrets for both operator and REST API
* [x] Add a flag in order to create cert manager custom resources that allow to create the operator secret automatically
* [x] Tests
### Links / references",16
