issuekey,created,title,description,storypoints
109014572,2022-05-24 06:37:36.833,Namespace dropdown doesn't default to the namespace in the URL params,"Namespace dropdown doesn't default to the namespace in the URL params since its looking for namespace id on a non-existent order (`current_namespace_id: @order&.gl_namespace_id` in `_new_gitlab_com_subscription.html.haml` but on new subscription purchase flow, the order is yet to be created).

Since we're in related area, it's also worth removing non-applicable reference to subscription when creating a new SaaS subscription.

![Screen_Shot_2022-05-24_at_6.40.35_PM](/uploads/5e37c52bb52f413fabced01e10453b13/Screen_Shot_2022-05-24_at_6.40.35_PM.png)

Created from [this note](https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/3242#note_653915057)

> In `app/views/subscriptions/_new_gitlab_com_subscription.html.haml`:

> * If we are creating a new subscription, there should be no `subscription_id` params, thus no `@subscription` and no `@order`.
> * `current_namespace_id` is required to set the default selected namespace, but should it be from `params[:gl_namespace_id]` instead of from `@order&.gl_namespace_id`?

> ```
> #js-new-gitlab-com-subscription{ data: { subscriptions_path: subscriptions_path,
>   plan_id: @plan.id,
>   plan_name: @plan.name,
>   customer: CustomerPresenter.new(current_customer).present.to_json,
>   subscription: @subscription ? SubscriptionPresenter.new(@subscription, current_customer).present : nil,     <---
>   namespaces: gitlab_namespaces_for_select.to_json,
>   namespaces_with_paid_plan: gitlab_namespaces_ineligible_for_purchase_ids,
>   current_namespace_id: @order&.gl_namespace_id,                                                              <---
>   seat_price: @plan.price,
>   payment_methods: @payment_methods.to_json } }
> ```

 <br/>

`init_new_gitlab_subscription.js` and `new_gitlab_subscription_form.vue` might need some cleanup with the above changes to remove `subscription` usage.

A couple of things to make sure with the changes:

1. The default selected namespace when visiting the new SaaS subscription page should be the one in the params (this is broken currently since its looking for namespace on non-existent order for yet to be purchased subscription)
2. We're still able to preview transaction when selecting different namespaces with correct prices and purchasing new subscription still works as before",2
108983087,2022-05-23 14:33:45.721,CustomersDot <> GitLab.com Access Token Short Expiry,"## Summary

Unsure if this is a ""bug"" per se, and [from slack discussions](https://gitlab.slack.com/archives/CMJ8JR0RH/p1653039025967549), nothing on cdot code has changed recently.  But multiple support engineers have noticed this as seemingly different from how it worked until now.

Recently (within the last week as of 2022-05-23), Support team has noticed customer's cDot accounts no longer being linked to their GitLab.com users.  From admin point of view, ""GitLab Groups"" page shows `Customer has not linked their GitLab.com account.` even when the Customer record has a `uid` and `gitlab` provider.  This creates an extra challenge for us on the support side due to reduced visibility on customer's namespaces.

From a customer POV, My Account > Your GitLab.com account shows `No account linked.` _unless_ the view is loaded as a customer logging into cDot using their GitLab account.

In the history tab, very recent entries exist nullifying the access token.  For example, [my account on customers.staging](https://customers.staging.gitlab.com/admin/customer/59644): 

> 2022-05-23 13:35 | khughes+test63@gitlab.com | update [updated_at = 2022-05-23 13:35:35 UTC, access_token = ] 

The Provider is (and has been) `gitlab` and UID is `1688436` ([my staging account](https://staging.gitlab.com/khughes))

The question here is: what changed and is it worth investigating?

It seems like nothing on cDot side has changed recently, so perhaps GitLab.com side?

### Support impact

There are a few services on cDot side which do rely on user-level access token when available, for example [Gitlab::HostedPlans::CreateTrialService](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/b3f20f2538d4da3bd016e19f86938e118f420f76/app/services/gitlab/hosted_plans/create_trial_service.rb#L115-121).  Support tooling [relies on that service](https://gitlab.com/gitlab-com/support/toolbox/console-training-wheels/-/blob/master/lib/support_team.rb#L143) for ""extending"" expired subscriptions; it doesn't currently supply an admin token so it fails to work otherwise.  Anecdotally speaking, this has worked fine up until very recently where we're now seeing accounts that had persisted access_tokens being invalidated.

### Customer impact

For the customer purchasing perspective, it contributes to a bit of a confusing process when managing an existing subscription.  Again, using my staging account (which was previously linked), trying to add minutes into an existing sub:

![screenshot-2022-05-23-10_29](/uploads/0961cc676bc8241044eaea608396cb72/screenshot-2022-05-23-10_29.png)

Sends me to the purchase URL (`https://customers.staging.gitlab.com/subscriptions/new?plan_id=2c92a0086a07f4a8016a2c0a1f7b4b4c&subscription_id=A-S00082613&transaction=ci_minutes`) now requiring an extra step to re-link: `https://customers.staging.gitlab.com/auth/gitlab?redirect_to=https%3A%2F%2Fcustomers.staging.gitlab.com%2Fsubscriptions%2Fnew%3Fplan_id%3D2c92a0086a07f4a8016a2c0a1f7b4b4c%26subscription_id%3DA-S00082613%26transaction%3Dci_minutes`

which resulted in a 404

![screenshot-2022-05-23-10_30](/uploads/2146394e4d2f48c58dfdaf04f790774c/screenshot-2022-05-23-10_30.png)

Refreshed the page landed me back at the purchase workflow

![screenshot-2022-05-23-10_31](/uploads/7c66b37a566044ccc83d97a40ed32e59/screenshot-2022-05-23-10_31.png)

## Workarounds

* Have the customer re-link their account, possibly every few hours?
* Note for console users needing to workaround it: pass `is_admin=true` to [BaseTrialService](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/cc75943924e1874a37640dca3929d2ca023d29c5/app/services/gitlab/base_trial_service.rb#L11)

Example:  https://gitlab.zendesk.com/agent/tickets/303004
<!---
Please add both severity and priority level according to: https://docs.gitlab.com/ee/development/contributing/issue_workflow.html#severity-labels
--->",3
108813978,2022-05-19 14:16:02.959,[BE] Emoji in Customer name causes errors interacting with Zuora,"### Problem

Customers are able to set emoji in their names in CustomersDot accounts. When we try to make a subscription purchase, we take the `bill_to_contact` details from the Customer record in the CustomersDot app. This results [in the following error from Zuora:](https://sentry.gitlab.net/gitlab/customersgitlabcom/issues/3267234/events/76539035/)

```ruby
Body: [{""Success""=>false, ""Errors""=>[{""Code""=>""UNKNOWN_ERROR"", ""Message""=>""Operation failed due to an unknown error.""}]}]
```

<img src=""/uploads/97e77d6dcc65d008dc0e8d5144c528c4/CleanShot_2022-05-09_at_15.05.09.png"" width='500px' />

### Steps to reproduce

1. Create a new account on Gitlab
3. Navigate to CustomersDot and select `sign in with Gitlab`
4. Fill out the details to register for a customers dot account, and add an emoji to the first name
5. Create a group on GitLab and navigate to billing
6. Select a plan, fill out the details and submit the purchase
7. There is an `UNKNOWN_ERROR` message

<img src=""/uploads/5901d4353e4af31417b9a499a1a3d103/CleanShot_2022-05-09_at_14.54.59.png"" width='500px' />

#### Workaround

Once the emoji is removed from the name on the customers dot account, the purchase completes successfully.

### Proposal

1. Don't allow customers to create or edit their account to have emoji in their: `first_name, last_name, company`",3
108774546,2022-05-18 22:49:29.348,Order actions: update a product in a subscription (amendment),"<!-- Please complete the template below as best as you can. Make sure to check if this issue has already been raised by someone else first to avoid duplication. 

For each section below, please add screenshots or links or anything that may help visual learners understand the problem better, even if this takes you an extra minute or two this is a great help to some folks.

https://www.learning-styles-online.com/style/visual-spatial/

-->

### Problem

Similar to [other amendment actions](https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/4323#problem), we need a service to that creates an `orderActions` object when a [product in a subscription is updated](https://knowledgecenter.zuora.com/Billing/Subscriptions/Orders/AC_Orders_Tutorials/C_Update_a_Product_in_a_Subscription?_gl=1%2A1udimk6%2A_ga%2AMzk3MTU1OTE4LjE2NDgwNjkzODE.%2A_ga_MY8CQ650DH%2AMTY1MjkxMjQ0OC41Ny4xLjE2NTI5MTM3NTAuMA..&_ga=2.124943242.1673435247.1652906974-397155918.1648069381).

### Proposal

<!-- Consult with `@gitlab-com/business-technology/enterprise-apps/zuora-architects` on the ~""Enterprise Applications"" team if Zuora business logic is involved. -->

n the module `app/services/order_actions`, create a service class `UpdateProduct`.

The service implements the following:

* inherits `OrderActions::BaseService`
* defines `#execute` method that accepts `params`

The `#execute` method constructs `orderAction` object to add a product to a subscription, with the below parameters:
| Parameter | Type | Description |
|-----------|------|-------------|
| `type` | String | Constant value: `UpdateProduct ` |
| `triggerDates` | Array of Objects | Each object has the keys: `name` and `triggerDate`. Defines `ContractEffective`, `ServiceActivation` and `CustomerAcceptance` dates |
|`updateProduct `|Object|Defines `ratePlanId ` and `chargeOverrides` (see example payload below)|

<details>
<summary> Example request </summary>

```
{
  ""type"": ""UpdateProduct"",
  ""triggerDates"": [
    {
      ""name"": ""ContractEffective"",
      ""triggerDate"": $Today
    },
    {
      ""name"": ""ServiceActivation"",
      ""triggerDate"": $Today
    },
    {
      ""name"": ""CustomerAcceptance"",
      ""triggerDate"": $Today
    }
  ],
  ""updateProduct"": {
    ""ratePlanId"": $RPId,
    ""chargeUpdates"": [
      {
        ""chargeNumber"": $ChargeNum,
        ""pricing"": {
          ""recurringVolume"": {
            ""quantity"": 50
          }
        }
      }
    ]
  }
}

```

</details>

### Result

### Next steps (if any)

### How will we measure success?",2
108774317,2022-05-18 22:37:24.130,Order actions: renew subscription (amendment),"<!-- Please complete the template below as best as you can. Make sure to check if this issue has already been raised by someone else first to avoid duplication. 

For each section below, please add screenshots or links or anything that may help visual learners understand the problem better, even if this takes you an extra minute or two this is a great help to some folks.

https://www.learning-styles-online.com/style/visual-spatial/

-->

### Problem

CDot portal currently supports ability to renew a subscription using the [amendment api](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/68a37d0799e631fd9430ad07cebd620fdd97a271/app/services/amend_subscription_service.rb#L156).

In the Orders API renewing a subscription can be done with `orderAction` of type `RenewSubscription`.

Similar to [other amendment actions](https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/4323#problem), we need a service to that creates an `orderActions` object when a [subscription is being renewed](https://knowledgecenter.zuora.com/Billing/Subscriptions/Orders/AC_Orders_Tutorials/C_Renew_a_Subscription?_ga=2.158945338.1673435247.1652906974-397155918.1648069381&_gl=1%2A1yg5lba%2A_ga%2AMzk3MTU1OTE4LjE2NDgwNjkzODE.%2A_ga_MY8CQ650DH%2AMTY1MjkwNjk3Mi41Ni4xLjE2NTI5MDgyMDUuMA..).

### Proposal

<!-- Consult with `@gitlab-com/business-technology/enterprise-apps/zuora-architects` on the ~""Enterprise Applications"" team if Zuora business logic is involved. -->

Order related services can be summarized in the following way:

![Orders_architecture](/uploads/1283f86682dff3e6aa5aff82959502de/Orders_architecture.jpg)

The renewal order action can be supported with the below steps:

- [ ] Create a `RenewSubscription` order action service in `app/services/zuora/orders/actions`. The service inherits `Zuora::Orders::Actions::BaseService`
- [ ] Implement `#execute` method. The `#execute` method returns the hash required by `RenewSubscription` orderAction (`type` and `triggerDates`)
- [ ] Since `CreateSubscription` service also implements `triggerDates` (see [source](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/68a37d0799e631fd9430ad07cebd620fdd97a271/app/services/zuora/orders/actions/create_subscription.rb#L42)), we can create an entity for `TriggerDates` in `app/services/zuora/orders/entities`. Use this entity in `RenewSubscription` and refactor `CreateSubscription` to use it. Example of an entity: [`NewAccount`](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/main/app/services/zuora/orders/entities/new_account.rb).


### References

`RenewSubscription` orderAction attributes:

| Parameter | Type | Description |
|-----------|------|-------------|
| `type` | String | Constant value: `RenewSubscription` |
| `triggerDates` | Array of Objects | Each object has the keys: `name` and `triggerDate`. Defines `ContractEffective`, `ServiceActivation` and `CustomerAcceptance` dates <br/>`ContractEffective`: $Subscription.term_end_date <br/>`ServiceActivation`: current_date <br/>`CustomerAcceptance`: Not present in existing payload. We can probably use current date.   <br/>Refer example below for object construction. |

<details>
<summary> Example return object </summary>

```
{
  ""type"": ""RenewSubscription"",
  ""triggerDates"": [
    {
      ""name"": ""ContractEffective"",
      ""triggerDate"": ""$Subscription.term_end_date""
    },
    {
      ""name"": ""ServiceActivation"",
      ""triggerDate"": ""$Today""
    },
    {
       ""name"": ""CustomerAcceptance"",
       ""triggerDate"": ""$Today""
    }
  ]
}
```

</details>

### Result

The service constructs the `orderActions` object to renews a subscription.

### Next steps (if any)

### How will we measure success?",2
108774061,2022-05-18 22:22:36.431,Order actions: service to remove a product from a subscription (amendment),"<!-- Please complete the template below as best as you can. Make sure to check if this issue has already been raised by someone else first to avoid duplication. 

For each section below, please add screenshots or links or anything that may help visual learners understand the problem better, even if this takes you an extra minute or two this is a great help to some folks.

https://www.learning-styles-online.com/style/visual-spatial/

-->

### Problem

Similar to [other amendment actions](https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/4323#problem), we need a service to that creates an `orderActions` object when a [product is being removed from a subscription](https://knowledgecenter.zuora.com/Billing/Subscriptions/Orders/AC_Orders_Tutorials/D_Remove_a_Product_from_a_Subscription?_ga=2.132862094.1673435247.1652906974-397155918.1648069381&_gl=1%2Azr4393%2A_ga%2AMzk3MTU1OTE4LjE2NDgwNjkzODE.%2A_ga_MY8CQ650DH%2AMTY1MjkxMjQ0OC41Ny4wLjE2NTI5MTI0NDguMA..).

### Proposal

<!-- Consult with `@gitlab-com/business-technology/enterprise-apps/zuora-architects` on the ~""Enterprise Applications"" team if Zuora business logic is involved. -->

In the module `app/services/order_actions`, create a service class `RemovedProduct`.

The service implements the following:

* inherits `OrderActions::BaseService`
* defines `#execute` method that accepts `params`

The `#execute` method constructs `orderAction` object to add a product to a subscription, with the below parameters:

| Parameter | Type | Description |
|-----------|------|-------------|
| `type` | String | Constant value: `RemoveProduct ` |
| `triggerDates` | Array of Objects | Each object has the keys: `name` and `triggerDate`. Defines `ContractEffective`, `ServiceActivation` and `CustomerAcceptance` dates |
| `removeProduct ` | Object | Defines `ratePlanId`, the rate plan ID of the product being removed |

<details>

<summary> Example return object </summary>
{
  ""orderDate"": ""$Today"",
  ""existingAccountNumber"": ""$AccountNum"",
  ""subscriptions"": [
    {
      ""subscriptionNumber"": ""$SubscriptionNum"",
      ""orderActions"": [
        {
          ""type"": ""RemoveProduct"",
          ""triggerDates"": [
            {
              ""name"": ""ContractEffective"",
              ""triggerDate"": ""$Today""
            },
            {
              ""name"": ""ServiceActivation"",
              ""triggerDate"": ""$Today""
            },
            {
              ""name"": ""CustomerAcceptance"",
              ""triggerDate"": ""$Today""
            }
          ],
          ""removeProduct"": {
            ""ratePlanId"": ""$RPId""
          }
        }
      ]
    }
  ],
  ""processingOptions"": {
    ""runBilling"": false,
    ""collectPayment"": false
  }
}
</details>

### Result

The service constructs the `orderActions` object to remove a product from a subscription.

### Next steps (if any)

### How will we measure success?",2
108773221,2022-05-18 21:38:03.463,Order actions: service to add a product to a subscription (amendment),"<!-- Please complete the template below as best as you can. Make sure to check if this issue has already been raised by someone else first to avoid duplication. 

For each section below, please add screenshots or links or anything that may help visual learners understand the problem better, even if this takes you an extra minute or two this is a great help to some folks.

https://www.learning-styles-online.com/style/visual-spatial/

-->

### Problem

CDot uses the Zuora's amend subscription API for at least the following use cases:

  - [remove a product](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/c5b1db13d4af8db292118c2227c696c1ee8f61c2/app/services/amendment_base_service.rb#L39) ([downgrade main product](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/main/app/services/amend_subscription_service.rb#L30))
  - [add a new product](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/c5b1db13d4af8db292118c2227c696c1ee8f61c2/app/services/amendment_base_service.rb#L45) ([upgrade main product](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/main/app/services/amend_subscription_service.rb#L30))
  - [renew subscription](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/c5b1db13d4af8db292118c2227c696c1ee8f61c2/app/services/amend_subscription_service.rb#L139)
  - [apply true ups](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/c5b1db13d4af8db292118c2227c696c1ee8f61c2/app/services/amend_subscription_service.rb#L32) (add a new product)
  - [update product](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/c5b1db13d4af8db292118c2227c696c1ee8f61c2/app/services/amend_subscription_service.rb#L33)

Although they are all amendment actions, in the Orders API each of it are **different** Order actions and their payload varies.

In this issue, we will focus on creating a service to [Add a Product to a subscription](https://knowledgecenter.zuora.com/Billing/Subscriptions/Orders/AC_Orders_Tutorials/A_Add_a_Product_to_a_Subscription?_ga=2.166350910.1673435247.1652906974-397155918.1648069381&_gl=1%2A5yur29%2A_ga%2AMzk3MTU1OTE4LjE2NDgwNjkzODE.%2A_ga_MY8CQ650DH%2AMTY1MjkwNjk3Mi41Ni4xLjE2NTI5MDgyMjMuMA..).

### Proposal

<!-- Consult with `@gitlab-com/business-technology/enterprise-apps/zuora-architects` on the ~""Enterprise Applications"" team if Zuora business logic is involved. -->

In the module `app/services/zuora/orders/actions`, create a service class `AddProduct`.

The service implements the following:
  * inherits `Zuora::Orders::Actions::BaseService`
  * defines `.execute` method that accepts `params` and instantiates an object of the class and invoked `#execute`
  * defines `#execute` method

The `#execute` method constructs `orderAction` object to add a product to a subscription, with the below parameters:

|Parameter|Type|Description|
|---|---|---|
|`type`|String|Constant value: `AddProduct`|
|`triggerDates`|Array of Objects| Each object has the keys: `name` and `triggerDate`. </br> Defines `ContractEffective`, `ServiceActivation` and `CustomerAcceptance` dates|
|`addProduct`|Object|Defines `productRatePlanId` and `chargeOverrides` (see example payload below)|

The params are set in accordance to the current logic for adding a new product in `AmendSubscriptionService`

<details>
<summary> Example return object: </summary>

```json
{
  ""orderDate"": $Today,
  ""existingAccountNumber"": $AccountNum,
  ""subscriptions"": [
    {
      ""subscriptionNumber"": $SubscriptionNum,
      ""orderActions"": [
        {
          ""type"": ""AddProduct"",
          ""triggerDates"": [
            {
              ""name"": ""ContractEffective"",
              ""triggerDate"": $Today
            },
            {
              ""name"": ""ServiceActivation"",
              ""triggerDate"": $Today
            },
            {
              ""name"": ""CustomerAcceptance"",
              ""triggerDate"": $Today
            }
          ],
          ""addProduct"": {
            ""productRatePlanId"": $ProductRPId,
            ""chargeOverrides"": [
              {
                ""productRatePlanChargeId"": $ProductRPChargeId,
                ""pricing"": {
                  ""recurringFlatFee"": {
                    ""listPrice"": 10
                  }
                }
              }
            ]
          }
        }
      ]
    }
  ],
  ""processingOptions"": {
    ""runBilling"": false,
    ""collectPayment"": false
  }
}
```

</details>


### Result

The service constructs the `orderActions` object to add a new product to a subscription.

### Next steps (if any)

The service is used in `OrderManagerService` to add a new product to a subscription.

### How will we measure success?",2
108735850,2022-05-18 10:19:08.979,Allow validating older licenses in Admin,"### Problem

During a recent incident, a [license](https://customers.gitlab.com/admin/license/20343) that was created in 2017 was validated in `/admin/license/validate_license`. The validations for a license have changed over time and now require fields like expires at, zuora subscription id or zuora subscription name to be present. 

Since this wasn't the case when the mentioned license was created, the license can not be decrypted in `/admin/license/validate_license`.

### Proposal

Allow using `/admin/license/validate_license` with older licenses that aren't decrytable as of today because of validation changes. At the moment there are two display, a green alert for a successful validation and a red one for any issues with validating the license. Add a yellow alert for licenses that aren't considered valid anymore to differentiate between an actual valid license and a license that was once considered valid.

### Result

Ability to validate older license in `/admin/license/validate_license`.",1
108703553,2022-05-17 20:28:36.654,Use order manager service in subscription controller,"<!-- Please complete the template below as best as you can. Make sure to check if this issue has already been raised by someone else first to avoid duplication. 

For each section below, please add screenshots or links or anything that may help visual learners understand the problem better, even if this takes you an extra minute or two this is a great help to some folks.

https://www.learning-styles-online.com/style/visual-spatial/

-->

### Problem

Once we have the elements to create an order, the next step is we use it to create a new subscription. This change should be feature flagged.

### Proposal

<!-- Consult with `@gitlab-com/business-technology/enterprise-apps/zuora-architects` on the ~""Enterprise Applications"" team if Zuora business logic is involved. -->

When feature flag is turned on, use  [`OrderManagerService`](https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/4314) when creating a new subscription via the [`SubscriptionsController`](https://gitlab.com/gitlab-org/customers-gitlab-com/-/blob/66c2b5da4aa5a9d338c3bd2bbe1cee96933772b9/app/controllers/subscriptions_controller.rb#L80) workflow.

Marketplace changes to be handled as part of https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/4526

:warning: Ensure the Subscription via Orders API workflow is enabled only when:

- Feature flag is enabled
- Not a marketplace request
- Not a preview

### Result

Orders API is used to create subscription.

### Next steps (if any)

### How will we measure success?",2
108700526,2022-05-17 19:02:55.175,Create job for Zuora Order client,"<!-- Please complete the template below as best as you can. Make sure to check if this issue has already been raised by someone else first to avoid duplication. 

For each section below, please add screenshots or links or anything that may help visual learners understand the problem better, even if this takes you an extra minute or two this is a great help to some folks.

https://www.learning-styles-online.com/style/visual-spatial/

-->

### Problem

In CDot, Zuora actions are usually invoked as a [background job](https://gitlab.com/gitlab-org/customers-gitlab-com/-/tree/main/app/jobs/zuora/actions), as these actions make API calls to Zuora.

Once we have [Zuora::Order action](https://gitlab.com/gitlab-org/customers-gitlab-com/-/issues/4286) created, we can similarly add a background job that invokes the order action. 

### Proposal

<!-- Consult with `@gitlab-com/business-technology/enterprise-apps/zuora-architects` on the ~""Enterprise Applications"" team if Zuora business logic is involved. -->

Create `Zuora::Actions::Order` job in `app/jobs/zuora/actions`. 

The `#perform` method has supports the following:

  - it accepts `params` argument. The argument supports keys that `IronBank::Actions::Order` accepts: `orderDate`, `existingAccountNumber`, `subscriptions` and `processingOptions`.
  - It invokes IronBank Order action `IronBank::Actions::Order.call(params)`
  - returns the result returned by IronBank Order action
  - handles appropriate exceptions

### Result

The `Zuora::Actions::Order` job is used to create orders in Zuora.

### Next steps (if any)



### How will we measure success?",1
