issuekey,created,title,description,storypoints
14034537,2018-09-10 14:00:59.295,Add bootstrap-vue's alert,Add https://bootstrap-vue.js.org/docs/components/alert to gitlab-ui,4
13900356,2018-09-04 19:16:14.202,Formalize utility-first css preference,"## Proposal 

Let's formalize a ""utility-first"" CSS preference (this is different than ""utility-only""):

1. Start with utility classes.
2. If composing utility classes into a component class removes code duplication and encapsulates a clear responsibility, do it. 

**Why?**

- ""utility-first"" encourages the organic growth of component classes.
- It prevents the creation of one off not reusable classes.
- It keeps component classes cohesive, since they can be combined with other utility classes.
- It also encourages the creation of design-centered classes (e.g. button, alert, input), rather than domain-centered classes (e.g. security-report-widget, commit-header-icon).

**Inspiration:**

- [Tailwind](https://tailwindcss.com/docs/extracting-components/)

## Description

Throughout all Frontend projects, it is unclear when to prefer utility classes vs. component classes. Let's formalize our preference and add it to our FE documentation.

**What are utility classes?**

`.d-flex.prepend-top-default.append-bottom-default`

[Bootstrap4 introduced many utility classes](https://getbootstrap.com/docs/4.1/utilities/) that each apply a single CSS rule. We've also adopted this pattern and created some custom utility classes. These are helpful for quickly overriding styles that are highly specific. 

**What are component classes?**

`.component-header`

This is the common practice of creating CSS classes that encapsulate a logical set of rules.

## Analysis

**What are our goals?**

- Increase maintainability
- Reduce CSS bloat 

**Advantages of utility classes:**

- Prevents the need for one-off CSS classes that are never reused

**Disadvantages of utility classes:**

- Harder to read
- Harder to edit in the browser inspector
- The set of utility classes applied to an element is not reusable (although the Vue component itself is reusable)

**Advantages of component classes:**

- Easier to read
- Easier to edit in the browser inspector
- Reusable
- Semantically describes the HTML element

**Disadvantages of component classes:**

- When reused in the wrong place, it can cause coupling of unrelated elements, hurting modifiability.
- Naming of these classes can easily be inconsistent and unintuitive (e.g. wrapper, container, content, etc.

## Conclusion

There is nothing keeping us from doing both, but using either inappropriately leads to a brittle style sheet. `utility-first` is a pragmatic way to ensure we are creating the right kind of component classes.

## Related Resources

- https://davidtheclark.com/on-utility-classes/
- https://adamwathan.me/css-utility-classes-and-separation-of-concerns/",1
13436092,2018-08-14 17:57:10.748,Document contribution steps on how to create wrapped components,"Document contribution steps on how to create wrapped components

## Steps
1. Select a component
1. Determine the scenarios (different types of implementations) in which this component is used in gitlab-ce/ee
1. Document those scenarios in an issue
1. Select a scenario that is implemented in gitlab-ce/ee that you will replace with your component
1. Create a MR to [gitlab-ui](https://gitlab.com/gitlab-org/gitlab-ui/) implementing your new component
   1. Be sure to name your MR `feat: <commit message>` as that is needed for our npm release CI job
   1. Create `component.vue` in `components/` directory
   1. Create a story `component.js` in `stories/` directory
   1. Run `yarn test --updateSnapshot` to generate your image snapshots for diffing
1. Create a MR to gitlab-ce/ee to replace the scenario implementation that you previously selected
   1. Update your `package.json` dependency reference of `@gitlab-org/gitlab-ui` to the URL output of the `upload_artifacts` ci job in your gitlab-ui MR
   1. Run `yarn install` to make sure that the `gitlab-ui` contents are installed
   1. Add a new component import to `app/assets/javascripts/commons/gitlab_ui.js` so that your component is globally registered
1. Once you've verified that your integration MR to gitlab-ce/ee is working, assign a maintainer to review both gitlab-ui and gitlab-ce/ee MRs
1. Maintainer will merge the gitlab-ui MR, run the manual CI job on `master` to make a new release onto NPM
1. (You or maintainer) will update your integration MR `package.json` dependency reference to the newly released `gitlab-ui` version
1. Maintainer will merge the integration MR

## Methods to streamline steps
1. Create CLI (eg. yeoman) to create templates for gitlab-ui MR https://gitlab.com/gitlab-org/gitlab-ui/issues/14
   1. Auto generate `component.vue` in components directory
   1. Auto generate `component.js` in stories directory
1. Create system for checking commit messages and MR titles so that they fit the semantic release format",2
13320937,2018-08-08 14:59:03.009,Add bootstrap-vue's pagination,"Add bootstrap-vue's pagination

## Existing Scenarios in CE

- Navigation-based Vue component: pagination buttons are links to next/previous result pages (requires page reload)

## Existing Implementations in CE

- [table_pagination.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/vue_shared/components/table_pagination.vue) is used in:
  - [container.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/environments/components/container.vue)
  - [groups.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/groups/components/groups.vue)
  - [pipelines.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/pipelines/components/pipelines.vue)
  - [table_registry.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/registry/components/table_registry.vue)
",4
13320871,2018-08-08 14:55:30.738,Add bootstrap vue's tooltip,"
",4
13319763,2018-08-08 13:56:36.035,Add bootstrap vue's modal to gitlab-ui,"## Scenarios of modal's in GitLab
- Dynamic content modal
   - One modal DOM element with dynamic data loaded across multiple button triggers
- 1 to 1 modal
   - One modal DOM element mapped to one button trigger
- Button in HAML, Modal in Vue

## Current implementations of modal's in GitLab
- [gl_modal.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/vue_shared/components/gl_modal.vue) - 11 instances in CE
   - Dynamic content modal (4 count)
   - 1:1 (3 count)
   - button in HAML (4 count)
- [deprecated_modal.vue](https://gitlab.com/gitlab-org/gitlab-ce/blob/master/app/assets/javascripts/vue_shared/components/deprecated_modal.vue) - 7 instances in CE
   - Dynamic content modal (1 count)
   - 1:1 (1 count)
   - button in HAML (5 count)",4
13309501,2018-08-08 07:22:52.428,add lint,we should copy eslint (and probably prettier) config from gitlab-ce repo - https://gitlab.com/gitlab-org/gitlab-ce/blob/master/.eslintrc.yml,3
30791244,2018-07-10 10:46:23.914,Frontend for showing × on label to remove the label in sidebar,"We add a chip with an `x` icon (`icn/close`) that can be clicked to delete the label. The chip will change its style and show a background on hover and active states.

The shape of the chip will be a `16px x 16px` circle. The icon inside should be `8px x 8px`. The margin with the label name is `2px` and the padding on the right side of the chip is `4px`. Spec previous will be uploaded with all these measurements.

The target area of the chip will be a `16px x 16px` square independently of its shape.

The hover state for the circle should revert to the color in the label when a white background is used (such as with scoped labels) and the 'x' icon color should be the same color as either the label color or the text color when on a white background (if applicable).

### Solution  
![Screen_Recording_2020-06-16_at_11.24.51_AM](/uploads/196aa5750ce9b3b6f770fb27e740977a/Screen_Recording_2020-06-16_at_11.24.51_AM.mov)

[See Figma UI Pajamas kit for more details on tokens](https://www.figma.com/file/qEddyqCrI7kPSBjGmwkZzQ/Pajamas-UI-Kit?node-id=425%3A141)

<details>
### Previous solution proposal  

We currently underline the label's name when hovering. This underline should be removed when hovering over the chip.

| States | Sidebar |
| ------ | ------- |
| <img src=""https://gitlab.com/gitlab-org/gitlab-ce/uploads/8603ad33cf17624e75c31147cf7f8288/labels--cursors.png"" width=442px> | <img src=""https://gitlab.com/gitlab-org/gitlab-ce/uploads/1585579d865d77987ee0620adef896ce/sidebar.png"" width=288px>

The colors of the badge are based on the label name color:

|     | Resting | Hover | Active |
| --- | ------- | ----- | ------ |
| Icon | Color: `same as text`, Opacity: `100%` | Color: `same as text`, Opacity: `100%` | Color: `same as label`, Opacity: `100%`  |
| Icon Background | Color: `none`, Opacity: `0%` | Color: ` same as text`, Opacity: `30%` | Color: `same as text`, Opacity: `100%`  |
</details>

### In scope
- This should apply to issue, merge request, and epic pages.
- This should apply to the slide out board sidebar for project boards and group boards.",2
12117018,2018-06-18 11:24:57.593,Automated documentation for components,We need a way to build automated documentation for our components and automatically publish them,3
18439101,2017-01-03 22:31:32.158,Update search components in gitlab-ui,"Guidelines:
https://design.gitlab.com/components/search

Specs: https://gitlab-org.gitlab.io/gitlab-design/hosted/design-gitlab-specs/search-spec-previews/

A list of all searchboxes throughout the application (WIP):
https://docs.google.com/spreadsheets/d/13y5NMHi7VUs8jNeEBuMd5C5PcR_hdUfDdwKxLOyIjWU/edit#gid=0

## Proposal


| **1. Search by typing** | **2. Search by enter/click** |
|------------------|-----------------------|
| ![image](/uploads/d5acb38884e6d7f1ec20b39a45419628/image.png) <br>*Default -> Typing (spinner indicates background activity) -> Show the clear icon when there's no background activity*<br><br>- Search icon placed in the left edge of search box<br>- Lack of button indicates automatic search<br>- Focus search box when clear icon is clicked<br>- Hide the clear icon when search box is empty | ![image](/uploads/62102ff170506ba0f7c13268f2faf679/image.png)<br>*Default -> Typing (show clear icon)*<br><br>- Search icon in the button<br>- Button indicates the need for confirming/triggering search<br>- Focus search box when clear icon is clicked<br>- Hide the clear icon when search box is empty |

And also update the most commonly and prominently used one so it's better aligned with the 2. from above.

![image](/uploads/c19521fd99e7a30a269bb30a056b303e/image.png)

Old description:

<details>
### Resources
FE @timzallmann 

We have a number of differently styles search boxes across the site.

Here are three different examples all on the same page:

![Screen_Recording_2017-01-03_at_02.29_PM](/uploads/bfa158f950e2786c4fed39153c7838de/Screen_Recording_2017-01-03_at_02.29_PM.gif)

Let's standarize all the search boxes. The magnifying glass icon should remain, even when text is entered into the search field. We should remove the clear icon, as it doesn't provide enough value. 

### Proposal 

Update the related search components in `gitlab-ui`

![Screen_Shot_2017-06-19_at_3.37.13_PM](https://gitlab.com/gitlab-org/gitlab-ce/uploads/a759276a6e90da5be69de47ce801c4d3/Screen_Shot_2017-06-19_at_3.37.13_PM.png)

![Screen_Shot_2017-06-19_at_3.46.34_PM](https://gitlab.com/gitlab-org/gitlab-ce/uploads/eb73c41970e0145abf52e68d369ebb2f/Screen_Shot_2017-06-19_at_3.46.34_PM.png)

</details>",5
