issuekey,created,title,description,storypoints
33999404,2020-04-30 13:17:18.566,Remove support for disk configuration source,"In https://gitlab.com/gitlab-org/gitlab/-/issues/217912 we introduced `domain-config-source` configuration flag to allow users to choose which domain source to use between `disk` and `api`.

In %""14.0"" we plan to remove support for old disk configuration source.

The purpose of this issue is to remove `domain-source`, some code may be hard to remove in one MR, so this can be extracted to follow-up issues.

Omnibus will need to be updated to remove this flag

If users can't use the disk config source, we can gradually get rid of old code supporting it.",2
33344838,2020-04-15 23:30:45.118,Tech evaluation: Object storage using presigned URLs,"This is a follow-up tech evaluation from #355 

@ayufan thanks for your [input on slack](https://gitlab.slack.com/archives/C1BSEQ138/p1585668949053900)!(copying here)

- We need to use pre-signed URLs from GitLab, that way we don’t need any credentials on Pages, and whether the .zip is used can be controlled by Rails exclusively, the link would have an encoded and Rails controlled expiry date
- If serving from .zip I think we need to likely define the maximum archive size that we can support, likely filtering the relevant files (public/ only folder), and holding that somewhere in memory. I would assume that we could likely configure how many files-in-archives/archives we cache and allow this to be configured and optimised towards cache-hit-ratio, likely GitLab.com would allow to use a ton of memory if needed
- I would likely break the support for Content-Range if serving files as I don’t think that this is cheaply possible with .zip
- GitLab Workhorse does have OpenArchive that supports local and remote archive just it is not performance optimised: the HTTP requests are badly aligned and this will likely need to be somehow improved, so just copy-pasting will not give a great performance yet

---
- [ ] @vshushlin started a [discussion](https://gitlab.com/gitlab-org/gitlab-pages/-/merge_requests/258#note_309921953):  (+7 comments)

    > Oh, I thought that https://gitlab.com/gitlab-org/gitlab-pages/-/merge_requests/136/ has some object storage implementation while it only has serving from zip files from disc :see_no_evil: 
    > 
    > I have a very simple idea for alternative PoC:
    > 
    > 1. We can copy(and maybe slightly modify) https://gitlab.com/gitlab-org/gitlab/-/blob/84c0ffe12646b9bae1fdf2e576cde7f01f8ded73/lib/api/job_artifacts.rb#L75-94 to pages API https://gitlab.com/gitlab-org/gitlab/-/blob/75f8d42bb443d0a6101a9c2f6b65c607cd95efd4/lib/api/internal/pages.rb#L19
    > 1. Then we can return the `job_id` in the API
    > 1. Pages will get specific file and proxy it to user.
    > 1. Later we can add cache for it.
    > 
    > Alternatively, we can get the whole artifacts zip archive and use the current zip reading code, then we'll need to cache those files.
    > 
    > I don't think that adding some object-storage specific code to pages is a good idea. We already have it in the workhorse, we can just use the API. It's slower, but much simplier.

### Diagram/proposal 

![Screen_Shot_2020-06-26_at_5.09.00_pm](/uploads/6c277237392a3ce3844fe3e1551f980f/Screen_Shot_2020-06-26_at_5.09.00_pm.png)

```
sequenceDiagram
  participant U as User
  participant P as gitlab-pages
  participant G as gitlab-workhorse and rails
  participant OS as Object Storage
  U->>P: 1. username.gitlab.io/index.html
  P->>G: 2. GET /api/v4/internal/pages?host=username.gitlab.io
  G->>P: 3. {... lookup_paths: [{source: {type: ""zip"", path: ""presignedURL""}],...}
  loop zipartifacts
    P->>P: 4. reader:= OpenArchive(presignedURL)
    P->>OS: 5. GET presignedURL
    OS->>P: 6. .zip file
    P->>P: 7. reader.find(public/index.html)
    P->>P: 8. go func(){ cache({host,reader}) } ()
  end
  P->>U: 9. username.gitlab.io/index.html
```

### Proposal 

In this PoC we will hardcode the returning value from `/api/v4/internal/pages` to reduce the scope. I will use minio which is already supported in the GDK. I'll also shamelessly steal and slightly modify the `zipartifacts` package from workhorse.

To address https://gitlab.com/gitlab-org/gitlab-pages/-/issues/377#note_367358348 the source type should be `""zip""` so that Pages can serve from `.zip` regardless of the path (pre-signed URL or disk path).

### Outcomes

We have now https://gitlab.com/groups/gitlab-org/-/epics/3901 and https://gitlab.com/groups/gitlab-org/-/epics/3902 with parent https://gitlab.com/groups/gitlab-org/-/epics/1316 to track all future efforts.

#### Rails

1. Allow deploying Pages as `.zip` archives with a `max_archive_size`. https://gitlab.com/gitlab-org/gitlab/-/issues/208135
1. On deploy ->check size -> store `public.zip` either on disk or in object storage depending on the features enabled. also tracked in https://gitlab.com/gitlab-org/gitlab/-/issues/208135
1. Update `/api/v4/internal/pages` -> return a ""source"".""type"":“zip” with a path https://gitlab.com/gitlab-org/gitlab/-/issues/225840 e.g.
```json
{
	""lookup_paths"" : [
	{
		""source"": {
			""type"": ""zip"",
			""path"": ""https://presigned.url/public.zip"",
			""_"":""or from disk path""
			""path"": ""/shared/pages/domain/project/public.zip""
	}
]
```

#### Pages (Go)

0. extract the `resolvePath` logic from disk serving into its own package so it can be shared. https://gitlab.com/gitlab-org/gitlab-pages/-/issues/421
1. Add package `zip` with `zip/reader` https://gitlab.com/gitlab-org/gitlab/-/issues/28784
2. Add `zip` serving to Pages - this allows serving from disk or pre-signed URLs from object storage https://gitlab.com/gitlab-org/gitlab/-/issues/28784
3. Implement a zip reader caching mechanism https://gitlab.com/gitlab-org/gitlab-pages/-/issues/422
4. Add metrics for zip serving https://gitlab.com/gitlab-org/gitlab-pages/-/issues/423

* while testing I hit https://gitlab.com/gitlab-org/gitlab-pages/-/issues/371 so I think it would be valuable to work on that issue first.",1
32478519,2020-03-26 08:29:40.970,Add metrics for disk serving,"As part of the work done for #355 we need to add some metrics to measure loading times of serving from disk.

- file size
- time taken to serve

This will give us some visibility on serving files and will allow us to compare serving times when we implement object storage #377 ",1
31331442,2020-02-27 09:32:07.557,Fix data race in gitlab source cache package,"The following discussion from !246 should be addressed:

- [ ] @nolith started a [discussion](https://gitlab.com/gitlab-org/gitlab-pages/-/merge_requests/246#note_294638273):  (+1 comment)

    > Here the race is deep inside the package
    > 
    > we make use of global variables and this test will alter `retrievalTimeout` when a goroutine from the previous one is still running.
    > 
    > This will require extra effort to fix, but I think we should add the race detector now.
    > 
    > ```
    >  ==================
    >  WARNING: DATA RACE
    >  Write at 0x000000e0d4f0 by goroutine 46:
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.TestResolve.func9()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/cache_test.go:247 +0x3e
    >    testing.tRunner()
    >        /usr/local/go/src/testing/testing.go:827 +0x162
    >  Previous read at 0x000000e0d4f0 by goroutine 44:
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.(*Retriever).Retrieve()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/retriever.go:22 +0x8d
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.(*Entry).retrieveWithClient()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/entry.go:92 +0xc5
    >  Goroutine 46 (running) created at:
    >    testing.(*T).Run()
    >        /usr/local/go/src/testing/testing.go:878 +0x659
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.TestResolve()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/cache_test.go:246 +0x1d5
    >    testing.tRunner()
    >        /usr/local/go/src/testing/testing.go:827 +0x162
    >  Goroutine 44 (running) created at:
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.(*Entry).Retrieve.func1()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/entry.go:64 +0x67
    >    sync.(*Once).Do()
    >        /usr/local/go/src/sync/once.go:44 +0xde
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.(*Entry).Retrieve()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/entry.go:64 +0xad
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.(*Cache).Resolve()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/cache.go:89 +0x1ea
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.TestResolve.func8.1()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/cache_test.go:239 +0x76
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.withTestCache()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/cache_test.go:89 +0x185
    >    gitlab.com/gitlab-org/gitlab-pages/internal/source/gitlab/cache.TestResolve.func8()
    >        /builds/nolith/gitlab-pages/internal/source/gitlab/cache/cache_test.go:238 +0xc7
    >    testing.tRunner()
    >        /usr/local/go/src/testing/testing.go:827 +0x162
    >  ==================
    > ```",1
31320489,2020-02-27 01:21:02.720,Tech evaluation: Serve pages from object storage,"From https://gitlab.com/gitlab-org/gitlab/issues/208135

The idea is to create proof of concept for pages to be able to serve content from object storage. This will hopefully help identify some of the unknowns to enable this functionality!

Will use [GitLab's object storage](https://docs.gitlab.com/charts/advanced/external-object-storage/) with the [GDK config](https://gitlab.com/gitlab-org/gitlab-development-kit/-/blob/master/doc/howto/object_storage.md) to explore a possible solution for this.

## Results

What we've discovered from !258

* Adding specific code to handle objects from AWS S3 or GCS may not be scalable and would be harder to maintain.
* Implementing [this diagram](https://gitlab.com/gitlab-org/gitlab-pages/-/merge_requests/258#note_310076437) it will be super slow, as Rails and Workhorse validate metadata multiple times, and is not very efficient if we want to random access the file (it does not cache anything).
* We should explore using presigned URLs #377",1
29164214,2019-12-28 16:37:21.739,Content-length header is not provided when content-encoding is used,"GitLab pages [support serving statically compressed files](https://docs.gitlab.com/ee/user/project/pages/introduction.html#serving-compressed-assets). But it looks like when this is done, the response headers are missing `Content-Length` header, when response headers include `Content-Encoding: gzip`.",1
29009434,2019-12-23 15:50:14.281,Tech Evaluation: Support HSTS on GitLab Pages,"## Problem to solve 
We need to research the technical implementation details to solve https://gitlab.com/gitlab-org/gitlab-pages/issues/28

## Proposal 
Spend 2-3 days assessing sorting capabilities and breakdown issue into smaller components if larger than 2 MRs: 
Some users want to enforce no access to their web content without HTTPS/certificates. This can be done with [HTTP Strict Transport Security (HSTS) policy](https://en.wikipedia.org/wiki/HTTP_Strict_Transport_Security), but we do not currently support enabling this for GitLab Pages sites.",1
27985016,2019-12-05 15:29:14.918,GitLab Pages depends on the availability of GitLab API,"If gitlab API is not available for some reason(e.g. https://gitlab.com/gitlab-com/gl-infra/production/-/issues/1936) GitLab Pages currently will become unavailable too(we clear cache in case of any API lookup problem).

If we not clear cache in these cases, GitLab Pages will be more independent and won't produce spikes of errors like https://dashboards.gitlab.net/d/web-pages-main/web-pages-overview?orgId=1&from=1586889900000&to=1586891700000&var-PROMETHEUS_DS=Global&var-environment=gprd&var-stage=main&var-sigma=2

The following discussion from !194 should be addressed:

- [ ] @ayufan started a [discussion](https://gitlab.com/gitlab-org/gitlab-pages/merge_requests/194#note_255169959):  (+1 comment)

    > Should we consider replacing entry only if the new received one does not have `entry.lookup.Error` to solve intermediate errors of processing lookups?
    > 
    > I consider the today it can happen that we store the lookup of success request, but after refresh we receive error, like 500 from GitLab. It would help if we could catch with this mechanism a short living errors of GitLab API, and try to re-use success requests for as long as long interval. This reduces Pages dependence on API being super stable, and we anticipate that upstream API is flaky to some extent.
    > 
    > Or maybe better is in such case, is to re-use current lookup and extend the lease on the lookup to allow another refresh?
    > 
    > ```golang
    > if entry.response != nil && entry.response.Error != nil {
    >   entry.response = e.response
    > }
    > ```
    > 
    > > Note: I'm fine following that in next MR as an stability improvement.",2
27741902,2019-11-29 10:57:29.701,Make GitLab client timeout / JTW token expiry configurable,"The following discussion from !201 should be addressed:

- [ ] @ayufan started a [discussion](https://gitlab.com/gitlab-org/gitlab-pages/merge_requests/201#note_251814520):  (+3 comments)

    > Is this timeout too small?
    > 
    > Can we make it larger, or at least configurable?",2
26998252,2019-11-13 02:35:41.940,Provide a way to track and measure API calls,We need the way to track the requests made from the `gitlab` config source (https://gitlab.com/gitlab-org/gitlab-pages/merge_requests/194) to the internal API.,1
