issuekey,created,title,description,storypoints
16190013,2018-11-28 16:18:45.264,Add pagination to insight-ui,"- Bump jwt lifetime to 1 hour (so we have a workaround for pagination/timeout interactions)
- A user can view multiple pages of insight logs
- Resolve differences in api parameters

Frontend sends POST request in the following format

**REQUEST**
```JavaScript
METHOD: POST
Request URL: `https://${insight_log_endpoint}/fetch?page=0&rowsPerPage=10`
Parameters: page=0 & rowsPerPage=10
Request Headers:{
  Content-type: application/json
}
Request Payload:{
  JWT-Base64-token
}

```

**Expected RESPONSE**
```JavaScript
{
  records:[{...},{...}],
  page: 0,
  rowCount: 2
}
```",2
16189995,2018-11-28 16:17:51.070,Add pagination to insight-api (backend),"Frontend sends POST request in the following format

**REQUEST**
```JavaScript
METHOD: POST
Request URL: `https://${insight_log_endpoint}/fetch?page=0&rowsPerPage=10`
Parameters: page=0 & rowsPerPage=10
Request Headers:{
  Content-type: application/json
}
Request Payload:{
  JWT-Base64-token
}
```

**Expected RESPONSE**
```JavaScript
{
  records:[{...},{...}],
  page: 0,
  rowCount: 2,
  rowsPerPage: 10
}
```


",2
16187374,2018-11-28 14:46:17.485,Demo: Create content for all steps,,5
16187328,2018-11-28 14:44:20.860,Demo: Create needed components,"* [ ]  Stepper
* [x]  Title (design system)
* [x]  Button (design system)
* [x]  Small (design system)
* [x]  Paragraph (design system)


Stepper: Quick solution (later pas opnemen in de common-ui library, om nu tijd te winnen)
",8
16187302,2018-11-28 14:43:00.487,Demo: Finalize design and structure of content,,5
16179692,2018-11-28 10:49:05.535,Deploy common-ui to design-system.nlx.io,Common-ui should contain a Dockerfile that builds a static version of the Storybook and automatically deploys it to design-system.nlx.io.,5
16157729,2018-11-27 15:49:08.242,Invalid URL to x-road on nlx.io,"```$ muffet https://nlx.io
https://nlx.io/about/
	404	https://www.x-road.com
```

There's an invalid link to www.x-road.com, which is not an existing webpage.",1
16144782,2018-11-27 10:30:15.580,Create and use strict TLS configuration in all communication between components,"**As a** 
<br>**I want to**
<br>**so that**

**:white\_check\_mark: Acceptance criteria**

1. All components use a secure TLS configuration
1. TLS configuration can be managed in one separate package
1. Link to TLS config from docs

**:hammer\_and\_wrench: Proposed technical solution**

* Create a `common` package that sets the security parameters on a `*tls.Config` to strict values. Only the latest TLS and best ciphers. This only applies to communication between components we build.

**:link: Reference links**

*

",3
16068101,2018-11-23 13:20:12.100,Remove sorting in Insight app,"![Screenshot_2018-11-23_at_14.18.25](/uploads/0ff1243da92a23938523a16f24d635d5/Screenshot_2018-11-23_at_14.18.25.png)

Sorting of dates appears to be bugged, as 11/7 comes before 11/23 

Remove sorting completely, so that it will have default sorting by date (from backend)",1
16016734,2018-11-21 15:19:16.887,[Investigate] Docker image outway:latest does not work,"The latest docker image for the nlx outway does not work. All services have NO inway addresses.

This may be due to the day docker handles `:latest`, could a non-stable push have resulted in this error? Or has `:latest` not properly been tagged for a while? Start checking the CI/CD first and find out which version `:latest` currently is.

$ docker pull nlxio/outway:latest
latest: Pulling from nlxio/outway
Digest: sha256:c28f77c3c50043e96c35ac3ba124bd7b27b086f0e52c806f3e1c048b5b07ecfa

Timebox: 2 uur",0
16009054,2018-11-21 10:17:32.320,[Investigate] Create solution (incl concrete stories) for solving Linked Data challenges,Timebox: 2x3 uur (GJ en Bart),0
16008866,2018-11-21 10:10:34.363,Sort organizations in insight app menu list,- Sort list consistently using frontend filter,1
15954593,2018-11-19 15:11:09.698,Insight app doesn't regenerate QR and doesn't switch IRMA backend when selecting an other organization.,"In the insight app, when you've selected an organization and then select a different organization, the app doesn't switch to the new IRMA api and doesn't generate a new QR. A page reload is needed to fix the problem.",3
15840551,2018-11-14 11:27:36.269,Move CDN dependencies into local projects,"Move CDN dependencies into a projects (like bootstrap, jquery and others)
In general, CDN is used in non-react projects.

NLX Certportal (on test): https://certportal.test.nlx.io/
![image](/uploads/ec0e1a0609da8b34f7272677473696f5/image.png)

Haarlem Parkeervegunning: https://application.test.haarlem.commonground.nl/
![image](/uploads/3414e56cc5eb79f42161584c8463568a/image.png)

NLX Docs https://docs.test.nlx.io/
![image](/uploads/a0ba5ae23f18204569bfa01fb85b477b/image.png)",1
15582541,2018-11-05 17:55:01.584,Design user-based authentication within NLX,It would be great if NLX offers a generic way of handling user-based authentication. We would like to draft a design document to accumulate all the ideas we have on this topic. This design should be a starting point for actually implementing this feature in NLX.,1
15445623,2018-10-31 14:59:40.629,Create a solid plan/stories for implementing autorisation,"As a PO
I want to have a clear plan for implementing autorisation
so that can present NLX as a good solution for organizations that need authorisation

Acceptance criteria, for example:
- Clear technical plan for implementation
- Necessary stories are added and refined and an epic is created

Notes
- Brainstorm / Experiment
- Write story(ies)
- Check with Sergei to prevent unnecessary double work, they just implemented a similar solution in ZDS 2.0 API reference components",2
14852178,2018-10-11 10:51:25.942,Create a common-ui library,"As a developer
I want to have a common ui library
so that I can reuse components in multiple frontends

Acceptance criteria, for example:
- There is a common ui package
- All currently required components are available in the common ui package
- Stories are created on the backlog for all parts that are not part of this story

Notes
- This story is not concerned with actually replacing the components in the interfaces with the common ui components.
- But stories should be created for what needs to be done later.
- Relative imports
- Imports through an own npm namespace `@nlx/common-ui` and use [npm link](https://docs.npmjs.com/cli/link)",3
