issuekey,created,title,description,storypoints
19541701,2019-03-28 15:04:16.070,(feat): change 'from' email address to 'no-reply@minds.com',Emails should not point to info@minds.com,1
19273465,2019-03-20 02:11:19.496,(bug): Link previews disappear when editing a status post,"### Summary

When editing a status post containing a link and a corresponding preview of said link, the preview will disappear upon saving the edit.

### Steps to reproduce

1) Create a status post using some text and a link with a corresponding preview.
2) Select EDIT from the post pull-down menu.
3) Edit the text.
4) Save the edit.

### Platform information 

Chromium: Version 72.0.3626.122 (Developer Build) built on Debian 9.8, running on Debian 9.8 (64-bit)

### What is the current *bug* behavior?

The link preview disappears upon an edit.

### What is the expected *correct* behavior?

The link preview should remain after performing an edit.

### Relevant logs and/or screenshots

![dissappear-link-preview](/uploads/34aa62a6fc892a2ce00bdab6ebfdd5c2/dissappear-link-preview.mp4)



### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",3
18774779,2019-03-04 11:21:14.993,(bug): subscribed blog post duplicates filling feed,,2
18438523,2019-02-20 16:14:17.411,(bug): Cant delete a reply to a comment on a blog post,"### Summary

On ones own blog post, while one can delete a comment residing on said post, one can not delete a reply to a comment; although one can do so on ones own status post.

### Steps to reproduce

Go to one of your blog posts. Find a reply to your comment. Click the 3 vertical dots, and the option to delete a reply is not present; as it is in a status post.

### Platform information 

Firefox 60.5.1 ESR; Debian 'Stretch' Linux 6.8

### What is the current *bug* behavior?

The vertical dots opening the options menu on comments/replies on ones blog post do not show the option to delete, as it does on a status post.

### What is the expected *correct* behavior?

The vertical dots opening the options menu on comments/replies on ones blog post SHOULD show the option to delete, as it does on a status post.

### Relevant logs and/or screenshots

![Selection_545](/uploads/86c1b6fd9918fb855e9e18171276696a/Selection_545.png)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",5
18177704,2019-02-12 16:55:06.846,Counter in group convo-feeds counts 2 seconds for every 1 second,"### Summary

When a comment is is left in a group conversation feed, the counter is counting 2 seconds for every 1 second.

### Steps to reproduce

Make a comment in any group conversation feed, and observe the time elapsed on said comment.

### Platform information 

Firefox 60.5.0 ESR; Debian Linux 9.7

### What is the current *bug* behavior?

After leaving a comment in any group conversation feed, the counter marking the elapsed time is counting 2 seconds for every second.

### What is the expected *correct* behavior?

When leaving a comment in any group conversation feed, the counter tracking the elapsed time, since the comment was left, should be precise; a single second counted, for each second that elapses.

### Relevant logs and/or screenshots

![counter](/uploads/7452bba35c0a03989d619142b0f5d907/counter.mp4)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",5
18175263,2019-02-12 15:48:55.524,"Subscribers list not complete, or not showing at all","### Summary

On some channels, when a user is on her/his channel and clicks on the 'Subscription' link, then the 'Subscribers' tab to view their subscribers list, the list is incomplete or empty, and the 'view more' button does not function.

### Steps to reproduce

From a channel page, click on the 'Subscriptions' link, then the 'Subscribers' tab to view a subscribers list; then click on the 'View More' button. THIS DOES NOT HAPPEN ON EVERY CHANNEL

### Platform information 

Firefox 60.5.0 ESR; Debian Linux 9.7

### What is the current *bug* behavior?

On some channels the subscriber list is either incomplete, or empty, and the 'view more' button does not work as expected.

### What is the expected *correct* behavior?

When clicking on the subscription link from the bio in a channel, then the subscriber tab, the users subscriber list should appear. When clicking on the 'view more' tab on said list, the list should expand until all a users subscribers have been displayed; this is not the case.

### Relevant logs and/or screenshots

![Selection_527](/uploads/a0e8b0a1aaa95255cdbccb99cd725262/Selection_527.png)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",6
18102324,2019-02-10 03:50:42.211,(feat): admin tools for help desk,Add ability for admins to delete help desk questions,10
18012969,2019-02-06 16:38:18.891,(feat): Convert ES reports data to standard format for api return.,"See https://gitlab.com/minds/engine/blob/master/Core/VideoChat/Leases/Repository.php#L28 for a good example of how to use repositories.

Create a model called Report that we can pass to repositories and managers (copy from https://gitlab.com/minds/engine/blob/master/Core/VideoChat/Leases/VideoChatLease.php)

https://gitlab.com/minds/engine/merge_requests/83",25
18010286,2019-02-06 15:17:53.730,(feat): Implement configuration based (settings.php) switching mechanism for ES and Cassandra.,A simple configuration update and an update to the reports.php endpoint.,5
18008315,2019-02-06 14:08:46.663,(feat): Implement user appeals in ES.,"Dovetailing with our work to move reporting to ElasticSearch, user appeals must be implemented. A small addition must be made to the mapping, initially, and code must be ported from Cassandra to ElasticSearch. Both pieces will run side by side.",15
18000674,2019-02-06 10:07:16.537,(feat): Add score to reports ES datastore,"Scores need to be stored on the ES record in some format so admins can query and sort on this data. The purpose of this is to prioritize popular content in the queue.

I propose to add ""Total Views"" to the ES record during creation, and to update it on each report on the same entity. This will give a ""good enough"" way to prioritize popular content, in combination with the user report quantity.",10
17946286,2019-02-04 18:46:03.435,(bug): welcome email has link to PlayStore,The Welcome email after creating new account has a dead link to the Play Store.,1
17922450,2019-02-04 00:22:04.613,(bug): Blog post titles not visible on Blog page (brave-browser only),"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

When browsing to the Blog page accessed from the top nav-bar, the icons of the blog posts are visible, but not their corresponding titles.

This issue was raised in the H&S convo-feed by @moonlit45 (see video below)
I was unable to reproduce this problem using the Firefox browser, nor the Chromium browser. I was however able to reproduce it on the Brave browser.


### Steps to reproduce

Using the Brave browser, click on 'Blogs' from the top nave-bar on the main feed.


### Platform information 

Version 0.59.34 Chromium (brave- default settings): 72.0.3626.81 (Official Build) (64-bit); Linux Mint 19.1 Tessa x86_64 - Kernel: 4.15.0-43-generic 


### What is the current *bug* behavior?

The blog tiles/icons appear as expected, but their corresponding titles are hidden or otherwise not visible.


### What is the expected *correct* behavior?

We should see The blog tiles/icons as well as their corresponding titles.

### Relevant logs and/or screenshots

Here is a screenshot of the problem:
![Workspace_2_519](/uploads/8aaeba1526c6ae5ab80834fc12d5e1bf/Workspace_2_519.png)

Here is a video of the conversation:
![moolit45](/uploads/57b6b52ce08fd796f80b20afb2b8d23c/moolit45.mp4)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",3
17908609,2019-02-02 17:37:01.607,(bug): Images Library Has Disappeared,"### Summary

The image library that was once available on a channel's left sidebar, under the Bio, has disappeared; making it impossible to browse a channels uploaded images.

### Steps to reproduce

Open a channel page and scroll down to just below the channel's Bio, and on top of the Video library, and you wont see what was once there; the image library.

### Platform information 

Firefox 30.3.0 esr; Debian Stretch 9.6

### What is the current *bug* behavior?

The lack of a channels image libary.

### What is the expected *correct* behavior?

An image library should be available just below the Bio and above the video library on a users channel.

### Relevant logs and/or screenshots

![Selection_526](/uploads/89183b1c158397cf91e626c3745a9848/Selection_526.png)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",5
