issuekey,created,title,description,storypoints
55375645,2020-07-13 10:53:02.500,Pro assets not saving down,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

Pro assets 

### Steps to reproduce

Not provided

### Platform information 

Not provided

### What is the current *bug* behavior?

Pro assets not saving down

### What is the expected *correct* behavior?

Pro assets should save

### Relevant logs and/or screenshots

Not provided

### Possible fixes

:shrug:",1
55372908,2020-07-13 10:50:57.227,Only show Timcast IRL content when logged in,Task needs building out.,2
54304496,2020-07-10 15:51:14.470,"Pro cancellation redirects to minds.com/[name], not minds..com[username]","<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

https://www.minds.com/newsfeed/1126660413816995840
Pro cancellation redirects to minds.com/[name], not minds..com[username]

### Steps to reproduce

Cancel pro, having a name different to your username.

### Platform information 

Should be cross-platform.

### What is the current *bug* behavior?

The wrong page is linked to. Member is left uncertain of whether their cancellation worked due to the bug.

### What is the expected *correct* behavior?

It should redirect to the channel.

### Relevant logs and/or screenshots

![image](/uploads/93b7c2ae579337649a62851b2ab04822/image.png)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",1
54192211,2020-07-10 00:35:38.145,User menu should close on click of sidebar nav item,the menu currently doesn't close when the sidebar nav is clicked,1
54048570,2020-07-07 15:31:53.998,When feature flag is on redirect from settings/support tiers -> channels/shop,- [ ] Redirect to channels shop,1
53978348,2020-07-06 15:40:31.163,An invalid input was supplied to paywall entity,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

User cannot edit or save posts https://www.minds.com/newsfeed/1126352575891410944

### Steps to reproduce

(How one can reproduce the issue - this is very important)

### Platform information 

(Browser, device, system stats, screen size)

### What is the current *bug* behavior?

User cannot edit or save posts

### What is the expected *correct* behavior?

User should be able to edit or save posts

### Relevant logs and/or screenshots

![image](/uploads/82a984d8dab641b93d6612b1d852085d/image.png)

![image](/uploads/d2f7f5e8df9df77b9926926cefcc8e48/image.png)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",2
53945649,2020-07-06 02:49:41.232,Cancel button in editor issues,"### Summary

User reported a bug with the cancel button while editing an image post. Image was nearly deleted, but user chose to cancel the deletion. Image was deleted anyway.

### Steps to reproduce

Unable to reproduce

### Platform information 

Linux, Chrome clone.

### Relevant logs and/or screenshots
https://www.minds.com/newsfeed/1126451762087759872?focusedCommentUrn=urn:comment:1126451762087759872:0:0:0:1126686142794334208",1
53793591,2020-07-02 14:56:06.530,Do not allow external links to be submitted to Plus,"Add the following text to the Plus monetize section, and add an error prompt if they try to add a link after checking the box when clicking post. 

""External links cannot be submitted to Plus""",1
52483373,2020-06-30 20:15:37.752,Make monetize button pulse in composer (kind of buried) or prompt people once to monetize to earn,,1
51647938,2020-06-29 19:00:25.854,"Do not show ""This video is still transcoding"" if the video plays","""This video is still transcoding. You will receive a notification when it is complete.""

The video should not actually post to subs until the minimum transcodes in done, right?

Also, it should not show up after the first version is done. 


 ![stillll](/uploads/b71d90ca6436d409c55920b85f8e4243/stillll.PNG)",1
50160664,2020-06-27 12:48:48.128,Language footer skewed on smaller screens,"## Bounty
https://gitcoin.co/issue/Minds/minds/161/4488

## Issue
![Screenshot_20200627-084652_Firefox](/uploads/f71d487be68be6a10c1aba1176d7dee8/Screenshot_20200627-084652_Firefox.jpg)",1
50145109,2020-06-26 20:18:45.508,stackable modal close on reroute,"The stackable modal should close when you navigate away

e.g. when you click 'top-up wallet' on the 'upgrade to plus' modal",1
49993877,2020-06-23 18:43:39.500,Make all badges blue,"### Summary

User reported seeing green badges everywhere

### Steps to reproduce

Unable to reproduce

### Platform information 

mobile app",1
49976441,2020-06-23 17:17:41.635,Add + icon next to hashtags to add them to your tags,"Designs:

Newsfeed sidebar (tags)
https://www.sketch.com/s/0c0b6cff-4a1a-4adf-8899-359668617f9d/a/xwRp45

Discovery sidebar (tags)
https://www.sketch.com/s/7cc1c7b0-5ecc-48db-bde0-bbbb406bc45d/a/wEo1oD

Search results (hashtag)
https://www.sketch.com/s/7cc1c7b0-5ecc-48db-bde0-bbbb406bc45d/a/5kvbK7/play

cc @ottman",2
57545087,2020-06-23 17:07:15.321,Create Plus view of firehose,"- [x] Backend should filter in to plus (opts should already exist)
- [x] Easy way for admins to toggle into plus content only",2
49913490,2020-06-22 15:06:42.735,Implement new captcha modal,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

(Summarize the bug encountered concisely)

### Steps to reproduce

(How one can reproduce the issue - this is very important)

### Platform information 

(Browser, device, system stats, screen size)

### What is the current *bug* behavior?

(What actually happens)

### What is the expected *correct* behavior?

(What you should see instead)

### Relevant logs and/or screenshots

(Paste any relevant logs - please use code blocks (```) to format console output,
logs, and code as it's very hard to read otherwise.)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",1
49785503,2020-06-19 21:50:45.959,Post editing skewed,"Shows this after publishing edit and requires refresh.

https://www.minds.com/newsfeed/1120828584097562624

![20200619_174455](/uploads/fe581c8f7d246853bb2553e40ed2ebe6/20200619_174455.jpg)

![20200619_174446](/uploads/03adf97e273470cac06151526663af0a/20200619_174446.jpg)",1
46596210,2020-06-17 13:32:28.891,Notifications should not close the popup when cicking a notification,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

Notifications close when you select a notification - this was intended behavior for mobile devices, but I think decreases the usability of notifications for desktop. If possible this should still be applied to mobile notifications.

### Steps to reproduce

1. Open notifications
2. Click one
3. Menu has closed

### Platform information 

Cross-platform web.

### What is the current *bug* behavior?

The window closes after selecting a notification - have to re-open and scroll down.

### What is the expected *correct* behavior?

You should still see the window after clicking one.

### Relevant logs and/or screenshots

(Paste any relevant logs - please use code blocks (```) to format console output,
logs, and code as it's very hard to read otherwise.)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",1
45168017,2020-06-16 12:30:43.786,Homepage topbar flickers and is cutoff,"![20200616_082128_480P](/uploads/8aae2a94a624a9d18b9cb9f22e609fb0/20200616_082128_480P.mp4)

firefox",2
42972650,2020-06-11 21:49:53.239,Fix existing frontend to use new Support Tiers,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""T - Bug"" label and verify the issue you're about to submit isn't a duplicate.
--->

### Summary

(Summarize the bug encountered concisely)

### Steps to reproduce

(How one can reproduce the issue - this is very important)

### Platform information 

(Browser, device, system stats, screen size)

### What is the current *bug* behavior?

(What actually happens)

### What is the expected *correct* behavior?

(What you should see instead)

### Relevant logs and/or screenshots

(Paste any relevant logs - please use code blocks (```) to format console output,
logs, and code as it's very hard to read otherwise.)

### Possible fixes

(If you can, link to the line of code that might be responsible for the problem)",2
42959100,2020-06-11 14:31:52.866,Channel Shop tab and Support Tiers CRUD,,3
42958568,2020-06-11 14:17:58.867,Brief shop component content based on feature flag,"- [ ] Hide ""See all"" link
- [ ] If `support-tiers` is enabled, read from `api/v3/supporttiers`
- [ ] Else, read and polyfill from `api/v1/wire/rewards`",1
41970118,2020-06-11 00:07:41.550,Make wire modal stackable,"The designs for the monetize popup on the composer (https://design.minds.com/hosted/web/michael/front%23107-plus/#artboard2) have a button for a user to upgrade to Pro. In order to upgrade to Pro *and* have the composer know about it, we'll need to stack the wire composer modal on top of the post composer. 

But the stackable modal component is less complex than the overlay modal & overlay modal service. Something will have to be adjusted in order to incorporate the functionality that the wire modal necessitates.

Ideally the solution will be DRY, because the stackable modal should have the same functionality as the overlay modal. ",3
37980804,2020-06-09 14:01:26.906,Require hashtags for Plus submissions,,1
