issuekey,created,title,description,storypoints
25326678,2019-09-26 03:22:02.733,XSRF Prevention Middleware,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2
25326658,2019-09-26 03:20:48.471,Admin Middleware,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,1
25326650,2019-09-26 03:20:15.836,Logged-in Middleware (Disallow anonymous access to certain endpoints),Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,1
25326638,2019-09-26 03:18:55.495,Catch unhandled exception on route map handlers. Build a response and ping Sentry,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,3
25326456,2019-09-26 03:16:52.086,Allow module route maps to specify groups with common middleware (as children routes),Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2
25326449,2019-09-26 03:15:40.574,Allow module route maps to specify one or more middleware,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2
25326433,2019-09-26 03:13:36.085,Allow modules to map explicit routes handled via DI bindings,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,2
25325960,2019-09-26 03:09:49.488,Move pre-PSR-7 router to it's class and create a fallback middleware,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,1
25325940,2019-09-26 03:07:22.912,Request handler prototype,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,3
25325773,2019-09-26 02:58:16.678,Recurring Pro subscription payments using multi-currency wire,Is this a bug? Make sure to use the Bug template above and be as detailed in your report as possible.,3
25325725,2019-09-26 02:55:44.389,Pro channels should have Plus benefits,`isPlus()` should return true if `isPro()` is true,1
25321566,2019-09-25 23:22:01.024,Error: Call to a member function isOwner() on null when trying to read deleted group's review queue,"Sentry Issue: [ENGINE-4Y](https://sentry.io/organizations/minds-inc/issues/1195076403/?referrer=gitlab_integration)

```
Error: Call to a member function isOwner() on null
  File ""/Controllers/api/v1/groups/review.php"", line 22, in Minds\Controllers\api\v1\groups\review::get
    if (!$group->isOwner($user) && !$group->isModerator($user)) {
  File ""/Api/Factory.php"", line 70, in Minds\Api\Factory::build
    return $handler->$method($pages);
  File ""/Controllers/api/api.php"", line 76, in Minds\Controllers\api\api::get
    return Factory::build($pages, $this->request, $this->response);
  File ""/Core/Router.php"", line 138, in Minds\Core\Router::route
    return $handler->$method($pages);
  File ""/index.php"", line 9
    $router->route();
```",1
25321532,2019-09-25 23:15:42.348,Error: Call to undefined function elgg_normalize_url() when building SEO image tag URL,"Sentry Issue: [ENGINE-49](https://sentry.io/organizations/minds-inc/issues/1192152261/?referrer=gitlab_integration)

```
Error: Call to undefined function elgg_normalize_url()
  File ""/classes/ElggEntity.php"", line 1005, in ElggEntity::getIconURL
    return elgg_normalize_url($url);
  File ""/Core/Media/SEO.php"", line 80, in Minds\Core\Media\SEO::viewHandler
    'og:image' => $entity->getIconUrl('xlarge'),
  File ""[internal]"", line 0, in call_user_func_array
  File ""/Core/SEO/Manager.php"", line 69, in Minds\Core\SEO\Manager::get
    $meta = call_user_func_array(self::$routes[$route], [array_reverse($slugs)]) ?: [];
  File ""/var/www/Minds/front/dist/en/index.php"", line 2, in include
    $meta = Minds\Core\SEO\Manager::get();
...
(3 additional frame(s) were not displayed)
```",2
25321504,2019-09-25 23:12:45.775,Error: Call to a member function getEmail() on null when reading settings,"Sentry Issue: [ENGINE-26](https://sentry.io/organizations/minds-inc/issues/1179022582/?referrer=gitlab_integration)

```
Error: Call to a member function getEmail() on null
  File ""/Controllers/api/v2/settings/emails.php"", line 41, in Minds\Controllers\Api\v2\settings\emails::get
    'email' => $user->getEmail(),
  File ""/Api/Factory.php"", line 70, in Minds\Api\Factory::build
    return $handler->$method($pages);
  File ""/Controllers/api/api.php"", line 76, in Minds\Controllers\api\api::get
    return Factory::build($pages, $this->request, $this->response);
  File ""/Core/Router.php"", line 138, in Minds\Core\Router::route
    return $handler->$method($pages);
  File ""/index.php"", line 9
    $router->route();
```",2
25321471,2019-09-25 23:09:05.235,Exception: user_guid be be sent when getting Update Markers,"Sentry Issue: [ENGINE-D](https://sentry.io/organizations/minds-inc/issues/1177469648/?referrer=gitlab_integration)

```
Exception: user_guid be be sent
  File ""/Core/Notification/UpdateMarkers/Repository.php"", line 34, in Minds\Core\Notification\UpdateMarkers\Repository::getList
    throw new \Exception('user_guid be be sent');
  File ""/Core/Notification/UpdateMarkers/Manager.php"", line 28, in Minds\Core\Notification\UpdateMarkers\Manager::getList
    return $this->repository->getList($opts);
  File ""/Core/Groups/Membership.php"", line 649, in Minds\Core\Groups\Membership::getGroupsByMember
    'limit' => 1000,
  File ""/Controllers/api/v1/groups.php"", line 52, in Minds\Controllers\api\v1\groups::get
    'offset' => (int) $_GET['offset'],
  File ""/Api/Factory.php"", line 70, in Minds\Api\Factory::build
    return $handler->$method($pages);
...
(3 additional frame(s) were not displayed)
```
We need to check to make sure that we check for an authenticated user before we request update markers",3
25304162,2019-09-25 15:25:27.328,(feature) replace admin check with permissions,"Everywhere we check admin permissions on the backend, we need to feature flag check the new permissions flags",2
