issuekey,created,title,description,storypoints
31070496,2020-02-20 10:49:45.821,Decouple package requirements from docker init,"### Problem to Solve

Having different package version installed than required in the script makes problems. We need a solution, where the executable scripts (such as data processing operations, models) define what requirements they have. 

This should ideally not be as a separate requirements file but withing the script as (possibly) annotations. 

We should start by drawing how this could be done.


### Technical Solution
> Add technical implementation details and the results of the tickets discussion here.

* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================
> Give a more technical explanation of how you want the app to function. Include screenshots and links to the relevant documentation",1
31067701,2020-02-20 10:07:00.866,Data visualization pipeline fails,"### Observed behaviour

Running a data visualization pipeline fails because of this error: 

python: can't open file '/epf/model/tsne.py': [Errno 2] No such file or directory


### Expected behaviour



### Steps to reproduce

Go to env environment, go to cats dogs project, launch a data visualization pipeline.

http://ec2-3-126-88-77.eu-central-1.compute.amazonaws.com:10080/mlreef/cats-dogs/commit/2988631f693d975c7523da4655aaefe9c7876884

### Terminology
> Define terms that are important in the context of this task



### Solution
move the actual script paths out of the code 
(`web/src/functions/pipeLinesHelpers.js` Line 104)

https://gitlab.com/mlreef/frontend/-/blob/develop/web/src/functions/pipeLinesHelpers.js#L104

and into the data model (`web/src/dataTypes.js`)



The source to path in the epf repo is this: /src/visualisation/tsne.py



Additional Notes
=====================


relates to:",1
31059812,2020-02-20 07:49:53.678,Automatic page refresh,"### Problem to Solve

We need to include a better page refresh mechanism to improve UX. 

There are some views that need automatic refreshing: 
*  Experiment overview (after an experiment was executed) - possibly others (such as data instance, data visualization)
*  Training log view (during training)

Step 1: Discuss with @andres46 what mechanisms we could use for different views. 


### Technical Solution
> Add technical implementation details and the results of the tickets discussion here.

* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================
> Give a more technical explanation of how you want the app to function. Include screenshots and links to the relevant documentation",8
31058731,2020-02-20 07:06:02.411,GPU libraries missing,"### Observed behaviour

![image](/uploads/9ad15a80e52589cafc30c071dc1e5f9f/image.png)
### Expected behaviour

No erros.


### Steps to reproduce

http://ec2-3-126-88-77.eu-central-1.compute.amazonaws.com:10080/mlreef/cats-dogs/-/jobs/36



### Solution
> Add technical implementation details and the results of the tickets discussion here.

* [ ]  Add at least one test



Additional Notes
=====================

* https://gitlab.com/mlreef/frontend/-/blob/develop/src/bin/startup.sh
* https://www.tensorflow.org/install/gpu#linux_setup

The basic infrastructure on the Develop environment seems to be installed correctly … but maybe not exactly the correct version combination

* http://ec2-3-126-88-77.eu-central-1.compute.amazonaws.com:10080/mlreef/testo-rainer/-/jobs/50

**Installation**
During startup the ec2 instance executes the following script which installs the Nvidia drivers:
* https://gitlab.com/mlreef/frontend/-/blob/develop/src/terraform/develop-startup.sh",2
31057600,2020-02-20 06:37:06.888,Create better dropdown from param with list,"### Problem to Solve

If a param from pipelines has predefined values, as described in a list, we need to represent these better in the frontend. Currently, a dropdown is only shown if it is a boolean. 

We need to include list as an option in the epf (annotation, parsing).

We need to show the possible list values in the frontend as a dropdown. 
 

### Technical Solution
For the first iteration (Merge Request) of this implementation, it is perfectly fine to use standard browser popups

* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================
Link to XD: https://xd.adobe.com/view/5e5706b9-f556-4c88-7106-5edc92fef339-2866/

![image](/uploads/5d246a56f4a847a2c7455addbf886192/image.png)",3
31056117,2020-02-20 05:50:51.249,Provide param description on mouse-over,"### Problem to Solve

As a user I want to better understand what parameters really do and what they are for. Therefore, a mouse-over on the params question mark shall provide this from the EPF (param annotation).


### Technical Solution
> Add technical implementation details and the results of the tickets discussion here.

* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================
Link to XD: https://xd.adobe.com/view/5e5706b9-f556-4c88-7106-5edc92fef339-2866/

![image](/uploads/9436e5427f73adc99fb8c244c34c16e4/image.png)",2
31033460,2020-02-19 16:12:09.328,Setup domains,"### Problem to Solve

We need to set up the following domains and subdomains: 

* [x]  mlreef.com = application
* [x]  about.mlreef.com = website
* [ ]  blog.mlreef.com = blog page
* [x]  docs.mlreef.com = documentation


### Technical Solution
> Add technical implementation details and the results of the tickets discussion here.

* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================
> Give a more technical explanation of how you want the app to function. Include screenshots and links to the relevant documentation",2
31032605,2020-02-19 15:53:02.163,WIP: Create new website,"### Problem to Solve

The goal is to create the new website. 

### Technical Solution

*  We can use cookiebot to manage our cookies and cookie-popups: https://www.cookiebot.com/

* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================

Link to XD Landingpage: https://xd.adobe.com/view/3494c225-ed97-4d87-47d0-0c746e8c67a6-42a5/

Link to XD Landingpage Mobile: https://xd.adobe.com/view/d8dd7007-47b0-4d69-7b8d-bc30e6488c88-aeec/

Link to XD Subpages_Template: https://xd.adobe.com/view/923ee175-b21b-4b55-489d-6fea316a1ec9-e40f/",16
31031801,2020-02-19 15:31:28.384,Render docs pages,"### Problem to Solve

We want to have the docs pages rendered from md files. This should be the design. 

Question: I would like to add a menu as in varian b. How could we structure the docs to achieve this? 

Note: There are 3 frames, all scrollable separately from each other. The middle one, which one will scroll the most, will not affect the other ones. 


### Technical Solution

The docs pages need to be routed to: docs.mlreef.com 


* [ ]  Add at least one unit test
* [ ]  If useful: Add documentation to the readme


### Terminology
> Define terms that are important in the context of this task


Additional Notes
=====================

Link to XD: https://xd.adobe.com/view/6b222fdd-685b-44ad-66bd-dbb2dbe392ce-1d13/

![Docs_variant_b](/uploads/faa8fcf15727eecabe1f2f273fccdb35/Docs_variant_b.png)

![Docs_variant_a](/uploads/2341fdc214a25e61531b7b142a0ad11d/Docs_variant_a.png)",8
31020923,2020-02-19 12:00:38.363,New experiments still not showing up in experiement overview (running),"### Observed behaviour

When creating a new experiment in dev the new experiment is not shown in under ""running"" but the pipeline is running on gitlab backend.

### Expected behaviour

After training, the new entry should inmediately show up and give the user the feedback that the experiment pipeline successfully started. 

### Steps to reproduce

In dev, open cats and dogs, open experiments and start a new experiment. After that return to experiment overview. Even after refreshing the page no result.

### Terminology
> Define terms that are important in the context of this task



### Solution
> Add technical implementation details and the results of the tickets discussion here.

* [ ]  Add at least one test



Additional Notes
=====================


relates to:",2
