issuekey,created,title,description,storypoints
30087182,2020-01-29 23:19:58.696,Error reporting to VSCode OutputChannel,"### Problem to solve

In my experience today, there was very little information about what was working or not. The side pane simply stayed blank and did not show anything apart from the default text (""there is no XYZ assigned to you"" etc.). Which makes it very hard to understand at what point something goes wrong or what might be the cause (connection to GitLab? authentication? extension not configured correctly?).

### Proposal

Creating and logging to an OutputChannel (see https://code.visualstudio.com/api/references/vscode-api#window.createOutputChannel) instead of logging to console would probably make it easier for the user to understand what is happening (and what not).

### Further details

#### In scope

- bubble exceptions to the top-level client code (e.g. `extension.js`) and then log them to the output channel
- make sure that exceptions are not silenced (by empty try/catch blocks)
- **stretch**: separate exceptions from normal program flow - a lot of code in `git_service.js` and `gitlab_service.js` is using exceptions as a part of normal program flow (e.g. command returning empty result & command throwing exception is treated the same)
- making sure that the OutputChannel is shown during automated integratin tests (it will help understanding what's wrong)

#### Out of scope

- 

### Links / references

- https://code.visualstudio.com/api/references/vscode-api#window.createOutputChannel",3
26478886,2019-10-30 10:34:50.917,Insert Snippets in to current file in VS Code,"## Problem to Solve

Snippets inside of a user account must be copy/pasted out of GitLab and into a file when they need to be used in another place. This is error prone and time consuming to context switch and find the appropriate Snippet and then paste the contents in to the file you're working on.

## Proposal

Create a command for `Insert Snippet` that talks to the GitLab Snippets API to retrieve a list of Snippets and then choose which file to insert.

![image](https://gitlab.com/gitlab-org/gitlab-vscode-extension/uploads/30999d43156eb226d562c61c1d314611/Kapture_2020-09-11_at_11.53.01.gif)

- If a user selects insert snippet from the command palette, display a list of single file project scoped snippets in the modal
- If a user selects a snippet from the list insert it's content to the editor at the cursor position
<!-- triage-serverless v3 PLEASE DO NOT REMOVE THIS SECTION -->
*This page may contain information related to upcoming products, features and functionality.
It is important to note that the information presented is for informational purposes only, so please do not rely on the information for purchasing or planning purposes.
Just like with all projects, the items mentioned on the page are subject to change or delay, and the development, release, and timing of any products, features, or functionality remain at the sole discretion of GitLab Inc.*
<!-- triage-serverless v3 PLEASE DO NOT REMOVE THIS SECTION -->",3
21291743,2019-05-25 13:57:04.945,"API calls fail when the GitLab instance is on a custom path, but the git remote isn't","## Summary

The API calls are not working when the `gitlab.instanceUrl` setting contains a custom path, but the `git remote` URL doesn't.

Example:

```
""gitlab.instanceUrl"": ""http://aom-int/gitlab"",
```

and `git remote`:

```
git@aom-int:depoortere/testmaven.git
```

The parsing logic expects that if the `instanceUrl` contains a custom path, the `git remote` will too. From the example above: `http://aom-int/gitlab` `instanceUrl` should have `git@aom-int:gitlab/depoortere/testmaven.git` `git remote`.

### Details

The original issue with GitLab on a custom path is this: https://gitlab.com/gitlab-org/gitlab-vscode-extension/-/issues/42

And the initial fix was implemented in https://gitlab.com/gitlab-org/gitlab-vscode-extension/-/merge_requests/11.

[The implementation](https://gitlab.com/gitlab-org/gitlab-vscode-extension/blob/56dab86117c109443a9422b85b58605fa5b774f1/src/git/git_remote_parser.ts#L30) assumes that if your GitLab instance is on a custom path (e.g. `/gitlab`) then the `git remote` URL contains the same path (i.e. in above scenario the remote should be `git@aom-int:gitlab/depoortere/testmaven.git`. I'm not sure whether that's a reasonable assumption or not, but it doesn't hold true in above scenario.

A workaround might be to use `https://` remote URL instead of the `git@..`. I assume that the `https://` version would have `/gitlab` in the remote path.

The code for parsing remotes is in [`git_remote_parser.ts`](https://gitlab.com/gitlab-org/gitlab-vscode-extension/blob/56dab86117c109443a9422b85b58605fa5b774f1/src/git/git_remote_parser.ts#L10-38). I'm open to suggestions about how to change it. I also include a failing test with above scenario:

<details>
<summary>Failing test case</summary>

```diff
diff --git a/src/git/git_remote_parser.test.ts b/src/git/git_remote_parser.test.ts
index 33cba5a..c3c4586 100644
--- a/src/git/git_remote_parser.test.ts
+++ b/src/git/git_remote_parser.test.ts
@@ -81,4 +81,14 @@ describe('git_remote_parser', () => {
       project: 'gitlab-vscode-extension',
     });
   });
+
+  it('should support host aliases with a custom path', () => {
+    expect(
+      parseGitRemote('git@aom-int:depoortere/testmaven.git', 'https://aom-int/gitlab'),
+    ).toEqual({
+      host: 'aom-int',
+      namespace: 'depoortere',
+      project: 'testmaven',
+    });
+  });
 });
```

</details>


<details>
<summary>Original issue description</summary>

Say my GITLAB instance URL is https://xyz.com/gitlab  (Exposed via Nginx)

In this case, the parsing by the extension is done incorrectly and fails to retrieve any information.

The parsed array gives this (removing /gitlab from the path):

[""http:"", ""xyz.com"", ""my-group/subgroup1"", ""project""]

And thus the extension does not work. I tried concatenating the extra ""/gitlab"" and still it does not work.

Meanwhile, what ports does this extension need/use? I only have https port of my instance exposed - have not exposed the SSH or git port.

</details>",1
16800932,2018-12-19 22:42:26.196,Matching access token URL with GitLab instance URL is too strict,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""bug"" label:

- https://gitlab.com/gitlab-org/gitlab-vscode-extension/-/issues?label_name%5B%5D=bug

and verify the issue you're about to submit isn't a duplicate.

If you are facing issues around configuring Token from your GitLab.com account, see the list of already addressed Token related issues:

https://gitlab.com/gitlab-org/gitlab-vscode-extension/issues?scope=all&utf8=%E2%9C%93&state=closed&label_name[]=token-issue
--->

### Summary

The GitLab instance URL configured in `gitlab.instanceUrl` and the URL you specify when adding a new access token needs to match perfectly. If one contains slash at the end, the token is not used.

<details>
<summary>Original description</summary>

Connection issues with self-hosted GitLab instance URL name.

e.g. correct connection when `https://my.gitlabinstance.io/group-name/project1` as opposed to `https://my.gitlabinstance.io/group-name/project1/`

There are no instructions that mention to put it exactly like this...

</details>

### Steps to reproduce

1. open workspace with project on `gitlab.com`
1. remove your token with `GitLab: Remove your Personal Access Token` command
1. add the same token but specify `https://gitlab.com/` as the instance URL (notice the `/` at the end)
1. now the extension can't authenticate your requests and you see an error

### What is the current *bug* behavior?

The extension cant match the token for `https://gitlab.com/` with the configured instance `https://gitlab.com` (without the slash)

### What is the expected *correct* behavior?

The extension should be able to recognise that those two URLs are for the same GitLab instance and use the token

### Relevant logs and/or screenshots

![Screenshot_2020-07-24_at_1.23.50_PM](/uploads/eacc8e0190ed9b87a0e65104e5cad0d4/Screenshot_2020-07-24_at_1.23.50_PM.png)

### Possible fixes

A naive solution would be to remove trialling slashes. A more complete solution could be parsing the URLs and deciding what parts need to match (most likely hostname, and port, maybe protocol).",1
14680257,2018-10-04 10:53:18.349,"Auto update ""For Current Branch"" tab in sidebar","To improve the current behavior ""For Current Branch"" tab should auto update itself.

Also refreshing the panels should clear issue and MR cache. Related with this one https://gitlab.com/fatihacet/gitlab-vscode-extension/issues/21

## Problem

Rith now the sidebar with ""For Current Branch"" information needs to be manually refreshed and it will likely show outdated information.

Additionally, the status bar refreshes every 30s, but at the start of the VS Code, the first refresh happens before the extension can access the git repository and the user always sees roughly 25s of ""initializing status bar"":

![status bar](https://gitlab.com/gitlab-org/gitlab-vscode-extension/uploads/815e15090c1dc2566e48c75b8bcc1bc0/Screenshot_2021-09-07_at_20.10.54.png)

## Proposal

Both the ""For Current Branch"" sidebar panel and the status bar are using the same information (pipeline, MR, and issue). I suggest that they'll get automatically updated together. The update is going to be triggered by the following events:

- Repository has been initialized (fixes the initial 25s of delay)
- Branch has been changed
- 30 seconds have passed since the last update (only this is now partially implemented)",2
10763880,2018-05-10 14:47:44.457,Merge requests fail where branch contains a # symbol,"
### Summary

When we call `GitLab: Crete new merge request on current branch` command, branch with `#` doesn't get escaped causing incorrect branch name

### Steps to reproduce

1. Create `test-#-hash` branch and push a commit to the remote.
1. Run `GitLab: Crete new merge request on current branch` command

### What is the current *bug* behavior?

The branch name appears unescaped in the URL:

```
http://127.0.0.1:3000/root/empty-test-2/-/merge_requests/new?merge_request%5Bsource_branch%5D=test-#-hash
```

The `#-hash` gets treated as the browser ID fragment.

### What is the expected *correct* behavior?

The `#` is encoded and we open the MR with the following URL:

```
http://127.0.0.1:3000/root/empty-test-2/-/merge_requests/new?merge_request[source_branch]=test-%23-hash
```

### Relevant logs and/or screenshots

![Screenshot_2020-08-05_at_11.14.34_AM](/uploads/2631da4c7bea6a6e97901e44cd4ff374/Screenshot_2020-08-05_at_11.14.34_AM.png)

### Possible fixes

Probably calling `encodeURIComponent(branchName);` is enough to fix the issue.",1
117140277,2022-10-19 01:39:45.849,Add OAuth support for VSCodium,"When I click the `Connect to GitLab.com with OAuth` button I get a redirect error screen on GitLab's Web UI:

![image](/uploads/9b062930e8dad00ac522e49fd6c6a30b/image.png)

This is probably due to it being on VSCodium... so the redirect url includes: `vscodium` instead of `vscode`:

```
https://gitlab.com/oauth/authorize?client_id=...&redirect_uri=vscodium%3A%2F%2Fgitlab.gitlab-workflow%2Fauthentication&response_type=code&state=...&scope=api+read_user&code_challenge=...&code_challenge_method=S256
```

we likely need to add it as valid redirects",1
116769263,2022-10-12 17:23:38.888,Don't log the whole token,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""bug"" label:

- https://gitlab.com/gitlab-org/gitlab-vscode-extension/-/issues?label_name%5B%5D=bug

and verify the issue you're about to submit isn't a duplicate.
--->

### Checklist

<!-- Please test the latest versions, that will remove the possibility that you see a bug that is fixed in a newer version. -->

- [ ] I'm using the latest version of the extension ([see the latest version in the right column of this page](https://marketplace.visualstudio.com/items?itemName=GitLab.gitlab-workflow))
  - Extension version: _Put your extension version here_
- [ ] I'm using the latest VS Code version ([find the latest version here](https://github.com/microsoft/vscode/releases))
  - VS Code version: _Put your VS Code version here_
- [ ] I'm using a supported version of GitLab ([see README for the supported version](https://gitlab.com/gitlab-org/gitlab-vscode-extension/-/blob/main/README.md#minimum-supported-version))
  - GitLab version: _Put your GitLab version here, or say ""happens on `gitlab.com`""_

### Summary

When user enables debug logging, we log the whole token in the extension output every time the OAuth token is refreshed (~2h). Ideally we would like not to log the whole access token.

https://gitlab.com/gitlab-org/gitlab-vscode-extension/-/blob/77a1cbc0f7d85dbab917d8c06203663bbc87b525/src/gitlab/token_exchange_service.ts#L111

### Steps to reproduce

<!-- How one can reproduce the issue - this is very important -->

### What is the current _bug_ behavior?

<!-- What actually happens -->

### What is the expected _correct_ behavior?

<!-- What you should see instead -->

### Relevant logs and/or screenshots

<!-- Logs can be found by running `GitLab: Show extension logs` command (using `cmd+shift+p`). Please enable `""gitlab.debug"": true` in your `settings.json`. Debug mode will improve error stack traces and adds debug log messages. -->

### Possible fixes

<!-- If you can, link to the line of code that might be responsible for the problem -->",3
112169745,2022-07-25 17:22:56.460,Custom Query error with `avatar_url` in Vulnerabilty Reports,"## Problem to Solve

When using a custom query to look at vulnerability reports, there is an issue with `avatar_url` being expected in the response:

**Error Message:**
```
[error]: Cannot read properties of undefined (reading 'avatar_url')
         TypeError: Cannot read properties of undefined (reading 'avatar_url')
         	at /Users/phikai/.vscode-insiders/extensions/gitlab.gitlab-workflow-3.47.2/out/extension.js:298:239
         	at Array.map (<anonymous>)
         	at Js.getIssuables (/Users/phikai/.vscode-insiders/extensions/gitlab.gitlab-workflow-3.47.2/out/extension.js:327:3252)
         	at processTicksAndRejections (node:internal/process/task_queues:96:5)
         	at async bd.getProjectIssues (/Users/phikai/.vscode-insiders/extensions/gitlab.gitlab-workflow-3.47.2/out/extension.js:344:2214)
         	at async bd.getChildren (/Users/phikai/.vscode-insiders/extensions/gitlab.gitlab-workflow-3.47.2/out/extension.js:344:2963)
         	at async v.fetchChildrenNodes (/Applications/Visual Studio Code - Insiders.app/Contents/Resources/app/out/vs/workbench/api/node/extensionHostProcess.js:106:19736)
         	at async v.getChildren (/Applications/Visual Studio Code - Insiders.app/Contents/Resources/app/out/vs/workbench/api/node/extensionHostProcess.js:106:15955)

```

**Custom Query:**
```
""gitlab.customQueries"": [
        {
        ""name"": ""Vulnerability Reports"",
        ""type"": ""vulnerabilities"",
        ""scope"": ""all"",
        ""noItemText"": ""No Vulns."",
        ""state"": ""opened""
        }
    ] 
```

This was tested against the `gitlab-org/gitlab` project.",1
109854568,2022-06-09 13:27:08.070,Update development documentation,"### Problem to solve

The development documentation hasn't been updated in about a year. We plan to add more team members as maintainers soon. That means we need the development documentation up to date.

### Proposal

Review the following documents:

- [x] CONTRIBUTING.md
- [x] docs/developer/architecture.md
- [x] docs/developer/ci-variables.md
- [x] docs/developer/coding-guidelines.md
- [x] docs/developer/commits.md
- [x] docs/developer/developer-process.md
- [x] docs/developer/maintainer.md
- [x] docs/developer/release-process.md
- [x] docs/developer/security-releases.md
- [x] docs/developer/testing-strategy.md
- [x] docs/developer/writing-tests.md


### Links / references",1
