issuekey,created,title,description,storypoints
70956754,2020-09-10 03:00:50.805,[Story] Add Feature splash with new releases,"<!-- Title suggestion: [Story] Name of story -->

## User Story

When first logging in after a release, display a splash over the User Interface that will outline the new features and new fixes. 

## Details

Using a popup like the one seen in discord, we can easily show users things that have changed, and keep them interested in things coming up in the future

## Steps

- [ ] TBD

## Acceptance Criteria (To be checked off **only** during Review)

This should be filled in prior to moving into ~""In Progress"", but is not required upon first submitting the ticket.
**This list needs to be reviewed and completed by someone who did not work on the ticket.** Please do not pass Acceptance Criteria on a ticket you contributed code to. Ping #qa in Slack or #mythic-table to let someone know that a ticket is completed and ready for ~Review.

<!-- Some notes on Acceptance Criteria (AC)
If you are having issues creating Acceptance Criteria, please review [Some notes on Acceptance Criteria(AC)](https://gitlab.com/mythicteam/mythictable/-/wikis/qa/acceptace-criteria). Don't hesitate to ask for AC review or assistance in #qa, it's what we're here for.
-->

- [ ] Given: Samples Criteria exists in template
    - [ ] And: it has not been removed
    - [ ] When: the ticket has been submitted
    - [ ] Then: Someone else should update this
    - [ ] And: include acceptable Acceptance Criteria
    
<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",2
70955259,2020-09-10 01:43:58.574,[Polish] Update Font (Space Grotesk),"# Description

Let's switch the Space Grotesk Font

## Current State

I won't think we have a consistent one.


<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",2
70806339,2020-09-07 06:36:18.007,[Improve] Documentation - Update On boarding QA to reference the new labels,"# Description

The Labels have recently changed.  Make this is reflected in the Onboarding issue template.

## The Problem

- [x] ~In Progess was changed to ~""phase::active""
- [x] ~Planning was changed to ~""phase::planning"" etc
- [ ] ~Bugwas changed to ~""type::bug"" etc

## Solution

Go through and fix all of these in the issue template

## Steps

- [ ] TBD


<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",1
70793329,2020-09-06 21:43:58.357,[Bug] Add link back to Mythic Table from Keycloak Profile page,"<!---
Please read this!

Before opening a new issue, make sure to search for keywords in the issues
filtered by the ""regression"" or ""bug"" label:

- https://gitlab.com/mythicteam/mythictable/issues?label_name%5B%5D=Bug

and verify the issue you're about to submit isn't a duplicate.

Title suggestion: [Bug] Brief bug description
--->

# Summary
<!--Summarize the bug encountered concisely -->
When you go to edit your profile from Mythic Table, there is no easy way to get back to where you were

## Steps to reproduce
* Open a Campaign
* Click on the Edit Profile button in the header to get to keycloak

## What is the current *bug* behavior?
* Once you are there, you cannot get back to the main page of Mythictable

## What is the expected *correct* behavior?
* Have a link, or use the cancel/save buttons to redirect you back

## Relevant logs and/or screenshots
<!--Paste any relevant logs - please use code blocks (```) to format console output,
logs, and code as it's tough to read otherwise. -->

## Possible fixes
<!-- If you can, link to the line of code that might be responsible for the problem -->

## Cause (Fill out after fix)
<!-- This must be filled out before the Bug can be closed.  
This is used in our post mordems to understand where we can make improvements. -->

Chose one or more:
- [ ] Work was rushed
- [ ] Plan Incomplete
- [ ] Insufficient Tests
- [ ] Missed in Review",1
70793224,2020-09-06 21:34:35.104,[Polish] Accessibility Adjustments,"<!-- Title suggestion: [Polish] Name of improvement -->
<!-- Polish tasks track work to improve the look, feel and usability of existing features -->

# Description
It is worth it to go through and investigate the usability of Mythic for people with disabilities, more specifically visually impaired users, and adjust colours and design to accomodate. 

## Additional Details

Consider looking into:
- https://chrome.google.com/webstore/detail/dalton/imknobcnmlabealhbhfhpbfodgbbdnfa/related

<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",2
70779892,2020-09-06 06:59:12.296,[Bug] Chat Message Failure (class Dice.RollResult: Value class Dice.DieResult cannot be deserialized.),"# Summary

Occasionally, Chat Message fail to send. This occurs after sending a group of messages together.

## Steps to reproduce

Send any dice roll.

## What is the current *bug* behavior?

The message will be received and output. All subsequent messages will not be received. Reloading results in an error loading all message.

## What is the expected *correct* behavior?

Well, messages will be transmitted.

## Relevant logs and/or screenshots

```
Server Logs:
class Dice.RollResult: Value class Dice.DieResult cannot be deserialized.
```

```
Client Logs:
Uncaught (in promise) Error: An unexpected error occurred invoking 'SendMessage' on the server.
```

## Possible fixes

We need to take a look at deserializing the Dice.RollResult in Integration tests with the MongoDB.

## Cause (Fill out after fix)
<!-- This must be filled out before the Bug can be closed.  
This is used in our post mordems to understand where we can make improvements. -->

Chose one or more:
- [ ] Work was rushed
- [ ] Plan Incomplete
- [ ] Insufficient Tests
- [ ] Missed in Review",3
70779658,2020-09-06 06:39:24.625,[Polish] Minor artifact at bottom of scene scroll pane,"# Description

Correct a tiny artifact at the bottom of the scroll pane

## Current State

![image](/uploads/2adf86909b46b27a3ec147467333a82f/image.png)


## How should it look/feel?

This is be grey like it appears when you scroll all the way down.

![image](/uploads/dbeed123390a1a0703aeacde027c9357/image.png)


<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",2
70779570,2020-09-06 06:34:45.372,[Polish] Active Scene should be more obvious,"# Description

Make active scene in scene library more obvious

## Current State

![image](/uploads/99edc696a17c61b6910cc7f6c5160aeb/image.png)

## How should it look/feel?

We should experiment with a subtle border or some other effect

<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",2
70779481,2020-09-06 06:29:54.962,[Bug] Active Scene is not selected on map load,"# Summary

When loading into a campaign, the active scene is not loaded.

## Steps to reproduce

Simply load into a campaign. To make it more obvious, try a campaign with more than one map such as the tutorial.

## What is the current *bug* behavior?

All scenes in the Scene library are faded/saturated.

## What is the expected *correct* behavior?

One should be more selected and appear sharper(?).

## Relevant logs and/or screenshots

Expected:

![image](/uploads/1e183b8fdea134a76847d25d4ed3fc05/image.png)

Actual:

![image](/uploads/94e024dc1b35fcb7398c2b23709c12a8/image.png)

## Cause (Fill out after fix)
<!-- This must be filled out before the Bug can be closed.  
This is used in our post mordems to understand where we can make improvements. -->

Chose one or more:
- [ ] Work was rushed
- [ ] Plan Incomplete
- [ ] Insufficient Tests
- [ ] Missed in Review",3
70775235,2020-09-05 21:23:28.476,[Improvement] Transition Character to Collection in back-end,"# Description

Transitioning Characters to a Collection will impact the structure of the stored data, so it'll be best to implement this before the First Playable release: otherwise, we'll effectively have to wipe the players' campaign data and start again.

## Current State

Characters are handled separately from other collections on the back end. There's no real benefit to keeping these separate, it's just an artifact from an earlier iteration of the back end.

## How should it look/feel?

Characters should be migrated to a Collection. Back-end methods dealing with Characters specifically should be removed. Front-end methods dealing with Characters should interact with the Collection instead.

## Implementation

- On map tokens - campaign/collection/tokens
- In Library characters - user/collection/characters

<!-- A note on weights
0 is trivial. Does not involve and code
1 is a button, documentation corrections, a quick fix
2 is a simple well known task
3 is for a somewhat simple task
5 is for a complicated story that requies a number of moving parts
8 is for a signifcant amount of work but should with perhaps some unkowns or external dependencies
Anything higher than 8 should be broken up into smaller more distinct stories.
-->",5
