issuekey,created,title,description,storypoints
28778832,2019-12-16 17:04:35.927,Automatically delete clones after N hours of inactivity,"Goal
===
When a clone is inactive during N hours (should be configurable; default: 2), it has to be destroyed unless it is marked as ""protected from deletion"".

""Inactive"" here means:

- no new connections,
- no SQL requests.

""during N hours"" here means ""at least N hours"". It may be several minutes more. N is ""global"" for Database Lab instance.

TODO / How to implement
===
:question: implementation details are not defined, first we need design proposal and discussion.

On a separate note, do we need to tell the user somehow (in Database Lab API responses?) what is the current value of N?

Acceptance criteria
===
As a user, I know that if I don't use a clone, it will be deleted after N hours. I also know that if I mark it ""protected"" it will never get deleted.",1
28690420,2019-12-14 19:57:46.668,Bug: Endless wait if not enough privileges,"Goal
===

TODO / How to implement
===
![Screenshot_2019-12-14_at_22.58.15](/uploads/fe961ceb6ff1e1c2dd8d8b27c6bae3f0/Screenshot_2019-12-14_at_22.58.15.png)
![Screenshot_2019-12-14_at_22.58.10](/uploads/9a5d5fb0bf27d59304e55066c375613a/Screenshot_2019-12-14_at_22.58.10.png)

Acceptance criteria
===",1
28757360,2019-12-13 16:58:14.563,Use the real password,"1. [x] reset all the password for all existing users @NikolayS 
1. [x] when creating a clone, use the DB username/password provided by a user @anatolystansler",4
28316793,2019-12-11 15:25:10.689,Run DB Lab as a service,"Goal
===
Reliable launch of DB Lab.

TODO / How to implement
===
- Docker `restart` option
- Orchestration?
- Nginx like?

Acceptance criteria
===",1
28144424,2019-12-09 17:04:33.595,"Review all timestamps (db_state_at and others), clarify the meanings","Goal
===
`db_state_at` corresponds 

- [x] UI @dmius 
- [x] the platform reads the value from DB Lab API @dmius 
- [ ] at snapshotting time on DB Lab instance, we need to determine `db_state_at` and store it somewhere
    - [x] how do we get the timestamp if the originally we work with a replica? @NikolayS 
    - [ ] how do we get time timestamp if we deal with a master? @NikolayS 
    - [x] we do we store it? ---> in case of ZFS: zfs snapshot annotation, in other cases – depending on implementation (may be just files)
- [ ] dblab API to provide the data @anatolystansler 
- [ ] review texts

TODO / How to implement
===
Review all timestamps, clarify the meanings. The time of the latest available database state seems to be not correct (too fresh). UI expects db_state_at, if there is no such field, we show ""unknown"".

The logic for snapshots list exposure is needed. If a corresponding API call is made, we need to scan all existing snapshots, choose the proper ones according to some mask (should it be configurable?), and reply with list to the API call. Don't worry about long lists. Instead, consider providing a warning if the list exceeds 50 items (""The list of available snapshots exceeds 50, clean up some old ones not to waste of disk space and avoid potential performance degradation"").

Acceptance criteria
===",5
28144256,2019-12-09 16:58:58.914,Speed up cloning in the case of continuous WAL replay,"Goal
===

TODO / How to implement
===


Acceptance criteria
===",4
28143021,2019-12-09 16:29:23.339,Declare Swagger and run it with DB lab instance,"Goal
===
Provide a clear insight to DB Lab API with Swagger specification and run Swagger UI with DB Lab.

TODO / How to implement
===
- [x] Generate YAML file (API description for Swagger)
- [ ] Add Swagger to the project, decide on URL (may be `/`)
- [ ] (optional) Demo setup -- point to in in the docs (API reference)


Acceptance criteria
===
As a DB Lab API user I am able to quickly see API reference provided by Swagger and I can experiment with API in the browser.",6
28138900,2019-12-09 14:31:35.170,Postman collection for DBLab,"Goal
===

TODO / How to implement
===


Acceptance criteria
===",1
28138881,2019-12-09 14:31:05.565,DBLab+GUI+Platform - in kind or minikube,"Goal
===
Provide an ability to launch platform and DB lab on user's machines using Docker or Kind.

TODO / How to implement
===

Acceptance criteria
===
",10
26711487,2019-11-05 12:05:05.063,"If Postgres fatal error is not “DB is not starting up”, then we notify user about such a fatal, with details","1) if cannot connect to 6xxx port (""connection refused"" or so) – wait (but not more than 1min; after 1min give up and report an error),

2) FATAL ""the database system is starting up"" – this is normal. Wait. (Can take long in case of PITR)

3) any other FATALs -- give up immediately, report an error.",2
26240323,2019-10-23 14:47:36.924,DB Lab agent,"
- [x] Update README
- [x] Prepare Postila data for demo 
- [x] Move provision part of Joe to DB Lab as is
- [ ] First version of REST API (see number 3 API Commands).
- [ ] Joe works with REST API
- [ ] Divide DB Lab in 2 parts: agent and control (orchestration) instance
- [ ] Improve code (including AWS provision according to review done by Andrew)
- [ ] 443 port? SSL configuration (Let's Encrypt certificates)

1. Binary or container image
1. API -- token
1. API – commands:

    - clone create (timestamp)
    - clone reset (id)
    - clone list 
    - clone destroy (id)
    - status of DB Lab instance",15
29301033,2019-10-16 15:05:07.583,Refactoring after code review,"Fix issues from code review:
- [x] Use dep <s>or modules</s>
- [x] Go modules https://gitlab.com/postgres-ai/database-lab/issues/34
- [x] Add comments to exported functions
- [x] Missed error processing https://goreportcard.com/report/gitlab.com/postgres-ai/joe#L278
- [x] golint and misspell warning from the same link (@NikolayS: I suppose there are multiple tools around – various linters – are we sure with our choice? let's discuss in this issue)
- [x] Use absolute path of package instead of dots in imports, e.g. ""../ec2ctrl"". Different in modules https://stackoverflow.com/a/53016796/319692
- [ ] Short write is possible here https://gitlab.com/postgres-ai/joe/blob/master/src/provision/aws.go#L323 better to do it like here https://golang.org/src/io/ioutil/ioutil.go?s=2534:2602#L69 or use lib functions (@Nikolays: this was written before moving the DB Lab code to a separate repository; so, the link is to `joe` repository. We need to start with applying changes in `database-lab` first because Joe code will eventually be based on it as well)",4
29194118,2019-09-11 13:22:51.667,Postgres connection by unix sockets for management,"Goal
===

TODO / How to implement
===
Use unix sockets instead of TCP/IP to make Postgres connection. Better from security perspective and doesn't require port allocation. 

Switch to work via Unix socket (can be `trust`) for everything (management tasks) except the end-user connections. End user connections can (should?) be via TCP socket, but with the password required. (Currently `md5`, but we will need to support `ldap` as well, enterprise users need it 100%).

Acceptance criteria
===",10
90458722,2021-07-18 17:35:11.981,"""logical"": support restoring from a plain-text file","Goal
===
Currently, restore is working using pg_restore -- it means that plain-text format is not supported (when we need to use psql). We need to work with any format of dump, including plain-text

- auto-detect that we deal with plain-text format (might be compressed - is it possible to automatically handle popular compression formats too?)
- check if parallelization is not requested. If it is, print an error and exit (for plain-text files, we are going to support only single thread)
- use psql to load the file

TODO / How to implement
===
- Detect plain text format:
  - only work with plain text format
  - use `pg_restore -l dump.sql`
  - extract `dbname` - how to do it reliably :question: 
    - Parse database name from a dump file
    - Consider dumps made by `dumpall`
    - As a fallback (unless otherwise worked), we can use filename and convert (purify) it to a valid database name (manage the filename length and replace spaces, punctuation to underscore).
https://www.postgresql.org/docs/current/sql-syntax-lexical.html#SQL-SYNTAX-IDENTIFIERS
- Validate configuration (parallel jobs)
- Build a psql restore command depends on format of a dump file:
  - partial restore is not supported
- Review and fix the docs:
  - keep in mind potential configuration changes
  - create a ""how-to"" guide to restore from plain-text files

Acceptance criteria
===
As a DLE admin, I can use any popular dump formats, including plain text files.",16
90389245,2021-07-16 12:14:52.690,Clean up a custom Docker network on DLE failure,"Goal
===
DLE creates its own Docker network. On a retrieval error, the Docker network continues to exist.

If there are too many networks on the machine, an error occurs:
```
[ERROR] Error response from daemon: could not find an available, 
non-overlapping IPv4 address pool among the defaults to assign to the network
```

TODO / How to implement
===
On DLE retrieval failure:
- disconnect containers from a custom Docker network
- clean up custom Docker networks

Acceptance criteria
===",2
90089887,2021-07-12 03:33:13.181,DLE API/CLI– extend to support multiple volumes,"Goal
===
DLE API/CLI need to support the case of ""logical"" (dump/restore) data provisioning when we have 2 or more volumes and some rotation logic:
- which snapshot belongs to which volume
- which clone belongs to clone volume
- what volume is active
- what are the characteristics of each volume (disk space used, etc)
- do we have spare volumes or all volumes are ""busy"" so we won't be able to perform next refresh unless we delete some clones (perhaps, this should be a warning of the global state of DLE)
- each volume is supposed to have a single snapshot – `dataStateAt` is also an attribute of a volume?

TODO / How to implement
===

TBD – @akartasov please add details here
- Add a new field `Pool string` to the `Snapshot` struct
- Clone contains a link to a snapshot that will contain a mention of the pool
- Add to the `GET /status` response an active pool
- Add to `GET /status` disk space metrics 
  - Return ""N/A"" if data cannot be provided, e.g. files-related details on LVM. 
  - Use both physical and logical sizes (`Used` and `LogicalReferenced`) for clones and snapshots.


Acceptance criteria
===
As an admin or user of DLE, I can see the info about all volumes available. Particularly, I can understand the details of data refresh policy and what to expect during the next refresh attempt.",5
88006822,2021-06-01 03:15:58.013,Provide config and diagnostic details in API,"Goal
===
Be able to discover important (or all non-secret) configuration options and other valuable details.

TODO / How to implement
===
* [x] Uptime (time from control container start) - `/status`
* [x] Current file system (aka thin clone manager)  - `/status`
* [x] Compression ratio (in addition to disk size/usage) - `/status`
* [x] Clone size (in list)  - `/status`
* [x] Snapshot size (in list) - `/snapshots`
* [x] Total size of clones  - `/status`
* [x] Total size of snapshots  - `/status`
* [x] Docker image (used for clones, see the global config)  - `/status`

Return ""N/A"" if data cannot be provided, e.g. files-related details on LVM.

Use both physical and logical sizes (`Used` and `LogicalReferenced`) for clones and snapshots.

See also: https://gitlab.com/postgres-ai/platform/-/issues/156#data-thats-being-used

Example
```json
{
    ""status"": {
        ""code"": ""OK"",
        ""message"": ""Instance is ready""
    },
    ""fileSystem"": {
        ""mode"": ""zfs"",
        ""sizeHR"": ""192 MiB"",
        ""freeHR"": ""164 MiB"",
        ""usedHR"": ""28 MiB"",
        ""dataSizeHR"": ""121 MiB"",
        ""usedBySnapshotsHR"": ""183 KiB"",
        ""compressRatio"": 4.53
    },
    ""expectedCloningTime"": 0,
    ""numClones"": 0,
    ""clones"": [],
    ""pools"": [
        {
            ""name"": ""oldest5"",
            ""mode"": ""zfs"",
            ""dataStateAt"": """",
            ""status"": ""active"",
            ""cloneList"": [],
            ""disk"": {
                ""size"": 201278976,
                ""free"": 171785728,
                ""used"": 29493248,
                ""usedBySnapshots"": 187392,
                ""usedByChildren"": 244224,
                ""dataSize"": 127020544,
                ""compressRatio"": 4.53
            }
        }
    ],
    ""retrieving"": {
        ""mode"": """",
        ""status"": ""finished"",
        ""nextRefresh"": ""2021-08-26T12:15:00Z"",
        ""alerts"": {
            ""refresh_skipped"": {
                ""level"": ""warning"",
                ""message"": ""Pool to perform full refresh not found. Skip refreshing"",
                ""lastSeen"": ""2021-08-26T12:10:00.001036446Z"",
                ""count"": 1
            }
        }
    },
    ""provisioner"": {
        ""dockerImage"": ""postgresai/extended-postgres:11"",
        ""containerConfig"": {
            ""shm-size"": ""256MB""
        }
    },
    ""startedAt"": ""2021-08-26T12:09:50Z""
}
```

Acceptance criteria
===",6
87991548,2021-05-31 17:33:27.777,Add more details about snapshots,"Goal
===
Increase snapshots observability.

TODO / How to implement
===
- [x] Snapshot size
- [x] Number of clones which use the snapshot

Return ""N/A"" if data cannot be provided, e.g. details on LVM.

Acceptance criteria
===",4
77064826,2021-01-12 06:17:21.719,Basic clone observability,"Goal
===
To detect dangerous DDL and slow queries and describe reasons for it, DBLab should provide more data about DB migrations and EXPLAIN plans


TODO / How to implement
===
- [x] Add an additional mount point to store observation artifacts - 2h
- [x] Define artifacts structure and provide artifact management - (6-8h)
  ```
  /observer/
    clone_id/
        session_id/
            pg_stat_statements/
                statements.csv
            pg_stats/
                pg_stats_database.csv
                pg_stat_bgwriter.csv
                pg_stat_user_tables.csv
                objects_size.csv
            summary.json
   ```
   
   **summary.json**
   ```
    {
      ""session_id"": 1,
      ""clone_id"": ""c0nta38hmvj68nrgn7jg"",
      ""duration"": {
        ""total"": ""35s"",
        ""started_at"": ""2021-02-19T15:11:23.508Z"",
        ""finished_at"": ""2021-02-19T15:11:59.106167994Z"",
        ""max_query"": ""239ms""
      },
      ""db_size"": {
        ""total"": ""7.7 MiB"",
        ""diff"": ""10 B"",
        ""objects_stat"": {
          ""count"": 62,
          ""row_estimate_sum"": 23232,
          ""total_size_bytes_sum"": 8101888,
          ""table_size_bytes_sum"": 4218880,
          ""indexes_size_bytes_sum"": 3244032,
          ""toast_size_bytes_sum"": 638976
        }
      },
      ""locks"": {
        ""total_interval"": 4,
        ""warning_interval"": 0
      },
      ""stats"": {}
    }
   ```
- [x] Collect data during observation sessions and store observation results as files - (14-18h)
  - dangerous locks detected (consider as an artifact)
  - duration
    - duration in Lab
    - estimated duration for prod
  - pg_stat_statements - as an “amount of work” - buffers read/hit/dirtied/written
  - pg_stat_*** standard views:
    - op/tuple stats
    - pg_stat_bgwriter (checkpointer, bgwriter, backend buffer stats)
    - WAL written
  - DB and its objects sizes and changes (similarly to L001 in postgres-checkup)
  - dead tuples and bloat: should we analyze them?
    - autovacuum settings – so far we didn't take care of them! (match prod)
  - summary: ???? (what should be there - discuss and decide)
- [x] Serve results via DLE API - (8-10h)
  - GET `/observation/results/{clone_id}/{session_id}` - returns a session summary
  - GET `/observation/results/{clone_id}/{session_id}/list` - returns a list of session result files
  - GET `/observation/results/{clone_id}/{session_id}/file?path=pg_stat_activity/activity.csv` - download a session result file
- [x] Clean up artifacts when destroying a clone - 2h


Acceptance criteria
===",36
75901463,2020-12-10 13:21:24.082,Add an ability not to reset passwords of existing users in clones,"When a clone creates, an additional superuser is added and all passwords for current users are reset.

There are some cases when the DB instance has several dozen users with different privileges which are significant. In such conditions, it is not possible to test the difference in privileges. 

So, we need an additional setting to avoid resetting the existing user passwords:

``` yaml
   provision: 
     keepUserPasswords: true
```",3
75795142,2020-12-09 02:58:56.079,Clean up service containers on DLE failure,"Goal
===
On a DLE error, the service containers continue to run. 

If we use the restart on failure option for DLE, it creates another service container that can lead to data corruption.

TODO / How to implement
===
Catch DLE error and stop service containers


Acceptance criteria
===",2
74483400,2020-11-17 09:07:58.563,Allow running DLE with empty Platform configuration,"Goal
===
Empty Platform configuration leads to an error:
```
2020/11/17 09:04:35 [FATAL] invalid config of Platform Client given: URL and AccessToken must not be empty
```

TODO / How to implement
===
Make Platform configuration parameters optional

Acceptance criteria
===",2
74482576,2020-11-17 08:54:59.079,Do not override user-defined configs in clones,"Goal
===
Do not override user-defined configs in clones

TODO / How to implement
===
Apply only additional configs when creating a clone.

Acceptance criteria
===",2
74406099,2020-11-16 03:50:06.542,Run sync instance asynchronously,"Goal
===
Run sync instance asynchronously not to wait while the database system is ready to accept connections

TODO / How to implement
===
Run sync instance asynchronously as a separate goroutine

Acceptance criteria
===",4
74405995,2020-11-16 03:44:16.389,"Automatically start PostgreSQL in a sync instance  + ""merge"" two Postgres images into one","Goal
===
To have an ability restart sync container manually

TODO / How to implement
===
- prepare extended sync instance: add wal-g
- adjust PostgreSQL configuration before start container
- tune health checks, make sure it works
- use one container to run them all
- get rid of sync instance image

Acceptance criteria
===",8
74233890,2020-11-12 03:19:08.474,Stuck clones on reset,"Goal
===
Fix the case when a clone is stuck on the reset operation 

TODO / How to implement
===
Do not reset the clone and do not change the clone status if it is not started yet

Acceptance criteria
===",1
