issuekey,created,title,description,storypoints
69522350,2020-08-06 19:11:26.833,Can't create new character,"### Summary

No matter what i do, i get `Error: UNIQUE constraint failed: body.character_id`.

### Steps to reproduce

Create new account, try to create first character, click Create.

### Relevant logs and/or screenshots

![imgur-2020_08_06-21_07_43](/uploads/f6f43b8d23bea1102f0ba422ef4e55d9/imgur-2020_08_06-21_07_43.png)

#### Veloren version

Using latest nightly from airshipper: 0.6.0-fbac12d2/2020-08-06-16:27, connected to the default server.",10
35164868,2020-05-29 10:10:32.517,Do not announce alias change for non-body players,"### Summary

Torvus the bridge between discord and ingame server changes the alias to represent the writer on discord.
Due to recent addition of announcing the change this gets very confusing to use the bridge.

### Steps to reproduce

just writing in #ingame-chat will be enough

### Relevant logs and/or screenshots

<details>
<summary>Logs and/or screenshots of the issue</summary>
![Screenshot_20200529_120855](/uploads/d05323768280a9d3149019a743da2cd1/Screenshot_20200529_120855.png)
</details>

#### Veloren version
latest Nightly",7
34620672,2020-05-15 20:45:18.413,Make voxygen inform the user where screenshots are saved,"Maybe this could be some text that pops up when you take a screenshot.
Or it could push some text into the chat box.",1
34472683,2020-05-12 21:22:21.593,Add entity count to server metrics,,1
34469455,2020-05-12 19:30:51.576,Make level and exp public fields,"The following discussion from !970 should be addressed:

- [ ] @Imbris started a [discussion](https://gitlab.com/veloren/veloren/-/merge_requests/970#note_339922643):  (+1 comment)

    > since we have what appears to be direct getters and setters for `level` and `exp` maybe we should just make the fields `pub`",1
32742962,2020-04-01 15:32:46.091,Create Slot widget,"We need a generic slot widget that can be used for armor slots, inventory slots, hotbar slots, and more.
Ideally it would support dragging between various slots.",4
32379016,2020-03-24 11:56:43.392,UI limits password to 20 characters,The register page allows more than 20. This has the consequence that some people with a password longer than 20 passwords can't login into a server.,7
31368335,2020-02-28 06:15:20.685,Enable voxygen to be used as a lib for rendering characters,"Interest has been expressed in this functionality

Tentative steps:  
* [ ] expose `renderer` & `scene` in `lib.rs`  
* [ ] determine if `scene::load` should be exposed or if it would be easier to indirectly render a character via `scene::Scene`  
* [ ] create example that renders a character image using a headless context",3
29298501,2020-01-04 21:18:05.807,Tracking issue for equipment/loot (TODO),,8
29298488,2020-01-04 21:16:34.452,Tracking issue for enemies (TODO),,15
29298291,2020-01-04 20:43:52.598,Working abilities (TODO),TODO: Add task list for all abilities here,10
29298285,2020-01-04 20:43:01.548,Keybindings for abilities,,1
29298280,2020-01-04 20:42:26.677,Enum for all abilities,Be sure to add doc comments for their behavior,1
29298269,2020-01-04 20:41:35.169,Ability select UI mock-up,,4
